standard_job,standard_category,month,month_index,skill,skill_stage,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
算法研究员,AI算法,2026-04,17,DiT,traditional,持续下降,2,0.1053,0
算法研究员,AI算法,2026-05,18,DiT,traditional,持续下降,2,0.1051,0
算法研究员,AI算法,2026-06,19,DiT,traditional,持续下降,2,0.1071,0
算法研究员,AI算法,2026-07,20,DiT,traditional,持续下降,2,0.1013,0
算法研究员,AI算法,2024-12,1,HAP应用框架,traditional,持续下降,1,0.2155,0
算法研究员,AI算法,2025-01,2,HAP应用框架,traditional,持续下降,2,0.2329,0
算法研究员,AI算法,2025-02,3,HAP应用框架,traditional,持续下降,1,0.2127,0
算法研究员,AI算法,2025-03,4,HAP应用框架,traditional,持续下降,2,0.2129,0
算法研究员,AI算法,2025-04,5,HAP应用框架,traditional,持续下降,2,0.2070,0
算法研究员,AI算法,2025-05,6,HAP应用框架,traditional,持续下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,HAP应用框架,traditional,持续下降,1,0.1933,0
算法研究员,AI算法,2025-07,8,HAP应用框架,traditional,持续下降,1,0.1686,0
算法研究员,AI算法,2025-08,9,HAP应用框架,traditional,持续下降,1,0.1707,0
算法研究员,AI算法,2025-09,10,HAP应用框架,traditional,持续下降,1,0.1732,0
算法研究员,AI算法,2025-10,11,HAP应用框架,traditional,持续下降,1,0.1721,0
算法研究员,AI算法,2025-11,12,HAP应用框架,traditional,持续下降,1,0.1474,0
算法研究员,AI算法,2025-12,13,HAP应用框架,traditional,持续下降,2,0.1402,0
算法研究员,AI算法,2026-01,14,HAP应用框架,traditional,持续下降,1,0.1439,0
算法研究员,AI算法,2026-02,15,HAP应用框架,traditional,持续下降,2,0.1336,0
算法研究员,AI算法,2026-03,16,HAP应用框架,traditional,持续下降,2,0.1300,0
算法研究员,AI算法,2026-04,17,HAP应用框架,traditional,持续下降,2,0.1275,0
算法研究员,AI算法,2026-05,18,HAP应用框架,traditional,持续下降,2,0.1153,0
算法研究员,AI算法,2026-06,19,HAP应用框架,traditional,持续下降,2,0.1141,0
算法研究员,AI算法,2026-07,20,HAP应用框架,traditional,持续下降,2,0.1113,0
算法研究员,AI算法,2024-12,1,Habitat,traditional,稳定型,1,0.1064,0
算法研究员,AI算法,2025-01,2,Habitat,traditional,稳定型,2,0.0951,0
算法研究员,AI算法,2025-02,3,Habitat,traditional,稳定型,1,0.0968,0
算法研究员,AI算法,2025-03,4,Habitat,traditional,稳定型,2,0.1021,0
算法研究员,AI算法,2025-04,5,Habitat,traditional,稳定型,2,0.0952,0
算法研究员,AI算法,2025-05,6,Habitat,traditional,稳定型,0,0.0000,0
算法研究员,AI算法,2025-06,7,Habitat,traditional,稳定型,1,0.1008,0
算法研究员,AI算法,2025-07,8,Habitat,traditional,稳定型,1,0.1175,0
算法研究员,AI算法,2025-08,9,Habitat,traditional,稳定型,1,0.1364,0
算法研究员,AI算法,2025-09,10,Habitat,traditional,稳定型,1,0.0975,0
算法研究员,AI算法,2025-10,11,Habitat,traditional,稳定型,1,0.1259,0
算法研究员,AI算法,2025-11,12,Habitat,traditional,稳定型,1,0.1183,0
算法研究员,AI算法,2025-12,13,Habitat,traditional,稳定型,2,0.1037,0
算法研究员,AI算法,2026-01,14,Habitat,traditional,稳定型,1,0.0994,0
算法研究员,AI算法,2026-02,15,Habitat,traditional,稳定型,2,0.1185,0
算法研究员,AI算法,2026-03,16,Habitat,traditional,稳定型,2,0.1184,0
算法研究员,AI算法,2026-04,17,Habitat,traditional,稳定型,2,0.1198,0
算法研究员,AI算法,2026-05,18,Habitat,traditional,稳定型,2,0.1016,0
算法研究员,AI算法,2026-06,19,Habitat,traditional,稳定型,2,0.1254,0
算法研究员,AI算法,2026-07,20,Habitat,traditional,稳定型,2,0.1143,0
算法研究员,AI算法,2024-12,1,JavaScript,traditional,间歇出现,1,0.1962,0
算法研究员,AI算法,2025-01,2,JavaScript,traditional,间歇出现,2,0.1330,0
算法研究员,AI算法,2025-02,3,JavaScript,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-03,4,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2025-04,5,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2025-05,6,JavaScript,traditional,间歇出现,0,0.0000,0
算法研究员,AI算法,2025-06,7,JavaScript,traditional,间歇出现,1,0.1694,0
算法研究员,AI算法,2025-07,8,JavaScript,traditional,间歇出现,1,0.1141,0
算法研究员,AI算法,2025-08,9,JavaScript,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-09,10,JavaScript,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-10,11,JavaScript,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-11,12,JavaScript,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-12,13,JavaScript,traditional,间歇出现,2,0.1660,0
算法研究员,AI算法,2026-01,14,JavaScript,traditional,间歇出现,1,0.1186,0
算法研究员,AI算法,2026-02,15,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-03,16,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-04,17,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-05,18,JavaScript,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-06,19,JavaScript,traditional,间歇出现,2,0.1603,0
算法研究员,AI算法,2026-07,20,JavaScript,traditional,间歇出现,2,0.1666,0
算法研究员,AI算法,2024-12,1,KV Cache,traditional,稳定型,1,0.1263,0
算法研究员,AI算法,2025-01,2,KV Cache,traditional,稳定型,2,0.1097,0
算法研究员,AI算法,2025-02,3,KV Cache,traditional,稳定型,1,0.1227,0
算法研究员,AI算法,2025-03,4,KV Cache,traditional,稳定型,2,0.0984,0
算法研究员,AI算法,2025-04,5,KV Cache,traditional,稳定型,2,0.1272,0
算法研究员,AI算法,2025-05,6,KV Cache,traditional,稳定型,0,0.0000,0
算法研究员,AI算法,2025-06,7,KV Cache,traditional,稳定型,1,0.1189,0
算法研究员,AI算法,2025-07,8,KV Cache,traditional,稳定型,1,0.1114,0
算法研究员,AI算法,2025-08,9,KV Cache,traditional,稳定型,1,0.1313,0
算法研究员,AI算法,2025-09,10,KV Cache,traditional,稳定型,1,0.1149,0
算法研究员,AI算法,2025-10,11,KV Cache,traditional,稳定型,1,0.1145,0
算法研究员,AI算法,2025-11,12,KV Cache,traditional,稳定型,1,0.1220,0
算法研究员,AI算法,2025-12,13,KV Cache,traditional,稳定型,2,0.1286,0
算法研究员,AI算法,2026-01,14,KV Cache,traditional,稳定型,1,0.1174,0
算法研究员,AI算法,2026-02,15,KV Cache,traditional,稳定型,2,0.1033,0
算法研究员,AI算法,2026-03,16,KV Cache,traditional,稳定型,2,0.1091,0
算法研究员,AI算法,2026-04,17,KV Cache,traditional,稳定型,2,0.1280,0
算法研究员,AI算法,2026-05,18,KV Cache,traditional,稳定型,2,0.1080,0
算法研究员,AI算法,2026-06,19,KV Cache,traditional,稳定型,2,0.1036,0
算法研究员,AI算法,2026-07,20,KV Cache,traditional,稳定型,2,0.1014,0
算法研究员,AI算法,2024-12,1,ReAct,traditional,稳定型,1,0.1325,0
算法研究员,AI算法,2025-01,2,ReAct,traditional,稳定型,2,0.1054,0
算法研究员,AI算法,2025-02,3,ReAct,traditional,稳定型,1,0.0995,0
算法研究员,AI算法,2025-03,4,ReAct,traditional,稳定型,2,0.1019,0
算法研究员,AI算法,2025-04,5,ReAct,traditional,稳定型,2,0.1176,0
算法研究员,AI算法,2025-05,6,ReAct,traditional,稳定型,0,0.0000,0
算法研究员,AI算法,2025-06,7,ReAct,traditional,稳定型,1,0.1035,0
算法研究员,AI算法,2025-07,8,ReAct,traditional,稳定型,1,0.1293,0
算法研究员,AI算法,2025-08,9,ReAct,traditional,稳定型,1,0.1332,0
算法研究员,AI算法,2025-09,10,ReAct,traditional,稳定型,1,0.1213,0
算法研究员,AI算法,2025-10,11,ReAct,traditional,稳定型,1,0.1040,0
算法研究员,AI算法,2025-11,12,ReAct,traditional,稳定型,1,0.1146,0
算法研究员,AI算法,2025-12,13,ReAct,traditional,稳定型,2,0.1178,0
算法研究员,AI算法,2026-01,14,ReAct,traditional,稳定型,1,0.1113,0
算法研究员,AI算法,2026-02,15,ReAct,traditional,稳定型,2,0.1195,0
算法研究员,AI算法,2026-03,16,ReAct,traditional,稳定型,2,0.1203,0
算法研究员,AI算法,2026-04,17,ReAct,traditional,稳定型,2,0.1110,0
算法研究员,AI算法,2026-05,18,ReAct,traditional,稳定型,2,0.1069,0
算法研究员,AI算法,2026-06,19,ReAct,traditional,稳定型,2,0.1317,0
算法研究员,AI算法,2026-07,20,ReAct,traditional,稳定型,2,0.1119,0
算法研究员,AI算法,2024-12,1,Skills,traditional,持续上升,1,0.0863,0
算法研究员,AI算法,2025-01,2,Skills,traditional,持续上升,2,0.0874,0
算法研究员,AI算法,2025-02,3,Skills,traditional,持续上升,1,0.1057,0
算法研究员,AI算法,2025-03,4,Skills,traditional,持续上升,2,0.1120,0
算法研究员,AI算法,2025-04,5,Skills,traditional,持续上升,2,0.1050,0
算法研究员,AI算法,2025-05,6,Skills,traditional,持续上升,0,0.0000,0
算法研究员,AI算法,2025-06,7,Skills,traditional,持续上升,1,0.1189,0
算法研究员,AI算法,2025-07,8,Skills,traditional,持续上升,1,0.1414,0
算法研究员,AI算法,2025-08,9,Skills,traditional,持续上升,1,0.1500,0
算法研究员,AI算法,2025-09,10,Skills,traditional,持续上升,1,0.1451,0
算法研究员,AI算法,2025-10,11,Skills,traditional,持续上升,1,0.1616,0
算法研究员,AI算法,2025-11,12,Skills,traditional,持续上升,1,0.1581,0
算法研究员,AI算法,2025-12,13,Skills,traditional,持续上升,2,0.1781,0
算法研究员,AI算法,2026-01,14,Skills,traditional,持续上升,1,0.1687,0
算法研究员,AI算法,2026-02,15,Skills,traditional,持续上升,2,0.1844,0
算法研究员,AI算法,2026-03,16,Skills,traditional,持续上升,2,0.1892,0
算法研究员,AI算法,2026-04,17,Skills,traditional,持续上升,2,0.2135,0
算法研究员,AI算法,2026-05,18,Skills,traditional,持续上升,2,0.2055,0
算法研究员,AI算法,2026-06,19,Skills,traditional,持续上升,2,0.2301,0
算法研究员,AI算法,2026-07,20,Skills,traditional,持续上升,2,0.2192,0
算法研究员,AI算法,2024-12,1,Spark,traditional,持续下降,1,0.2027,0
算法研究员,AI算法,2025-01,2,Spark,traditional,持续下降,2,0.1965,0
算法研究员,AI算法,2025-02,3,Spark,traditional,持续下降,1,0.1815,0
算法研究员,AI算法,2025-03,4,Spark,traditional,持续下降,2,0.1792,0
算法研究员,AI算法,2025-04,5,Spark,traditional,持续下降,2,0.1752,0
算法研究员,AI算法,2025-05,6,Spark,traditional,持续下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,Spark,traditional,持续下降,1,0.1452,0
算法研究员,AI算法,2025-07,8,Spark,traditional,持续下降,1,0.1579,0
算法研究员,AI算法,2025-08,9,Spark,traditional,持续下降,1,0.1453,0
算法研究员,AI算法,2025-09,10,Spark,traditional,持续下降,1,0.1325,0
算法研究员,AI算法,2025-10,11,Spark,traditional,持续下降,1,0.1353,0
算法研究员,AI算法,2025-11,12,Spark,traditional,持续下降,1,0.1296,0
算法研究员,AI算法,2025-12,13,Spark,traditional,持续下降,2,0.1301,0
算法研究员,AI算法,2026-01,14,Spark,traditional,持续下降,1,0.1191,0
算法研究员,AI算法,2026-02,15,Spark,traditional,持续下降,2,0.1088,0
算法研究员,AI算法,2026-03,16,Spark,traditional,持续下降,2,0.1148,0
算法研究员,AI算法,2026-04,17,Spark,traditional,持续下降,2,0.1072,0
算法研究员,AI算法,2026-05,18,Spark,traditional,持续下降,2,0.0960,0
算法研究员,AI算法,2026-06,19,Spark,traditional,持续下降,2,0.0938,0
算法研究员,AI算法,2026-07,20,Spark,traditional,持续下降,2,0.0873,0
算法研究员,AI算法,2024-12,1,TEE,traditional,稳定型,1,0.1145,0
算法研究员,AI算法,2025-01,2,TEE,traditional,稳定型,2,0.1252,0
算法研究员,AI算法,2025-02,3,TEE,traditional,稳定型,1,0.1277,0
算法研究员,AI算法,2025-03,4,TEE,traditional,稳定型,2,0.1367,0
算法研究员,AI算法,2025-04,5,TEE,traditional,稳定型,2,0.1274,0
算法研究员,AI算法,2025-05,6,TEE,traditional,稳定型,0,0.0000,0
算法研究员,AI算法,2025-06,7,TEE,traditional,稳定型,1,0.1017,0
算法研究员,AI算法,2025-07,8,TEE,traditional,稳定型,1,0.1262,0
算法研究员,AI算法,2025-08,9,TEE,traditional,稳定型,1,0.1234,0
算法研究员,AI算法,2025-09,10,TEE,traditional,稳定型,1,0.1096,0
算法研究员,AI算法,2025-10,11,TEE,traditional,稳定型,1,0.1089,0
算法研究员,AI算法,2025-11,12,TEE,traditional,稳定型,1,0.1187,0
算法研究员,AI算法,2025-12,13,TEE,traditional,稳定型,2,0.1067,0
算法研究员,AI算法,2026-01,14,TEE,traditional,稳定型,1,0.1112,0
算法研究员,AI算法,2026-02,15,TEE,traditional,稳定型,2,0.1185,0
算法研究员,AI算法,2026-03,16,TEE,traditional,稳定型,2,0.1230,0
算法研究员,AI算法,2026-04,17,TEE,traditional,稳定型,2,0.1153,0
算法研究员,AI算法,2026-05,18,TEE,traditional,稳定型,2,0.1223,0
算法研究员,AI算法,2026-06,19,TEE,traditional,稳定型,2,0.1280,0
算法研究员,AI算法,2026-07,20,TEE,traditional,稳定型,2,0.0981,0
算法研究员,AI算法,2024-12,1,ToSQL,traditional,先上升后稳定,1,0.1021,0
算法研究员,AI算法,2025-01,2,ToSQL,traditional,先上升后稳定,2,0.1160,0
算法研究员,AI算法,2025-02,3,ToSQL,traditional,先上升后稳定,1,0.1227,0
算法研究员,AI算法,2025-03,4,ToSQL,traditional,先上升后稳定,2,0.1300,0
算法研究员,AI算法,2025-04,5,ToSQL,traditional,先上升后稳定,2,0.1460,0
算法研究员,AI算法,2025-05,6,ToSQL,traditional,先上升后稳定,0,0.0000,0
算法研究员,AI算法,2025-06,7,ToSQL,traditional,先上升后稳定,1,0.1607,0
算法研究员,AI算法,2025-07,8,ToSQL,traditional,先上升后稳定,1,0.1908,0
算法研究员,AI算法,2025-08,9,ToSQL,traditional,先上升后稳定,1,0.2079,0
算法研究员,AI算法,2025-09,10,ToSQL,traditional,先上升后稳定,1,0.1941,0
算法研究员,AI算法,2025-10,11,ToSQL,traditional,先上升后稳定,1,0.2227,0
算法研究员,AI算法,2025-11,12,ToSQL,traditional,先上升后稳定,1,0.2469,0
算法研究员,AI算法,2025-12,13,ToSQL,traditional,先上升后稳定,2,0.2240,0
算法研究员,AI算法,2026-01,14,ToSQL,traditional,先上升后稳定,1,0.2355,0
算法研究员,AI算法,2026-02,15,ToSQL,traditional,先上升后稳定,2,0.2318,0
算法研究员,AI算法,2026-03,16,ToSQL,traditional,先上升后稳定,2,0.2362,0
算法研究员,AI算法,2026-04,17,ToSQL,traditional,先上升后稳定,2,0.2197,0
算法研究员,AI算法,2026-05,18,ToSQL,traditional,先上升后稳定,2,0.2275,0
算法研究员,AI算法,2026-06,19,ToSQL,traditional,先上升后稳定,2,0.2364,0
算法研究员,AI算法,2026-07,20,ToSQL,traditional,先上升后稳定,2,0.2233,0
算法研究员,AI算法,2024-12,1,UAF,traditional,持续上升,1,0.1047,0
算法研究员,AI算法,2025-01,2,UAF,traditional,持续上升,2,0.1053,0
算法研究员,AI算法,2025-02,3,UAF,traditional,持续上升,1,0.1091,0
算法研究员,AI算法,2025-03,4,UAF,traditional,持续上升,2,0.1136,0
算法研究员,AI算法,2025-04,5,UAF,traditional,持续上升,2,0.1222,0
算法研究员,AI算法,2025-05,6,UAF,traditional,持续上升,0,0.0000,0
算法研究员,AI算法,2025-06,7,UAF,traditional,持续上升,1,0.1496,0
算法研究员,AI算法,2025-07,8,UAF,traditional,持续上升,1,0.1547,0
算法研究员,AI算法,2025-08,9,UAF,traditional,持续上升,1,0.1519,0
算法研究员,AI算法,2025-09,10,UAF,traditional,持续上升,1,0.1631,0
算法研究员,AI算法,2025-10,11,UAF,traditional,持续上升,1,0.1639,0
算法研究员,AI算法,2025-11,12,UAF,traditional,持续上升,1,0.1691,0
算法研究员,AI算法,2025-12,13,UAF,traditional,持续上升,2,0.1768,0
算法研究员,AI算法,2026-01,14,UAF,traditional,持续上升,1,0.2083,0
算法研究员,AI算法,2026-02,15,UAF,traditional,持续上升,2,0.1915,0
算法研究员,AI算法,2026-03,16,UAF,traditional,持续上升,2,0.2185,0
算法研究员,AI算法,2026-04,17,UAF,traditional,持续上升,2,0.2173,0
算法研究员,AI算法,2026-05,18,UAF,traditional,持续上升,2,0.2387,0
算法研究员,AI算法,2026-06,19,UAF,traditional,持续上升,2,0.2279,0
算法研究员,AI算法,2026-07,20,UAF,traditional,持续上升,2,0.2295,0
算法研究员,AI算法,2024-12,1,Unity,traditional,先上升后下降,1,0.1103,0
算法研究员,AI算法,2025-01,2,Unity,traditional,先上升后下降,2,0.1201,0
算法研究员,AI算法,2025-02,3,Unity,traditional,先上升后下降,1,0.1335,0
算法研究员,AI算法,2025-03,4,Unity,traditional,先上升后下降,2,0.1333,0
算法研究员,AI算法,2025-04,5,Unity,traditional,先上升后下降,2,0.1436,0
算法研究员,AI算法,2025-05,6,Unity,traditional,先上升后下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,Unity,traditional,先上升后下降,1,0.1814,0
算法研究员,AI算法,2025-07,8,Unity,traditional,先上升后下降,1,0.1909,0
算法研究员,AI算法,2025-08,9,Unity,traditional,先上升后下降,1,0.1988,0
算法研究员,AI算法,2025-09,10,Unity,traditional,先上升后下降,1,0.1978,0
算法研究员,AI算法,2025-10,11,Unity,traditional,先上升后下降,1,0.2166,0
算法研究员,AI算法,2025-11,12,Unity,traditional,先上升后下降,1,0.2349,0
算法研究员,AI算法,2025-12,13,Unity,traditional,先上升后下降,2,0.2002,0
算法研究员,AI算法,2026-01,14,Unity,traditional,先上升后下降,1,0.2157,0
算法研究员,AI算法,2026-02,15,Unity,traditional,先上升后下降,2,0.1935,0
算法研究员,AI算法,2026-03,16,Unity,traditional,先上升后下降,2,0.1914,0
算法研究员,AI算法,2026-04,17,Unity,traditional,先上升后下降,2,0.1562,0
算法研究员,AI算法,2026-05,18,Unity,traditional,先上升后下降,2,0.1548,0
算法研究员,AI算法,2026-06,19,Unity,traditional,先上升后下降,2,0.1463,0
算法研究员,AI算法,2026-07,20,Unity,traditional,先上升后下降,2,0.1298,0
算法研究员,AI算法,2024-12,1,仿真环境,traditional,先上升后下降,1,0.0917,0
算法研究员,AI算法,2025-01,2,仿真环境,traditional,先上升后下降,2,0.1017,0
算法研究员,AI算法,2025-02,3,仿真环境,traditional,先上升后下降,1,0.1197,0
算法研究员,AI算法,2025-03,4,仿真环境,traditional,先上升后下降,2,0.1322,0
算法研究员,AI算法,2025-04,5,仿真环境,traditional,先上升后下降,2,0.1286,0
算法研究员,AI算法,2025-05,6,仿真环境,traditional,先上升后下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,仿真环境,traditional,先上升后下降,1,0.1454,0
算法研究员,AI算法,2025-07,8,仿真环境,traditional,先上升后下降,1,0.1674,0
算法研究员,AI算法,2025-08,9,仿真环境,traditional,先上升后下降,1,0.1729,0
算法研究员,AI算法,2025-09,10,仿真环境,traditional,先上升后下降,1,0.1824,0
算法研究员,AI算法,2025-10,11,仿真环境,traditional,先上升后下降,1,0.1986,0
算法研究员,AI算法,2025-11,12,仿真环境,traditional,先上升后下降,1,0.2085,0
算法研究员,AI算法,2025-12,13,仿真环境,traditional,先上升后下降,2,0.2208,0
算法研究员,AI算法,2026-01,14,仿真环境,traditional,先上升后下降,1,0.2217,0
算法研究员,AI算法,2026-02,15,仿真环境,traditional,先上升后下降,2,0.1913,0
算法研究员,AI算法,2026-03,16,仿真环境,traditional,先上升后下降,2,0.1953,0
算法研究员,AI算法,2026-04,17,仿真环境,traditional,先上升后下降,2,0.1687,0
算法研究员,AI算法,2026-05,18,仿真环境,traditional,先上升后下降,2,0.1475,0
算法研究员,AI算法,2026-06,19,仿真环境,traditional,先上升后下降,2,0.1343,0
算法研究员,AI算法,2026-07,20,仿真环境,traditional,先上升后下降,2,0.1174,0
算法研究员,AI算法,2024-12,1,决策模型,traditional,持续上升,1,0.0913,0
算法研究员,AI算法,2025-01,2,决策模型,traditional,持续上升,2,0.0863,0
算法研究员,AI算法,2025-02,3,决策模型,traditional,持续上升,1,0.0907,0
算法研究员,AI算法,2025-03,4,决策模型,traditional,持续上升,2,0.0951,0
算法研究员,AI算法,2025-04,5,决策模型,traditional,持续上升,2,0.1075,0
算法研究员,AI算法,2025-05,6,决策模型,traditional,持续上升,0,0.0000,0
算法研究员,AI算法,2025-06,7,决策模型,traditional,持续上升,1,0.1315,0
算法研究员,AI算法,2025-07,8,决策模型,traditional,持续上升,1,0.1238,0
算法研究员,AI算法,2025-08,9,决策模型,traditional,持续上升,1,0.1457,0
算法研究员,AI算法,2025-09,10,决策模型,traditional,持续上升,1,0.1466,0
算法研究员,AI算法,2025-10,11,决策模型,traditional,持续上升,1,0.1486,0
算法研究员,AI算法,2025-11,12,决策模型,traditional,持续上升,1,0.1605,0
算法研究员,AI算法,2025-12,13,决策模型,traditional,持续上升,2,0.1517,0
算法研究员,AI算法,2026-01,14,决策模型,traditional,持续上升,1,0.1833,0
算法研究员,AI算法,2026-02,15,决策模型,traditional,持续上升,2,0.1703,0
算法研究员,AI算法,2026-03,16,决策模型,traditional,持续上升,2,0.1813,0
算法研究员,AI算法,2026-04,17,决策模型,traditional,持续上升,2,0.2074,0
算法研究员,AI算法,2026-05,18,决策模型,traditional,持续上升,2,0.1940,0
算法研究员,AI算法,2026-06,19,决策模型,traditional,持续上升,2,0.2262,0
算法研究员,AI算法,2026-07,20,决策模型,traditional,持续上升,2,0.2156,0
算法研究员,AI算法,2024-12,1,动力学蒙特卡洛,traditional,持续下降,1,0.2262,0
算法研究员,AI算法,2025-01,2,动力学蒙特卡洛,traditional,持续下降,2,0.2104,0
算法研究员,AI算法,2025-02,3,动力学蒙特卡洛,traditional,持续下降,1,0.2022,0
算法研究员,AI算法,2025-03,4,动力学蒙特卡洛,traditional,持续下降,2,0.2041,0
算法研究员,AI算法,2025-04,5,动力学蒙特卡洛,traditional,持续下降,2,0.1906,0
算法研究员,AI算法,2025-05,6,动力学蒙特卡洛,traditional,持续下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,动力学蒙特卡洛,traditional,持续下降,1,0.1887,0
算法研究员,AI算法,2025-07,8,动力学蒙特卡洛,traditional,持续下降,1,0.1883,0
算法研究员,AI算法,2025-08,9,动力学蒙特卡洛,traditional,持续下降,1,0.1710,0
算法研究员,AI算法,2025-09,10,动力学蒙特卡洛,traditional,持续下降,1,0.1568,0
算法研究员,AI算法,2025-10,11,动力学蒙特卡洛,traditional,持续下降,1,0.1587,0
算法研究员,AI算法,2025-11,12,动力学蒙特卡洛,traditional,持续下降,1,0.1589,0
算法研究员,AI算法,2025-12,13,动力学蒙特卡洛,traditional,持续下降,2,0.1400,0
算法研究员,AI算法,2026-01,14,动力学蒙特卡洛,traditional,持续下降,1,0.1292,0
算法研究员,AI算法,2026-02,15,动力学蒙特卡洛,traditional,持续下降,2,0.1403,0
算法研究员,AI算法,2026-03,16,动力学蒙特卡洛,traditional,持续下降,2,0.1194,0
算法研究员,AI算法,2026-04,17,动力学蒙特卡洛,traditional,持续下降,2,0.1124,0
算法研究员,AI算法,2026-05,18,动力学蒙特卡洛,traditional,持续下降,2,0.1108,0
算法研究员,AI算法,2026-06,19,动力学蒙特卡洛,traditional,持续下降,2,0.1110,0
算法研究员,AI算法,2026-07,20,动力学蒙特卡洛,traditional,持续下降,2,0.0977,0
算法研究员,AI算法,2024-12,1,合成校验,traditional,间歇出现,1,0.1616,0
算法研究员,AI算法,2025-01,2,合成校验,traditional,间歇出现,2,0.1469,0
算法研究员,AI算法,2025-02,3,合成校验,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-03,4,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2025-04,5,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2025-05,6,合成校验,traditional,间歇出现,0,0.0000,0
算法研究员,AI算法,2025-06,7,合成校验,traditional,间歇出现,1,0.1480,0
算法研究员,AI算法,2025-07,8,合成校验,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-08,9,合成校验,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-09,10,合成校验,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2025-10,11,合成校验,traditional,间歇出现,1,0.1801,0
算法研究员,AI算法,2025-11,12,合成校验,traditional,间歇出现,1,0.1737,0
算法研究员,AI算法,2025-12,13,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-01,14,合成校验,traditional,间歇出现,1,0.0000,0
算法研究员,AI算法,2026-02,15,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-03,16,合成校验,traditional,间歇出现,2,0.1215,0
算法研究员,AI算法,2026-04,17,合成校验,traditional,间歇出现,2,0.1940,0
算法研究员,AI算法,2026-05,18,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-06,19,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2026-07,20,合成校验,traditional,间歇出现,2,0.0000,0
算法研究员,AI算法,2024-12,1,后训练数据,traditional,先上升后下降,1,0.0943,0
算法研究员,AI算法,2025-01,2,后训练数据,traditional,先上升后下降,2,0.1146,0
算法研究员,AI算法,2025-02,3,后训练数据,traditional,先上升后下降,1,0.1272,0
算法研究员,AI算法,2025-03,4,后训练数据,traditional,先上升后下降,2,0.1362,0
算法研究员,AI算法,2025-04,5,后训练数据,traditional,先上升后下降,2,0.1339,0
算法研究员,AI算法,2025-05,6,后训练数据,traditional,先上升后下降,0,0.0000,0
算法研究员,AI算法,2025-06,7,后训练数据,traditional,先上升后下降,1,0.1629,0
算法研究员,AI算法,2025-07,8,后训练数据,traditional,先上升后下降,1,0.1687,0
算法研究员,AI算法,2025-08,9,后训练数据,traditional,先上升后下降,1,0.1797,0
算法研究员,AI算法,2025-09,10,后训练数据,traditional,先上升后下降,1,0.1710,0
算法研究员,AI算法,2025-10,11,后训练数据,traditional,先上升后下降,1,0.1959,0
算法研究员,AI算法,2025-11,12,后训练数据,traditional,先上升后下降,1,0.1810,0
算法研究员,AI算法,2025-12,13,后训练数据,traditional,先上升后下降,2,0.2159,0
算法研究员,AI算法,2026-01,14,后训练数据,traditional,先上升后下降,1,0.1853,0
算法研究员,AI算法,2026-02,15,后训练数据,traditional,先上升后下降,2,0.1850,0
算法研究员,AI算法,2026-03,16,后训练数据,traditional,先上升后下降,2,0.1645,0
算法研究员,AI算法,2026-04,17,后训练数据,traditional,先上升后下降,2,0.1604,0
算法研究员,AI算法,2026-05,18,后训练数据,traditional,先上升后下降,2,0.1579,0
算法研究员,AI算法,2026-06,19,后训练数据,traditional,先上升后下降,2,0.1271,0
算法研究员,AI算法,2026-07,20,后训练数据,traditional,先上升后下降,2,0.1179,0
算法研究员,AI算法,2024-12,1,多方安全计算,traditional,先上升后下降,1,0.0999,0
算法研究员,AI算法,2025-01,2,多方安全计算,traditional,先上升后下降,2,0.1191,0
算法研究员,AI算法,2025-02,3,多方安全计算,traditional,先上升后下降,1,0.1139,0
算法研究员,AI算法,2025-03,4,多方安全计算,traditional,先上升后下降,2,0.1412,0
算法研究员,AI算法,2025-04,5,多方安全计算,traditional,先上升后下降,2,0.1474,0
