standard_job,standard_category,month,month_index,monthly_jd_count,cumulative_jd_count,demand_trend_type,is_active_month
Java开发工程师,软件研发,2025-04,5,19,107,??????,yes
Java开发工程师,软件研发,2025-05,6,20,127,??????,yes
Java开发工程师,软件研发,2025-06,7,23,150,??????,yes
Java开发工程师,软件研发,2025-07,8,21,171,??????,yes
Java开发工程师,软件研发,2025-08,9,19,190,??????,yes
Java开发工程师,软件研发,2025-09,10,22,212,??????,yes
Java开发工程师,软件研发,2025-10,11,21,233,??????,yes
Java开发工程师,软件研发,2025-11,12,19,252,??????,yes
Java开发工程师,软件研发,2025-12,13,21,273,??????,yes
Java开发工程师,软件研发,2026-01,14,21,294,??????,yes
Java开发工程师,软件研发,2026-02,15,21,315,??????,yes
Java开发工程师,软件研发,2026-03,16,21,336,??????,yes
Java开发工程师,软件研发,2026-04,17,20,356,??????,yes
Java开发工程师,软件研发,2026-05,18,21,377,??????,yes
Java开发工程师,软件研发,2026-06,19,19,396,??????,yes
Java开发工程师,软件研发,2026-07,20,20,416,??????,yes
C++开发工程师,软件研发,2024-12,1,21,21,??????,yes
C++开发工程师,软件研发,2025-01,2,21,42,??????,yes
C++开发工程师,软件研发,2025-02,3,23,65,??????,yes
C++开发工程师,软件研发,2025-03,4,22,87,??????,yes
C++开发工程师,软件研发,2025-04,5,19,106,??????,yes
C++开发工程师,软件研发,2025-05,6,23,129,??????,yes
C++开发工程师,软件研发,2025-06,7,19,148,??????,yes
C++开发工程师,软件研发,2025-07,8,22,170,??????,yes
C++开发工程师,软件研发,2025-08,9,20,190,??????,yes
C++开发工程师,软件研发,2025-09,10,19,209,??????,yes
C++开发工程师,软件研发,2025-10,11,19,228,??????,yes
C++开发工程师,软件研发,2025-11,12,23,251,??????,yes
C++开发工程师,软件研发,2025-12,13,21,272,??????,yes
C++开发工程师,软件研发,2026-01,14,21,293,??????,yes
C++开发工程师,软件研发,2026-02,15,21,314,??????,yes
C++开发工程师,软件研发,2026-03,16,21,335,??????,yes
C++开发工程师,软件研发,2026-04,17,21,356,??????,yes
C++开发工程师,软件研发,2026-05,18,22,378,??????,yes
C++开发工程师,软件研发,2026-06,19,23,401,??????,yes
C++开发工程师,软件研发,2026-07,20,20,421,??????,yes
Python开发工程师,软件研发,2024-12,1,23,23,????,yes
Python开发工程师,软件研发,2025-01,2,23,46,????,yes
Python开发工程师,软件研发,2025-02,3,22,68,????,yes
Python开发工程师,软件研发,2025-03,4,19,87,????,yes
Python开发工程师,软件研发,2025-04,5,22,109,????,yes
Python开发工程师,软件研发,2025-05,6,21,130,????,yes
Python开发工程师,软件研发,2025-06,7,22,152,????,yes
Python开发工程师,软件研发,2025-07,8,20,172,????,yes
Python开发工程师,软件研发,2025-08,9,20,192,????,yes
Python开发工程师,软件研发,2025-09,10,23,215,????,yes
Python开发工程师,软件研发,2025-10,11,23,238,????,yes
Python开发工程师,软件研发,2025-11,12,19,257,????,yes
Python开发工程师,软件研发,2025-12,13,20,277,????,yes
Python开发工程师,软件研发,2026-01,14,22,299,????,yes
Python开发工程师,软件研发,2026-02,15,19,318,????,yes
Python开发工程师,软件研发,2026-03,16,19,337,????,yes
Python开发工程师,软件研发,2026-04,17,19,356,????,yes
Python开发工程师,软件研发,2026-05,18,20,376,????,yes
Python开发工程师,软件研发,2026-06,19,23,399,????,yes
Python开发工程师,软件研发,2026-07,20,21,420,????,yes
Go开发工程师,软件研发,2024-12,1,23,23,????,yes
Go开发工程师,软件研发,2025-01,2,20,43,????,yes
Go开发工程师,软件研发,2025-02,3,23,66,????,yes
Go开发工程师,软件研发,2025-03,4,19,85,????,yes
Go开发工程师,软件研发,2025-04,5,19,104,????,yes
Go开发工程师,软件研发,2025-05,6,20,124,????,yes
Go开发工程师,软件研发,2025-06,7,22,146,????,yes
Go开发工程师,软件研发,2025-07,8,22,168,????,yes
Go开发工程师,软件研发,2025-08,9,23,191,????,yes
Go开发工程师,软件研发,2025-09,10,22,213,????,yes
Go开发工程师,软件研发,2025-10,11,19,232,????,yes
Go开发工程师,软件研发,2025-11,12,22,254,????,yes
Go开发工程师,软件研发,2025-12,13,20,274,????,yes
Go开发工程师,软件研发,2026-01,14,19,293,????,yes
Go开发工程师,软件研发,2026-02,15,22,315,????,yes
Go开发工程师,软件研发,2026-03,16,21,336,????,yes
Go开发工程师,软件研发,2026-04,17,21,357,????,yes
Go开发工程师,软件研发,2026-05,18,21,378,????,yes
Go开发工程师,软件研发,2026-06,19,19,397,????,yes
Go开发工程师,软件研发,2026-07,20,22,419,????,yes
客户端开发工程师,软件研发,2024-12,1,20,20,????,yes
客户端开发工程师,软件研发,2025-01,2,22,42,????,yes
客户端开发工程师,软件研发,2025-02,3,20,62,????,yes
客户端开发工程师,软件研发,2025-03,4,20,82,????,yes
客户端开发工程师,软件研发,2025-04,5,23,105,????,yes
客户端开发工程师,软件研发,2025-05,6,21,126,????,yes
客户端开发工程师,软件研发,2025-06,7,22,148,????,yes
客户端开发工程师,软件研发,2025-07,8,21,169,????,yes
客户端开发工程师,软件研发,2025-08,9,22,191,????,yes
客户端开发工程师,软件研发,2025-09,10,23,214,????,yes
客户端开发工程师,软件研发,2025-10,11,23,237,????,yes
客户端开发工程师,软件研发,2025-11,12,20,257,????,yes
客户端开发工程师,软件研发,2025-12,13,20,277,????,yes
客户端开发工程师,软件研发,2026-01,14,19,296,????,yes
客户端开发工程师,软件研发,2026-02,15,23,319,????,yes
客户端开发工程师,软件研发,2026-03,16,19,338,????,yes
客户端开发工程师,软件研发,2026-04,17,22,360,????,yes
客户端开发工程师,软件研发,2026-05,18,19,379,????,yes
客户端开发工程师,软件研发,2026-06,19,20,399,????,yes
客户端开发工程师,软件研发,2026-07,20,22,421,????,yes
Android开发工程师,软件研发,2024-12,1,19,19,??????,yes
Android开发工程师,软件研发,2025-01,2,22,41,??????,yes
Android开发工程师,软件研发,2025-02,3,20,61,??????,yes
Android开发工程师,软件研发,2025-03,4,19,80,??????,yes
Android开发工程师,软件研发,2025-04,5,20,100,??????,yes
Android开发工程师,软件研发,2025-05,6,23,123,??????,yes
Android开发工程师,软件研发,2025-06,7,21,144,??????,yes
Android开发工程师,软件研发,2025-07,8,19,163,??????,yes
Android开发工程师,软件研发,2025-08,9,23,186,??????,yes
Android开发工程师,软件研发,2025-09,10,20,206,??????,yes
Android开发工程师,软件研发,2025-10,11,22,228,??????,yes
Android开发工程师,软件研发,2025-11,12,20,248,??????,yes
Android开发工程师,软件研发,2025-12,13,21,269,??????,yes
Android开发工程师,软件研发,2026-01,14,21,290,??????,yes
Android开发工程师,软件研发,2026-02,15,20,310,??????,yes
Android开发工程师,软件研发,2026-03,16,20,330,??????,yes
Android开发工程师,软件研发,2026-04,17,20,350,??????,yes
Android开发工程师,软件研发,2026-05,18,22,372,??????,yes
Android开发工程师,软件研发,2026-06,19,23,395,??????,yes
Android开发工程师,软件研发,2026-07,20,21,416,??????,yes
iOS开发工程师,软件研发,2024-12,1,21,21,??????,yes
iOS开发工程师,软件研发,2025-01,2,21,42,??????,yes
iOS开发工程师,软件研发,2025-02,3,20,62,??????,yes
iOS开发工程师,软件研发,2025-03,4,19,81,??????,yes
iOS开发工程师,软件研发,2025-04,5,22,103,??????,yes
iOS开发工程师,软件研发,2025-05,6,20,123,??????,yes
iOS开发工程师,软件研发,2025-06,7,23,146,??????,yes
iOS开发工程师,软件研发,2025-07,8,19,165,??????,yes
iOS开发工程师,软件研发,2025-08,9,20,185,??????,yes
iOS开发工程师,软件研发,2025-09,10,22,207,??????,yes
iOS开发工程师,软件研发,2025-10,11,23,230,??????,yes
iOS开发工程师,软件研发,2025-11,12,23,253,??????,yes
iOS开发工程师,软件研发,2025-12,13,19,272,??????,yes
iOS开发工程师,软件研发,2026-01,14,22,294,??????,yes
iOS开发工程师,软件研发,2026-02,15,23,317,??????,yes
iOS开发工程师,软件研发,2026-03,16,22,339,??????,yes
iOS开发工程师,软件研发,2026-04,17,20,359,??????,yes
iOS开发工程师,软件研发,2026-05,18,22,381,??????,yes
iOS开发工程师,软件研发,2026-06,19,23,404,??????,yes
iOS开发工程师,软件研发,2026-07,20,19,423,??????,yes
系统软件工程师,软件研发,2024-12,1,23,23,????,yes
系统软件工程师,软件研发,2025-01,2,23,46,????,yes
系统软件工程师,软件研发,2025-02,3,23,69,????,yes
系统软件工程师,软件研发,2025-03,4,20,89,????,yes
系统软件工程师,软件研发,2025-04,5,20,109,????,yes
系统软件工程师,软件研发,2025-05,6,22,131,????,yes
系统软件工程师,软件研发,2025-06,7,20,151,????,yes
系统软件工程师,软件研发,2025-07,8,21,172,????,yes
系统软件工程师,软件研发,2025-08,9,22,194,????,yes
系统软件工程师,软件研发,2025-09,10,23,217,????,yes
系统软件工程师,软件研发,2025-10,11,21,238,????,yes
系统软件工程师,软件研发,2025-11,12,20,258,????,yes
系统软件工程师,软件研发,2025-12,13,21,279,????,yes
系统软件工程师,软件研发,2026-01,14,21,300,????,yes
系统软件工程师,软件研发,2026-02,15,19,319,????,yes
系统软件工程师,软件研发,2026-03,16,20,339,????,yes
系统软件工程师,软件研发,2026-04,17,22,361,????,yes
系统软件工程师,软件研发,2026-05,18,21,382,????,yes
系统软件工程师,软件研发,2026-06,19,22,404,????,yes
系统软件工程师,软件研发,2026-07,20,20,424,????,yes
嵌入式软件工程师,软件研发,2024-12,1,23,23,????,yes
嵌入式软件工程师,软件研发,2025-01,2,21,44,????,yes
嵌入式软件工程师,软件研发,2025-02,3,19,63,????,yes
嵌入式软件工程师,软件研发,2025-03,4,21,84,????,yes
嵌入式软件工程师,软件研发,2025-04,5,21,105,????,yes
嵌入式软件工程师,软件研发,2025-05,6,19,124,????,yes
嵌入式软件工程师,软件研发,2025-06,7,23,147,????,yes
嵌入式软件工程师,软件研发,2025-07,8,21,168,????,yes
嵌入式软件工程师,软件研发,2025-08,9,23,191,????,yes
嵌入式软件工程师,软件研发,2025-09,10,19,210,????,yes
嵌入式软件工程师,软件研发,2025-10,11,23,233,????,yes
嵌入式软件工程师,软件研发,2025-11,12,19,252,????,yes
嵌入式软件工程师,软件研发,2025-12,13,20,272,????,yes
嵌入式软件工程师,软件研发,2026-01,14,19,291,????,yes
嵌入式软件工程师,软件研发,2026-02,15,21,312,????,yes
嵌入式软件工程师,软件研发,2026-03,16,21,333,????,yes
嵌入式软件工程师,软件研发,2026-04,17,20,353,????,yes
嵌入式软件工程师,软件研发,2026-05,18,20,373,????,yes
嵌入式软件工程师,软件研发,2026-06,19,22,395,????,yes
嵌入式软件工程师,软件研发,2026-07,20,19,414,????,yes
驱动开发工程师,软件研发,2024-12,1,23,23,????,yes
驱动开发工程师,软件研发,2025-01,2,23,46,????,yes
驱动开发工程师,软件研发,2025-02,3,19,65,????,yes
驱动开发工程师,软件研发,2025-03,4,21,86,????,yes
驱动开发工程师,软件研发,2025-04,5,22,108,????,yes
驱动开发工程师,软件研发,2025-05,6,20,128,????,yes
驱动开发工程师,软件研发,2025-06,7,22,150,????,yes
驱动开发工程师,软件研发,2025-07,8,23,173,????,yes
驱动开发工程师,软件研发,2025-08,9,19,192,????,yes
驱动开发工程师,软件研发,2025-09,10,19,211,????,yes
驱动开发工程师,软件研发,2025-10,11,22,233,????,yes
驱动开发工程师,软件研发,2025-11,12,20,253,????,yes
驱动开发工程师,软件研发,2025-12,13,19,272,????,yes
驱动开发工程师,软件研发,2026-01,14,19,291,????,yes
驱动开发工程师,软件研发,2026-02,15,20,311,????,yes
驱动开发工程师,软件研发,2026-03,16,19,330,????,yes
驱动开发工程师,软件研发,2026-04,17,20,350,????,yes
驱动开发工程师,软件研发,2026-05,18,22,372,????,yes
驱动开发工程师,软件研发,2026-06,19,22,394,????,yes
驱动开发工程师,软件研发,2026-07,20,22,416,????,yes
软件架构师,软件研发,2024-12,1,20,20,??????,yes
软件架构师,软件研发,2025-01,2,22,42,??????,yes
软件架构师,软件研发,2025-02,3,23,65,??????,yes
软件架构师,软件研发,2025-03,4,20,85,??????,yes
软件架构师,软件研发,2025-04,5,19,104,??????,yes
软件架构师,软件研发,2025-05,6,20,124,??????,yes
软件架构师,软件研发,2025-06,7,20,144,??????,yes
软件架构师,软件研发,2025-07,8,23,167,??????,yes
软件架构师,软件研发,2025-08,9,21,188,??????,yes
软件架构师,软件研发,2025-09,10,21,209,??????,yes
软件架构师,软件研发,2025-10,11,23,232,??????,yes
软件架构师,软件研发,2025-11,12,19,251,??????,yes
软件架构师,软件研发,2025-12,13,19,270,??????,yes
软件架构师,软件研发,2026-01,14,20,290,??????,yes
软件架构师,软件研发,2026-02,15,23,313,??????,yes
软件架构师,软件研发,2026-03,16,20,333,??????,yes
软件架构师,软件研发,2026-04,17,23,356,??????,yes
软件架构师,软件研发,2026-05,18,23,379,??????,yes
软件架构师,软件研发,2026-06,19,19,398,??????,yes
软件架构师,软件研发,2026-07,20,21,419,??????,yes
软件开发工程师,软件研发,2024-12,1,22,22,??????,yes
软件开发工程师,软件研发,2025-01,2,21,43,??????,yes
软件开发工程师,软件研发,2025-02,3,21,64,??????,yes
软件开发工程师,软件研发,2025-03,4,19,83,??????,yes
软件开发工程师,软件研发,2025-04,5,23,106,??????,yes
软件开发工程师,软件研发,2025-05,6,21,127,??????,yes
软件开发工程师,软件研发,2025-06,7,21,148,??????,yes
软件开发工程师,软件研发,2025-07,8,22,170,??????,yes
软件开发工程师,软件研发,2025-08,9,20,190,??????,yes
软件开发工程师,软件研发,2025-09,10,23,213,??????,yes
软件开发工程师,软件研发,2025-10,11,19,232,??????,yes
软件开发工程师,软件研发,2025-11,12,21,253,??????,yes
软件开发工程师,软件研发,2025-12,13,23,276,??????,yes
软件开发工程师,软件研发,2026-01,14,22,298,??????,yes
软件开发工程师,软件研发,2026-02,15,20,318,??????,yes
软件开发工程师,软件研发,2026-03,16,19,337,??????,yes
软件开发工程师,软件研发,2026-04,17,23,360,??????,yes
软件开发工程师,软件研发,2026-05,18,22,382,??????,yes
软件开发工程师,软件研发,2026-06,19,20,402,??????,yes
软件开发工程师,软件研发,2026-07,20,21,423,??????,yes
大数据开发工程师,数据,2024-12,1,20,20,??????,yes
大数据开发工程师,数据,2025-01,2,20,40,??????,yes
大数据开发工程师,数据,2025-02,3,19,59,??????,yes
大数据开发工程师,数据,2025-03,4,21,80,??????,yes
大数据开发工程师,数据,2025-04,5,22,102,??????,yes
大数据开发工程师,数据,2025-05,6,19,121,??????,yes
大数据开发工程师,数据,2025-06,7,20,141,??????,yes
大数据开发工程师,数据,2025-07,8,21,162,??????,yes
大数据开发工程师,数据,2025-08,9,22,184,??????,yes
大数据开发工程师,数据,2025-09,10,19,203,??????,yes
大数据开发工程师,数据,2025-10,11,20,223,??????,yes
大数据开发工程师,数据,2025-11,12,19,242,??????,yes
大数据开发工程师,数据,2025-12,13,19,261,??????,yes
大数据开发工程师,数据,2026-01,14,21,282,??????,yes
大数据开发工程师,数据,2026-02,15,20,302,??????,yes
大数据开发工程师,数据,2026-03,16,22,324,??????,yes
大数据开发工程师,数据,2026-04,17,23,347,??????,yes
大数据开发工程师,数据,2026-05,18,23,370,??????,yes
大数据开发工程师,数据,2026-06,19,20,390,??????,yes
大数据开发工程师,数据,2026-07,20,23,413,??????,yes
数据开发工程师,数据,2024-12,1,21,21,??????,yes
数据开发工程师,数据,2025-01,2,21,42,??????,yes
数据开发工程师,数据,2025-02,3,22,64,??????,yes
数据开发工程师,数据,2025-03,4,21,85,??????,yes
数据开发工程师,数据,2025-04,5,21,106,??????,yes
数据开发工程师,数据,2025-05,6,22,128,??????,yes
数据开发工程师,数据,2025-06,7,20,148,??????,yes
数据开发工程师,数据,2025-07,8,20,168,??????,yes
数据开发工程师,数据,2025-08,9,19,187,??????,yes
数据开发工程师,数据,2025-09,10,20,207,??????,yes
数据开发工程师,数据,2025-10,11,22,229,??????,yes
数据开发工程师,数据,2025-11,12,23,252,??????,yes
数据开发工程师,数据,2025-12,13,20,272,??????,yes
数据开发工程师,数据,2026-01,14,22,294,??????,yes
数据开发工程师,数据,2026-02,15,22,316,??????,yes
数据开发工程师,数据,2026-03,16,22,338,??????,yes
数据开发工程师,数据,2026-04,17,22,360,??????,yes
数据开发工程师,数据,2026-05,18,19,379,??????,yes
数据开发工程师,数据,2026-06,19,20,399,??????,yes
数据开发工程师,数据,2026-07,20,23,422,??????,yes
数据仓库工程师,数据,2024-12,1,22,22,????,yes
数据仓库工程师,数据,2025-01,2,23,45,????,yes
数据仓库工程师,数据,2025-02,3,21,66,????,yes
数据仓库工程师,数据,2025-03,4,23,89,????,yes
数据仓库工程师,数据,2025-04,5,23,112,????,yes
数据仓库工程师,数据,2025-05,6,23,135,????,yes
数据仓库工程师,数据,2025-06,7,23,158,????,yes
数据仓库工程师,数据,2025-07,8,21,179,????,yes
数据仓库工程师,数据,2025-08,9,23,202,????,yes
数据仓库工程师,数据,2025-09,10,21,223,????,yes
数据仓库工程师,数据,2025-10,11,21,244,????,yes
数据仓库工程师,数据,2025-11,12,23,267,????,yes
数据仓库工程师,数据,2025-12,13,20,287,????,yes
数据仓库工程师,数据,2026-01,14,20,307,????,yes
数据仓库工程师,数据,2026-02,15,19,326,????,yes
数据仓库工程师,数据,2026-03,16,22,348,????,yes
数据仓库工程师,数据,2026-04,17,23,371,????,yes
数据仓库工程师,数据,2026-05,18,22,393,????,yes
数据仓库工程师,数据,2026-06,19,19,412,????,yes
数据仓库工程师,数据,2026-07,20,21,433,????,yes
数据平台工程师,数据,2024-12,1,19,19,????,yes
数据平台工程师,数据,2025-01,2,21,40,????,yes
数据平台工程师,数据,2025-02,3,22,62,????,yes
数据平台工程师,数据,2025-03,4,20,82,????,yes
数据平台工程师,数据,2025-04,5,23,105,????,yes
数据平台工程师,数据,2025-05,6,23,128,????,yes
数据平台工程师,数据,2025-06,7,19,147,????,yes
数据平台工程师,数据,2025-07,8,22,169,????,yes
数据平台工程师,数据,2025-08,9,22,191,????,yes
数据平台工程师,数据,2025-09,10,22,213,????,yes
数据平台工程师,数据,2025-10,11,20,233,????,yes
数据平台工程师,数据,2025-11,12,20,253,????,yes
数据平台工程师,数据,2025-12,13,21,274,????,yes
数据平台工程师,数据,2026-01,14,23,297,????,yes
数据平台工程师,数据,2026-02,15,21,318,????,yes
数据平台工程师,数据,2026-03,16,21,339,????,yes
数据平台工程师,数据,2026-04,17,23,362,????,yes
数据平台工程师,数据,2026-05,18,21,383,????,yes
数据平台工程师,数据,2026-06,19,22,405,????,yes
数据平台工程师,数据,2026-07,20,20,425,????,yes
数据治理工程师,数据,2024-12,1,19,19,????,yes
数据治理工程师,数据,2025-01,2,20,39,????,yes
数据治理工程师,数据,2025-02,3,19,58,????,yes
数据治理工程师,数据,2025-03,4,19,77,????,yes
数据治理工程师,数据,2025-04,5,22,99,????,yes
数据治理工程师,数据,2025-05,6,20,119,????,yes
数据治理工程师,数据,2025-06,7,20,139,????,yes
数据治理工程师,数据,2025-07,8,21,160,????,yes
数据治理工程师,数据,2025-08,9,20,180,????,yes
数据治理工程师,数据,2025-09,10,22,202,????,yes
数据治理工程师,数据,2025-10,11,20,222,????,yes
数据治理工程师,数据,2025-11,12,21,243,????,yes
数据治理工程师,数据,2025-12,13,22,265,????,yes
数据治理工程师,数据,2026-01,14,20,285,????,yes
数据治理工程师,数据,2026-02,15,19,304,????,yes
数据治理工程师,数据,2026-03,16,23,327,????,yes
数据治理工程师,数据,2026-04,17,21,348,????,yes
数据治理工程师,数据,2026-05,18,23,371,????,yes
数据治理工程师,数据,2026-06,19,23,394,????,yes
数据治理工程师,数据,2026-07,20,22,416,????,yes
数据分析师,数据,2024-12,1,23,23,??????,yes
数据分析师,数据,2025-01,2,21,44,??????,yes
数据分析师,数据,2025-02,3,22,66,??????,yes
数据分析师,数据,2025-03,4,23,89,??????,yes
数据分析师,数据,2025-04,5,19,108,??????,yes
数据分析师,数据,2025-05,6,23,131,??????,yes
数据分析师,数据,2025-06,7,22,153,??????,yes
数据分析师,数据,2025-07,8,23,176,??????,yes
数据分析师,数据,2025-08,9,21,197,??????,yes
数据分析师,数据,2025-09,10,23,220,??????,yes
数据分析师,数据,2025-10,11,23,243,??????,yes
数据分析师,数据,2025-11,12,22,265,??????,yes
数据分析师,数据,2025-12,13,20,285,??????,yes
数据分析师,数据,2026-01,14,21,306,??????,yes
数据分析师,数据,2026-02,15,22,328,??????,yes
数据分析师,数据,2026-03,16,21,349,??????,yes
数据分析师,数据,2026-04,17,22,371,??????,yes
数据分析师,数据,2026-05,18,20,391,??????,yes
数据分析师,数据,2026-06,19,19,410,??????,yes
数据分析师,数据,2026-07,20,21,431,??????,yes
数据工程师,数据,2024-12,1,19,19,??????,yes
数据工程师,数据,2025-01,2,22,41,??????,yes
数据工程师,数据,2025-02,3,21,62,??????,yes
数据工程师,数据,2025-03,4,19,81,??????,yes
数据工程师,数据,2025-04,5,22,103,??????,yes
数据工程师,数据,2025-05,6,19,122,??????,yes
数据工程师,数据,2025-06,7,19,141,??????,yes
数据工程师,数据,2025-07,8,22,163,??????,yes
数据工程师,数据,2025-08,9,23,186,??????,yes
数据工程师,数据,2025-09,10,21,207,??????,yes
数据工程师,数据,2025-10,11,22,229,??????,yes
数据工程师,数据,2025-11,12,19,248,??????,yes
数据工程师,数据,2025-12,13,19,267,??????,yes
数据工程师,数据,2026-01,14,19,286,??????,yes
数据工程师,数据,2026-02,15,23,309,??????,yes
数据工程师,数据,2026-03,16,19,328,??????,yes
数据工程师,数据,2026-04,17,23,351,??????,yes
数据工程师,数据,2026-05,18,22,373,??????,yes
数据工程师,数据,2026-06,19,23,396,??????,yes
数据工程师,数据,2026-07,20,20,416,??????,yes
大模型测试工程师,测试质量,2024-12,1,22,22,????,yes
大模型测试工程师,测试质量,2025-01,2,23,45,????,yes
大模型测试工程师,测试质量,2025-02,3,22,67,????,yes
大模型测试工程师,测试质量,2025-03,4,23,90,????,yes
大模型测试工程师,测试质量,2025-04,5,23,113,????,yes
大模型测试工程师,测试质量,2025-05,6,19,132,????,yes
大模型测试工程师,测试质量,2025-06,7,21,153,????,yes
大模型测试工程师,测试质量,2025-07,8,23,176,????,yes
大模型测试工程师,测试质量,2025-08,9,23,199,????,yes
大模型测试工程师,测试质量,2025-09,10,23,222,????,yes
大模型测试工程师,测试质量,2025-10,11,19,241,????,yes
大模型测试工程师,测试质量,2025-11,12,21,262,????,yes
大模型测试工程师,测试质量,2025-12,13,20,282,????,yes
大模型测试工程师,测试质量,2026-01,14,19,301,????,yes
大模型测试工程师,测试质量,2026-02,15,20,321,????,yes
大模型测试工程师,测试质量,2026-03,16,20,341,????,yes
大模型测试工程师,测试质量,2026-04,17,21,362,????,yes
大模型测试工程师,测试质量,2026-05,18,19,381,????,yes
大模型测试工程师,测试质量,2026-06,19,19,400,????,yes
大模型测试工程师,测试质量,2026-07,20,19,419,????,yes
测试开发工程师,测试质量,2024-12,1,23,23,??????,yes
测试开发工程师,测试质量,2025-01,2,19,42,??????,yes
测试开发工程师,测试质量,2025-02,3,21,63,??????,yes
测试开发工程师,测试质量,2025-03,4,22,85,??????,yes
测试开发工程师,测试质量,2025-04,5,19,104,??????,yes
测试开发工程师,测试质量,2025-05,6,21,125,??????,yes
测试开发工程师,测试质量,2025-06,7,23,148,??????,yes
测试开发工程师,测试质量,2025-07,8,23,171,??????,yes
测试开发工程师,测试质量,2025-08,9,22,193,??????,yes
测试开发工程师,测试质量,2025-09,10,20,213,??????,yes
测试开发工程师,测试质量,2025-10,11,19,232,??????,yes
测试开发工程师,测试质量,2025-11,12,23,255,??????,yes
测试开发工程师,测试质量,2025-12,13,19,274,??????,yes
测试开发工程师,测试质量,2026-01,14,20,294,??????,yes
测试开发工程师,测试质量,2026-02,15,21,315,??????,yes
测试开发工程师,测试质量,2026-03,16,19,334,??????,yes
测试开发工程师,测试质量,2026-04,17,22,356,??????,yes
测试开发工程师,测试质量,2026-05,18,21,377,??????,yes
测试开发工程师,测试质量,2026-06,19,19,396,??????,yes
测试开发工程师,测试质量,2026-07,20,20,416,??????,yes
质量工程师,测试质量,2024-12,1,22,22,??????,yes
质量工程师,测试质量,2025-01,2,23,45,??????,yes
质量工程师,测试质量,2025-02,3,21,66,??????,yes
质量工程师,测试质量,2025-03,4,21,87,??????,yes
质量工程师,测试质量,2025-04,5,23,110,??????,yes
质量工程师,测试质量,2025-05,6,23,133,??????,yes
质量工程师,测试质量,2025-06,7,21,154,??????,yes
质量工程师,测试质量,2025-07,8,23,177,??????,yes
质量工程师,测试质量,2025-08,9,21,198,??????,yes
质量工程师,测试质量,2025-09,10,20,218,??????,yes
质量工程师,测试质量,2025-10,11,19,237,??????,yes
质量工程师,测试质量,2025-11,12,23,260,??????,yes
质量工程师,测试质量,2025-12,13,20,280,??????,yes
质量工程师,测试质量,2026-01,14,19,299,??????,yes
质量工程师,测试质量,2026-02,15,19,318,??????,yes
质量工程师,测试质量,2026-03,16,20,338,??????,yes
质量工程师,测试质量,2026-04,17,23,361,??????,yes
质量工程师,测试质量,2026-05,18,23,384,??????,yes
质量工程师,测试质量,2026-06,19,20,404,??????,yes
质量工程师,测试质量,2026-07,20,22,426,??????,yes
测试工程师,测试质量,2024-12,1,20,20,????,yes
测试工程师,测试质量,2025-01,2,20,40,????,yes
测试工程师,测试质量,2025-02,3,20,60,????,yes
测试工程师,测试质量,2025-03,4,20,80,????,yes
测试工程师,测试质量,2025-04,5,21,101,????,yes
测试工程师,测试质量,2025-05,6,22,123,????,yes
测试工程师,测试质量,2025-06,7,23,146,????,yes
测试工程师,测试质量,2025-07,8,21,167,????,yes
测试工程师,测试质量,2025-08,9,19,186,????,yes
测试工程师,测试质量,2025-09,10,23,209,????,yes
测试工程师,测试质量,2025-10,11,20,229,????,yes
测试工程师,测试质量,2025-11,12,23,252,????,yes
测试工程师,测试质量,2025-12,13,21,273,????,yes
测试工程师,测试质量,2026-01,14,22,295,????,yes
测试工程师,测试质量,2026-02,15,21,316,????,yes
测试工程师,测试质量,2026-03,16,20,336,????,yes
测试工程师,测试质量,2026-04,17,22,358,????,yes
测试工程师,测试质量,2026-05,18,22,380,????,yes
测试工程师,测试质量,2026-06,19,20,400,????,yes
测试工程师,测试质量,2026-07,20,22,422,????,yes
DevOps工程师,基础设施,2024-12,1,21,21,????,yes
DevOps工程师,基础设施,2025-01,2,19,40,????,yes
DevOps工程师,基础设施,2025-02,3,23,63,????,yes
DevOps工程师,基础设施,2025-03,4,20,83,????,yes
DevOps工程师,基础设施,2025-04,5,20,103,????,yes
DevOps工程师,基础设施,2025-05,6,22,125,????,yes
DevOps工程师,基础设施,2025-06,7,22,147,????,yes
DevOps工程师,基础设施,2025-07,8,22,169,????,yes
DevOps工程师,基础设施,2025-08,9,21,190,????,yes
DevOps工程师,基础设施,2025-09,10,19,209,????,yes
DevOps工程师,基础设施,2025-10,11,23,232,????,yes
DevOps工程师,基础设施,2025-11,12,22,254,????,yes
DevOps工程师,基础设施,2025-12,13,21,275,????,yes
DevOps工程师,基础设施,2026-01,14,21,296,????,yes
DevOps工程师,基础设施,2026-02,15,22,318,????,yes
DevOps工程师,基础设施,2026-03,16,21,339,????,yes
DevOps工程师,基础设施,2026-04,17,20,359,????,yes
DevOps工程师,基础设施,2026-05,18,19,378,????,yes
DevOps工程师,基础设施,2026-06,19,20,398,????,yes
DevOps工程师,基础设施,2026-07,20,20,418,????,yes
运维工程师,基础设施,2024-12,1,23,23,????,yes
运维工程师,基础设施,2025-01,2,23,46,????,yes
运维工程师,基础设施,2025-02,3,23,69,????,yes
运维工程师,基础设施,2025-03,4,22,91,????,yes
运维工程师,基础设施,2025-04,5,23,114,????,yes
运维工程师,基础设施,2025-05,6,22,136,????,yes
运维工程师,基础设施,2025-06,7,21,157,????,yes
