month,standard_job,skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency
2026-01,AI Agent算法工程师,自动化技术,19,0,0.0,299,2,0.006689
2026-02,AI Agent算法工程师,自动化技术,23,0,0.0,322,2,0.006211
2026-03,AI Agent算法工程师,自动化技术,20,0,0.0,342,2,0.005848
2026-04,AI Agent算法工程师,自动化技术,22,0,0.0,364,2,0.005495
2026-05,AI Agent算法工程师,自动化技术,20,0,0.0,384,2,0.005208
2026-06,AI Agent算法工程师,自动化技术,21,0,0.0,405,2,0.004938
2026-07,AI Agent算法工程师,自动化技术,22,0,0.0,427,2,0.004684
2024-12,AI Agent算法工程师,自动化测试,19,1,0.052632,19,1,0.052632
2025-01,AI Agent算法工程师,自动化测试,23,0,0.0,42,1,0.02381
2025-02,AI Agent算法工程师,自动化测试,22,0,0.0,64,1,0.015625
2025-03,AI Agent算法工程师,自动化测试,23,0,0.0,87,1,0.011494
2025-04,AI Agent算法工程师,自动化测试,19,0,0.0,106,1,0.009434
2025-05,AI Agent算法工程师,自动化测试,22,0,0.0,128,1,0.007812
2025-06,AI Agent算法工程师,自动化测试,23,0,0.0,151,1,0.006623
2025-07,AI Agent算法工程师,自动化测试,23,0,0.0,174,1,0.005747
2025-08,AI Agent算法工程师,自动化测试,23,0,0.0,197,1,0.005076
2025-09,AI Agent算法工程师,自动化测试,23,0,0.0,220,1,0.004545
2025-10,AI Agent算法工程师,自动化测试,19,0,0.0,239,1,0.004184
2025-11,AI Agent算法工程师,自动化测试,22,0,0.0,261,1,0.003831
2025-12,AI Agent算法工程师,自动化测试,19,0,0.0,280,1,0.003571
2026-01,AI Agent算法工程师,自动化测试,19,0,0.0,299,1,0.003344
2026-02,AI Agent算法工程师,自动化测试,23,0,0.0,322,1,0.003106
2026-03,AI Agent算法工程师,自动化测试,20,0,0.0,342,1,0.002924
2026-04,AI Agent算法工程师,自动化测试,22,0,0.0,364,1,0.002747
2026-05,AI Agent算法工程师,自动化测试,20,0,0.0,384,1,0.002604
2026-06,AI Agent算法工程师,自动化测试,21,0,0.0,405,1,0.002469
2026-07,AI Agent算法工程师,自动化测试,22,0,0.0,427,1,0.002342
2024-12,AI Agent算法工程师,计算机视觉,19,10,0.526316,19,10,0.526316
2025-01,AI Agent算法工程师,计算机视觉,23,13,0.565217,42,23,0.547619
2025-02,AI Agent算法工程师,计算机视觉,22,9,0.409091,64,32,0.5
2025-03,AI Agent算法工程师,计算机视觉,23,12,0.521739,87,44,0.505747
2025-04,AI Agent算法工程师,计算机视觉,19,10,0.526316,106,54,0.509434
2025-05,AI Agent算法工程师,计算机视觉,22,9,0.409091,128,63,0.492188
2025-06,AI Agent算法工程师,计算机视觉,23,11,0.478261,151,74,0.490066
2025-07,AI Agent算法工程师,计算机视觉,23,10,0.434783,174,84,0.482759
2025-08,AI Agent算法工程师,计算机视觉,23,11,0.478261,197,95,0.482234
2025-09,AI Agent算法工程师,计算机视觉,23,11,0.478261,220,106,0.481818
2025-10,AI Agent算法工程师,计算机视觉,19,8,0.421053,239,114,0.476987
2025-11,AI Agent算法工程师,计算机视觉,22,9,0.409091,261,123,0.471264
2025-12,AI Agent算法工程师,计算机视觉,19,6,0.315789,280,129,0.460714
2026-01,AI Agent算法工程师,计算机视觉,19,7,0.368421,299,136,0.454849
2026-02,AI Agent算法工程师,计算机视觉,23,9,0.391304,322,145,0.450311
2026-03,AI Agent算法工程师,计算机视觉,20,8,0.4,342,153,0.447368
2026-04,AI Agent算法工程师,计算机视觉,22,10,0.454545,364,163,0.447802
2026-05,AI Agent算法工程师,计算机视觉,20,10,0.5,384,173,0.450521
2026-06,AI Agent算法工程师,计算机视觉,21,10,0.47619,405,183,0.451852
2026-07,AI Agent算法工程师,计算机视觉,22,10,0.454545,427,193,0.451991
2025-01,AI Agent算法工程师,软件工程,23,2,0.086957,42,2,0.047619
2025-02,AI Agent算法工程师,软件工程,22,0,0.0,64,2,0.03125
2025-03,AI Agent算法工程师,软件工程,23,0,0.0,87,2,0.022989
2025-04,AI Agent算法工程师,软件工程,19,0,0.0,106,2,0.018868
2025-05,AI Agent算法工程师,软件工程,22,0,0.0,128,2,0.015625
2025-06,AI Agent算法工程师,软件工程,23,0,0.0,151,2,0.013245
2025-07,AI Agent算法工程师,软件工程,23,0,0.0,174,2,0.011494
2025-08,AI Agent算法工程师,软件工程,23,0,0.0,197,2,0.010152
2025-09,AI Agent算法工程师,软件工程,23,0,0.0,220,2,0.009091
2025-10,AI Agent算法工程师,软件工程,19,0,0.0,239,2,0.008368
2025-11,AI Agent算法工程师,软件工程,22,0,0.0,261,2,0.007663
2025-12,AI Agent算法工程师,软件工程,19,0,0.0,280,2,0.007143
2026-01,AI Agent算法工程师,软件工程,19,0,0.0,299,2,0.006689
2026-02,AI Agent算法工程师,软件工程,23,0,0.0,322,2,0.006211
2026-03,AI Agent算法工程师,软件工程,20,0,0.0,342,2,0.005848
2026-04,AI Agent算法工程师,软件工程,22,0,0.0,364,2,0.005495
2026-05,AI Agent算法工程师,软件工程,20,0,0.0,384,2,0.005208
2026-06,AI Agent算法工程师,软件工程,21,0,0.0,405,2,0.004938
2026-07,AI Agent算法工程师,软件工程,22,0,0.0,427,2,0.004684
2024-12,AI Agent算法工程师,软件开发,19,1,0.052632,19,1,0.052632
2025-01,AI Agent算法工程师,软件开发,23,0,0.0,42,1,0.02381
2025-02,AI Agent算法工程师,软件开发,22,0,0.0,64,1,0.015625
2025-03,AI Agent算法工程师,软件开发,23,0,0.0,87,1,0.011494
2025-04,AI Agent算法工程师,软件开发,19,0,0.0,106,1,0.009434
2025-05,AI Agent算法工程师,软件开发,22,0,0.0,128,1,0.007812
2025-06,AI Agent算法工程师,软件开发,23,0,0.0,151,1,0.006623
2025-07,AI Agent算法工程师,软件开发,23,0,0.0,174,1,0.005747
2025-08,AI Agent算法工程师,软件开发,23,0,0.0,197,1,0.005076
2025-09,AI Agent算法工程师,软件开发,23,0,0.0,220,1,0.004545
2025-10,AI Agent算法工程师,软件开发,19,0,0.0,239,1,0.004184
2025-11,AI Agent算法工程师,软件开发,22,0,0.0,261,1,0.003831
2025-12,AI Agent算法工程师,软件开发,19,0,0.0,280,1,0.003571
2026-01,AI Agent算法工程师,软件开发,19,0,0.0,299,1,0.003344
2026-02,AI Agent算法工程师,软件开发,23,0,0.0,322,1,0.003106
2026-03,AI Agent算法工程师,软件开发,20,0,0.0,342,1,0.002924
2026-04,AI Agent算法工程师,软件开发,22,0,0.0,364,1,0.002747
2026-05,AI Agent算法工程师,软件开发,20,0,0.0,384,1,0.002604
2026-06,AI Agent算法工程师,软件开发,21,0,0.0,405,1,0.002469
2026-07,AI Agent算法工程师,软件开发,22,0,0.0,427,1,0.002342
2025-01,AI Agent算法工程师,通信技术,23,1,0.043478,42,1,0.02381
2025-02,AI Agent算法工程师,通信技术,22,0,0.0,64,1,0.015625
2025-03,AI Agent算法工程师,通信技术,23,0,0.0,87,1,0.011494
2025-04,AI Agent算法工程师,通信技术,19,0,0.0,106,1,0.009434
2025-05,AI Agent算法工程师,通信技术,22,0,0.0,128,1,0.007812
2025-06,AI Agent算法工程师,通信技术,23,0,0.0,151,1,0.006623
2025-07,AI Agent算法工程师,通信技术,23,0,0.0,174,1,0.005747
2025-08,AI Agent算法工程师,通信技术,23,0,0.0,197,1,0.005076
2025-09,AI Agent算法工程师,通信技术,23,0,0.0,220,1,0.004545
2025-10,AI Agent算法工程师,通信技术,19,0,0.0,239,1,0.004184
2025-11,AI Agent算法工程师,通信技术,22,0,0.0,261,1,0.003831
2025-12,AI Agent算法工程师,通信技术,19,0,0.0,280,1,0.003571
2026-01,AI Agent算法工程师,通信技术,19,0,0.0,299,1,0.003344
2026-02,AI Agent算法工程师,通信技术,23,0,0.0,322,1,0.003106
2026-03,AI Agent算法工程师,通信技术,20,0,0.0,342,1,0.002924
2026-04,AI Agent算法工程师,通信技术,22,0,0.0,364,1,0.002747
2026-05,AI Agent算法工程师,通信技术,20,0,0.0,384,1,0.002604
2026-06,AI Agent算法工程师,通信技术,21,0,0.0,405,1,0.002469
2026-07,AI Agent算法工程师,通信技术,22,0,0.0,427,1,0.002342
2026-07,AI Infra工程师,AI,23,1,0.043478,432,1,0.002315
2024-12,AI Infra工程师,AI基础设施,23,8,0.347826,23,8,0.347826
2025-01,AI Infra工程师,AI基础设施,23,7,0.304348,46,15,0.326087
2025-02,AI Infra工程师,AI基础设施,22,7,0.318182,68,22,0.323529
2025-03,AI Infra工程师,AI基础设施,22,8,0.363636,90,30,0.333333
2025-04,AI Infra工程师,AI基础设施,19,8,0.421053,109,38,0.348624
2025-05,AI Infra工程师,AI基础设施,23,10,0.434783,132,48,0.363636
2025-06,AI Infra工程师,AI基础设施,21,8,0.380952,153,56,0.366013
2025-07,AI Infra工程师,AI基础设施,23,10,0.434783,176,66,0.375
2025-08,AI Infra工程师,AI基础设施,23,9,0.391304,199,75,0.376884
2025-09,AI Infra工程师,AI基础设施,23,11,0.478261,222,86,0.387387
2025-10,AI Infra工程师,AI基础设施,20,9,0.45,242,95,0.392562
2025-11,AI Infra工程师,AI基础设施,23,10,0.434783,265,105,0.396226
2025-12,AI Infra工程师,AI基础设施,20,14,0.7,285,119,0.417544
2026-01,AI Infra工程师,AI基础设施,22,11,0.5,307,130,0.423453
2026-02,AI Infra工程师,AI基础设施,21,13,0.619048,328,143,0.435976
2026-03,AI Infra工程师,AI基础设施,20,13,0.65,348,156,0.448276
2026-04,AI Infra工程师,AI基础设施,22,14,0.636364,370,170,0.459459
2026-05,AI Infra工程师,AI基础设施,19,9,0.473684,389,179,0.460154
2026-06,AI Infra工程师,AI基础设施,20,7,0.35,409,186,0.454768
2026-07,AI Infra工程师,AI基础设施,23,11,0.478261,432,197,0.456019
2026-07,AI Infra工程师,AI算法,23,1,0.043478,432,1,0.002315
2026-07,AI Infra工程师,Agent,23,1,0.043478,432,1,0.002315
2024-12,AI Infra工程师,C/C++,23,8,0.347826,23,8,0.347826
2025-01,AI Infra工程师,C/C++,23,13,0.565217,46,21,0.456522
2025-02,AI Infra工程师,C/C++,22,13,0.590909,68,34,0.5
2025-03,AI Infra工程师,C/C++,22,10,0.454545,90,44,0.488889
2025-04,AI Infra工程师,C/C++,19,9,0.473684,109,53,0.486239
2025-05,AI Infra工程师,C/C++,23,13,0.565217,132,66,0.5
2025-06,AI Infra工程师,C/C++,21,10,0.47619,153,76,0.496732
2025-07,AI Infra工程师,C/C++,23,10,0.434783,176,86,0.488636
2025-08,AI Infra工程师,C/C++,23,10,0.434783,199,96,0.482412
2025-09,AI Infra工程师,C/C++,23,12,0.521739,222,108,0.486486
2025-10,AI Infra工程师,C/C++,20,11,0.55,242,119,0.491736
2025-11,AI Infra工程师,C/C++,23,9,0.391304,265,128,0.483019
2025-12,AI Infra工程师,C/C++,20,9,0.45,285,137,0.480702
2026-01,AI Infra工程师,C/C++,22,11,0.5,307,148,0.482085
2026-02,AI Infra工程师,C/C++,21,11,0.52381,328,159,0.484756
2026-03,AI Infra工程师,C/C++,20,8,0.4,348,167,0.479885
2026-04,AI Infra工程师,C/C++,22,12,0.545455,370,179,0.483784
2026-05,AI Infra工程师,C/C++,19,10,0.526316,389,189,0.485861
2026-06,AI Infra工程师,C/C++,20,10,0.5,409,199,0.486553
2026-07,AI Infra工程师,C/C++,23,10,0.434783,432,209,0.483796
2024-12,AI Infra工程师,CUDA,23,11,0.478261,23,11,0.478261
2025-01,AI Infra工程师,CUDA,23,13,0.565217,46,24,0.521739
2025-02,AI Infra工程师,CUDA,22,11,0.5,68,35,0.514706
2025-03,AI Infra工程师,CUDA,22,10,0.454545,90,45,0.5
2025-04,AI Infra工程师,CUDA,19,10,0.526316,109,55,0.504587
2025-05,AI Infra工程师,CUDA,23,12,0.521739,132,67,0.507576
2025-06,AI Infra工程师,CUDA,21,10,0.47619,153,77,0.503268
2025-07,AI Infra工程师,CUDA,23,13,0.565217,176,90,0.511364
2025-08,AI Infra工程师,CUDA,23,13,0.565217,199,103,0.517588
2025-09,AI Infra工程师,CUDA,23,11,0.478261,222,114,0.513514
2025-10,AI Infra工程师,CUDA,20,10,0.5,242,124,0.512397
2025-11,AI Infra工程师,CUDA,23,11,0.478261,265,135,0.509434
2025-12,AI Infra工程师,CUDA,20,7,0.35,285,142,0.498246
2026-01,AI Infra工程师,CUDA,22,11,0.5,307,153,0.498371
2026-02,AI Infra工程师,CUDA,21,9,0.428571,328,162,0.493902
2026-03,AI Infra工程师,CUDA,20,9,0.45,348,171,0.491379
2026-04,AI Infra工程师,CUDA,22,9,0.409091,370,180,0.486486
2026-05,AI Infra工程师,CUDA,19,11,0.578947,389,191,0.491003
2026-06,AI Infra工程师,CUDA,20,10,0.5,409,201,0.491443
2026-07,AI Infra工程师,CUDA,23,13,0.565217,432,214,0.49537
2025-09,AI Infra工程师,ClickHouse,23,1,0.043478,222,1,0.004505
2025-10,AI Infra工程师,ClickHouse,20,0,0.0,242,1,0.004132
2025-11,AI Infra工程师,ClickHouse,23,0,0.0,265,1,0.003774
2025-12,AI Infra工程师,ClickHouse,20,0,0.0,285,1,0.003509
2026-01,AI Infra工程师,ClickHouse,22,0,0.0,307,1,0.003257
2026-02,AI Infra工程师,ClickHouse,21,0,0.0,328,1,0.003049
2026-03,AI Infra工程师,ClickHouse,20,0,0.0,348,1,0.002874
2026-04,AI Infra工程师,ClickHouse,22,0,0.0,370,1,0.002703
2026-05,AI Infra工程师,ClickHouse,19,0,0.0,389,1,0.002571
2026-06,AI Infra工程师,ClickHouse,20,0,0.0,409,1,0.002445
2026-07,AI Infra工程师,ClickHouse,23,0,0.0,432,1,0.002315
2024-12,AI Infra工程师,DeepSpeed,23,9,0.391304,23,9,0.391304
2025-01,AI Infra工程师,DeepSpeed,23,9,0.391304,46,18,0.391304
2025-02,AI Infra工程师,DeepSpeed,22,10,0.454545,68,28,0.411765
2025-03,AI Infra工程师,DeepSpeed,22,10,0.454545,90,38,0.422222
2025-04,AI Infra工程师,DeepSpeed,19,7,0.368421,109,45,0.412844
2025-05,AI Infra工程师,DeepSpeed,23,11,0.478261,132,56,0.424242
2025-06,AI Infra工程师,DeepSpeed,21,8,0.380952,153,64,0.418301
2025-07,AI Infra工程师,DeepSpeed,23,9,0.391304,176,73,0.414773
2025-08,AI Infra工程师,DeepSpeed,23,14,0.608696,199,87,0.437186
2025-09,AI Infra工程师,DeepSpeed,23,13,0.565217,222,100,0.45045
2025-10,AI Infra工程师,DeepSpeed,20,14,0.7,242,114,0.471074
2025-11,AI Infra工程师,DeepSpeed,23,14,0.608696,265,128,0.483019
2025-12,AI Infra工程师,DeepSpeed,20,9,0.45,285,137,0.480702
2026-01,AI Infra工程师,DeepSpeed,22,13,0.590909,307,150,0.488599
2026-02,AI Infra工程师,DeepSpeed,21,12,0.571429,328,162,0.493902
2026-03,AI Infra工程师,DeepSpeed,20,12,0.6,348,174,0.5
2026-04,AI Infra工程师,DeepSpeed,22,13,0.590909,370,187,0.505405
2026-05,AI Infra工程师,DeepSpeed,19,12,0.631579,389,199,0.511568
2026-06,AI Infra工程师,DeepSpeed,20,10,0.5,409,209,0.511002
2026-07,AI Infra工程师,DeepSpeed,23,10,0.434783,432,219,0.506944
2026-07,AI Infra工程师,Docker,23,1,0.043478,432,1,0.002315
2025-01,AI Infra工程师,Flink,23,1,0.043478,46,1,0.021739
2025-02,AI Infra工程师,Flink,22,0,0.0,68,1,0.014706
2025-03,AI Infra工程师,Flink,22,0,0.0,90,1,0.011111
2025-04,AI Infra工程师,Flink,19,0,0.0,109,1,0.009174
2025-05,AI Infra工程师,Flink,23,0,0.0,132,1,0.007576
2025-06,AI Infra工程师,Flink,21,0,0.0,153,1,0.006536
2025-07,AI Infra工程师,Flink,23,0,0.0,176,1,0.005682
2025-08,AI Infra工程师,Flink,23,0,0.0,199,1,0.005025
2025-09,AI Infra工程师,Flink,23,0,0.0,222,1,0.004505
2025-10,AI Infra工程师,Flink,20,0,0.0,242,1,0.004132
2025-11,AI Infra工程师,Flink,23,0,0.0,265,1,0.003774
2025-12,AI Infra工程师,Flink,20,0,0.0,285,1,0.003509
2026-01,AI Infra工程师,Flink,22,0,0.0,307,1,0.003257
2026-02,AI Infra工程师,Flink,21,0,0.0,328,1,0.003049
2026-03,AI Infra工程师,Flink,20,0,0.0,348,1,0.002874
2026-04,AI Infra工程师,Flink,22,0,0.0,370,1,0.002703
2026-05,AI Infra工程师,Flink,19,0,0.0,389,1,0.002571
2026-06,AI Infra工程师,Flink,20,0,0.0,409,1,0.002445
2026-07,AI Infra工程师,Flink,23,0,0.0,432,1,0.002315
2025-09,AI Infra工程师,GPU,23,1,0.043478,222,1,0.004505
2025-10,AI Infra工程师,GPU,20,0,0.0,242,1,0.004132
2025-11,AI Infra工程师,GPU,23,0,0.0,265,1,0.003774
2025-12,AI Infra工程师,GPU,20,0,0.0,285,1,0.003509
2026-01,AI Infra工程师,GPU,22,0,0.0,307,1,0.003257
2026-02,AI Infra工程师,GPU,21,0,0.0,328,1,0.003049
2026-03,AI Infra工程师,GPU,20,0,0.0,348,1,0.002874
2026-04,AI Infra工程师,GPU,22,0,0.0,370,1,0.002703
2026-05,AI Infra工程师,GPU,19,0,0.0,389,1,0.002571
2026-06,AI Infra工程师,GPU,20,0,0.0,409,1,0.002445
2026-07,AI Infra工程师,GPU,23,0,0.0,432,1,0.002315
2024-12,AI Infra工程师,GPU内存优化,23,12,0.521739,23,12,0.521739
2025-01,AI Infra工程师,GPU内存优化,23,9,0.391304,46,21,0.456522
2025-02,AI Infra工程师,GPU内存优化,22,9,0.409091,68,30,0.441176
2025-03,AI Infra工程师,GPU内存优化,22,12,0.545455,90,42,0.466667
2025-04,AI Infra工程师,GPU内存优化,19,8,0.421053,109,50,0.458716
2025-05,AI Infra工程师,GPU内存优化,23,10,0.434783,132,60,0.454545
2025-06,AI Infra工程师,GPU内存优化,21,8,0.380952,153,68,0.444444
2025-07,AI Infra工程师,GPU内存优化,23,8,0.347826,176,76,0.431818
2025-08,AI Infra工程师,GPU内存优化,23,10,0.434783,199,86,0.432161
2025-09,AI Infra工程师,GPU内存优化,23,12,0.521739,222,98,0.441441
2025-10,AI Infra工程师,GPU内存优化,20,10,0.5,242,108,0.446281
2025-11,AI Infra工程师,GPU内存优化,23,10,0.434783,265,118,0.445283
2025-12,AI Infra工程师,GPU内存优化,20,10,0.5,285,128,0.449123
2026-01,AI Infra工程师,GPU内存优化,22,10,0.454545,307,138,0.449511
2026-02,AI Infra工程师,GPU内存优化,21,10,0.47619,328,148,0.45122
2026-03,AI Infra工程师,GPU内存优化,20,10,0.5,348,158,0.454023
2026-04,AI Infra工程师,GPU内存优化,22,11,0.5,370,169,0.456757
2026-05,AI Infra工程师,GPU内存优化,19,8,0.421053,389,177,0.455013
2026-06,AI Infra工程师,GPU内存优化,20,8,0.4,409,185,0.452323
2026-07,AI Infra工程师,GPU内存优化,23,10,0.434783,432,195,0.451389
2024-12,AI Infra工程师,Go,23,10,0.434783,23,10,0.434783
2025-01,AI Infra工程师,Go,23,10,0.434783,46,20,0.434783
2025-02,AI Infra工程师,Go,22,11,0.5,68,31,0.455882
2025-03,AI Infra工程师,Go,22,9,0.409091,90,40,0.444444
2025-04,AI Infra工程师,Go,19,8,0.421053,109,48,0.440367
2025-05,AI Infra工程师,Go,23,11,0.478261,132,59,0.44697
2025-06,AI Infra工程师,Go,21,9,0.428571,153,68,0.444444
2025-07,AI Infra工程师,Go,23,11,0.478261,176,79,0.448864
2025-08,AI Infra工程师,Go,23,9,0.391304,199,88,0.442211
2025-09,AI Infra工程师,Go,23,11,0.478261,222,99,0.445946
2025-10,AI Infra工程师,Go,20,10,0.5,242,109,0.450413
2025-11,AI Infra工程师,Go,23,10,0.434783,265,119,0.449057
2025-12,AI Infra工程师,Go,20,10,0.5,285,129,0.452632
2026-01,AI Infra工程师,Go,22,11,0.5,307,140,0.456026
2026-02,AI Infra工程师,Go,21,10,0.47619,328,150,0.457317
2026-03,AI Infra工程师,Go,20,9,0.45,348,159,0.456897
2026-04,AI Infra工程师,Go,22,10,0.454545,370,169,0.456757
2026-05,AI Infra工程师,Go,19,9,0.473684,389,178,0.457584
2026-06,AI Infra工程师,Go,20,8,0.4,409,186,0.454768
2026-07,AI Infra工程师,Go,23,12,0.521739,432,198,0.458333
2024-12,AI Infra工程师,Kotlin,23,1,0.043478,23,1,0.043478
2025-01,AI Infra工程师,Kotlin,23,0,0.0,46,1,0.021739
2025-02,AI Infra工程师,Kotlin,22,1,0.045455,68,2,0.029412
2025-03,AI Infra工程师,Kotlin,22,0,0.0,90,2,0.022222
2025-04,AI Infra工程师,Kotlin,19,0,0.0,109,2,0.018349
2025-05,AI Infra工程师,Kotlin,23,0,0.0,132,2,0.015152
2025-06,AI Infra工程师,Kotlin,21,0,0.0,153,2,0.013072
2025-07,AI Infra工程师,Kotlin,23,0,0.0,176,2,0.011364
2025-08,AI Infra工程师,Kotlin,23,1,0.043478,199,3,0.015075
2025-09,AI Infra工程师,Kotlin,23,0,0.0,222,3,0.013514
2025-10,AI Infra工程师,Kotlin,20,0,0.0,242,3,0.012397
2025-11,AI Infra工程师,Kotlin,23,0,0.0,265,3,0.011321
2025-12,AI Infra工程师,Kotlin,20,0,0.0,285,3,0.010526
2026-01,AI Infra工程师,Kotlin,22,0,0.0,307,3,0.009772
2026-02,AI Infra工程师,Kotlin,21,0,0.0,328,3,0.009146
2026-03,AI Infra工程师,Kotlin,20,0,0.0,348,3,0.008621
2026-04,AI Infra工程师,Kotlin,22,0,0.0,370,3,0.008108
2026-05,AI Infra工程师,Kotlin,19,0,0.0,389,3,0.007712
2026-06,AI Infra工程师,Kotlin,20,0,0.0,409,3,0.007335
2026-07,AI Infra工程师,Kotlin,23,0,0.0,432,3,0.006944
2024-12,AI Infra工程师,Kubernetes,23,1,0.043478,23,1,0.043478
2025-01,AI Infra工程师,Kubernetes,23,1,0.043478,46,2,0.043478
2025-02,AI Infra工程师,Kubernetes,22,0,0.0,68,2,0.029412
2025-03,AI Infra工程师,Kubernetes,22,1,0.045455,90,3,0.033333
2025-04,AI Infra工程师,Kubernetes,19,0,0.0,109,3,0.027523
2025-05,AI Infra工程师,Kubernetes,23,0,0.0,132,3,0.022727
2025-06,AI Infra工程师,Kubernetes,21,1,0.047619,153,4,0.026144
2025-07,AI Infra工程师,Kubernetes,23,0,0.0,176,4,0.022727
2025-08,AI Infra工程师,Kubernetes,23,0,0.0,199,4,0.020101
2025-09,AI Infra工程师,Kubernetes,23,0,0.0,222,4,0.018018
2025-10,AI Infra工程师,Kubernetes,20,0,0.0,242,4,0.016529
2025-11,AI Infra工程师,Kubernetes,23,0,0.0,265,4,0.015094
2025-12,AI Infra工程师,Kubernetes,20,0,0.0,285,4,0.014035
2026-01,AI Infra工程师,Kubernetes,22,0,0.0,307,4,0.013029
2026-02,AI Infra工程师,Kubernetes,21,0,0.0,328,4,0.012195
2026-03,AI Infra工程师,Kubernetes,20,0,0.0,348,4,0.011494
2026-04,AI Infra工程师,Kubernetes,22,0,0.0,370,4,0.010811
2026-05,AI Infra工程师,Kubernetes,19,0,0.0,389,4,0.010283
2026-06,AI Infra工程师,Kubernetes,20,0,0.0,409,4,0.00978
2026-07,AI Infra工程师,Kubernetes,23,1,0.043478,432,5,0.011574
2026-07,AI Infra工程师,LLM,23,1,0.043478,432,1,0.002315
2024-12,AI Infra工程师,Linux,23,11,0.478261,23,11,0.478261
2025-01,AI Infra工程师,Linux,23,10,0.434783,46,21,0.456522
2025-02,AI Infra工程师,Linux,22,11,0.5,68,32,0.470588
2025-03,AI Infra工程师,Linux,22,9,0.409091,90,41,0.455556
2025-04,AI Infra工程师,Linux,19,8,0.421053,109,49,0.449541
2025-05,AI Infra工程师,Linux,23,10,0.434783,132,59,0.44697
2025-06,AI Infra工程师,Linux,21,9,0.428571,153,68,0.444444
2025-07,AI Infra工程师,Linux,23,10,0.434783,176,78,0.443182
2025-08,AI Infra工程师,Linux,23,9,0.391304,199,87,0.437186
2025-09,AI Infra工程师,Linux,23,10,0.434783,222,97,0.436937
2025-10,AI Infra工程师,Linux,20,9,0.45,242,106,0.438017
2025-11,AI Infra工程师,Linux,23,11,0.478261,265,117,0.441509
2025-12,AI Infra工程师,Linux,20,8,0.4,285,125,0.438596
2026-01,AI Infra工程师,Linux,22,11,0.5,307,136,0.442997
2026-02,AI Infra工程师,Linux,21,12,0.571429,328,148,0.45122
2026-03,AI Infra工程师,Linux,20,9,0.45,348,157,0.451149
2026-04,AI Infra工程师,Linux,22,10,0.454545,370,167,0.451351
2026-05,AI Infra工程师,Linux,19,9,0.473684,389,176,0.452442
2026-06,AI Infra工程师,Linux,20,9,0.45,409,185,0.452323
2026-07,AI Infra工程师,Linux,23,12,0.521739,432,197,0.456019
2026-07,AI Infra工程师,MCP协议,23,1,0.043478,432,1,0.002315
2024-12,AI Infra工程师,Megatron,23,10,0.434783,23,10,0.434783
2025-01,AI Infra工程师,Megatron,23,8,0.347826,46,18,0.391304
2025-02,AI Infra工程师,Megatron,22,10,0.454545,68,28,0.411765
2025-03,AI Infra工程师,Megatron,22,10,0.454545,90,38,0.422222
2025-04,AI Infra工程师,Megatron,19,8,0.421053,109,46,0.422018
2025-05,AI Infra工程师,Megatron,23,12,0.521739,132,58,0.439394
2025-06,AI Infra工程师,Megatron,21,9,0.428571,153,67,0.437908
2025-07,AI Infra工程师,Megatron,23,10,0.434783,176,77,0.4375
2025-08,AI Infra工程师,Megatron,23,10,0.434783,199,87,0.437186
2025-09,AI Infra工程师,Megatron,23,11,0.478261,222,98,0.441441
2025-10,AI Infra工程师,Megatron,20,8,0.4,242,106,0.438017
2025-11,AI Infra工程师,Megatron,23,8,0.347826,265,114,0.430189
2025-12,AI Infra工程师,Megatron,20,9,0.45,285,123,0.431579
2026-01,AI Infra工程师,Megatron,22,9,0.409091,307,132,0.429967
2026-02,AI Infra工程师,Megatron,21,10,0.47619,328,142,0.432927
2026-03,AI Infra工程师,Megatron,20,10,0.5,348,152,0.436782
2026-04,AI Infra工程师,Megatron,22,6,0.272727,370,158,0.427027
2026-05,AI Infra工程师,Megatron,19,7,0.368421,389,165,0.424165
2026-06,AI Infra工程师,Megatron,20,8,0.4,409,173,0.422983
2026-07,AI Infra工程师,Megatron,23,9,0.391304,432,182,0.421296
2026-07,AI Infra工程师,Prometheus,23,1,0.043478,432,1,0.002315
2024-12,AI Infra工程师,PyTorch,23,11,0.478261,23,11,0.478261
2025-01,AI Infra工程师,PyTorch,23,10,0.434783,46,21,0.456522
2025-02,AI Infra工程师,PyTorch,22,13,0.590909,68,34,0.5
2025-03,AI Infra工程师,PyTorch,22,10,0.454545,90,44,0.488889
2025-04,AI Infra工程师,PyTorch,19,9,0.473684,109,53,0.486239
2025-05,AI Infra工程师,PyTorch,23,13,0.565217,132,66,0.5
2025-06,AI Infra工程师,PyTorch,21,10,0.47619,153,76,0.496732
2025-07,AI Infra工程师,PyTorch,23,12,0.521739,176,88,0.5
2025-08,AI Infra工程师,PyTorch,23,12,0.521739,199,100,0.502513
2025-09,AI Infra工程师,PyTorch,23,10,0.434783,222,110,0.495495
2025-10,AI Infra工程师,PyTorch,20,8,0.4,242,118,0.487603
2025-11,AI Infra工程师,PyTorch,23,11,0.478261,265,129,0.486792
2025-12,AI Infra工程师,PyTorch,20,7,0.35,285,136,0.477193
2026-01,AI Infra工程师,PyTorch,22,11,0.5,307,147,0.478827
2026-02,AI Infra工程师,PyTorch,21,9,0.428571,328,156,0.47561
2026-03,AI Infra工程师,PyTorch,20,8,0.4,348,164,0.471264
2026-04,AI Infra工程师,PyTorch,22,10,0.454545,370,174,0.47027
