month,skill,kg_display_skill,standard_job,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,job_first_seen_month,skill_first_seen_month,months_since_skill_first_seen,is_first_seen_job,is_new_job_for_skill,covered_job_count_this_month,cumulative_covered_job_count,monthly_frequency_change,cumulative_frequency_change,is_left_censored,updated_at
2026-03,Machine Learning,AI,驱动开发工程师,19,6,0.315789,330,159,0.481818,2024-12,2024-12,15,1,0,28,35,-0.234211,-0.010143,1,2026-08-08T05:14:20+00:00
2026-04,Machine Learning,AI,驱动开发工程师,20,9,0.45,350,168,0.48,2024-12,2024-12,16,1,0,31,35,0.134211,-0.001818,1,2026-08-08T05:14:20+00:00
2026-05,Machine Learning,AI,驱动开发工程师,22,11,0.5,372,179,0.481183,2024-12,2024-12,17,1,0,29,35,0.05,0.001183,1,2026-08-08T05:14:20+00:00
2026-06,Machine Learning,AI,驱动开发工程师,22,12,0.545455,394,191,0.484772,2024-12,2024-12,18,1,0,32,35,0.045455,0.003589,1,2026-08-08T05:14:20+00:00
2026-07,Machine Learning,AI,驱动开发工程师,22,10,0.454545,416,201,0.483173,2024-12,2024-12,19,1,0,33,35,-0.09091,-0.001599,1,2026-08-08T05:14:20+00:00
2024-12,Megatron,大模型,AI Infra工程师,23,10,0.434783,23,10,0.434783,2024-12,2024-12,0,1,1,2,2,0.434783,0.434783,1,2026-08-08T05:14:20+00:00
2025-01,Megatron,大模型,AI Infra工程师,23,8,0.347826,46,18,0.391304,2024-12,2024-12,1,1,0,3,3,-0.086957,-0.043479,1,2026-08-08T05:14:20+00:00
2025-02,Megatron,大模型,AI Infra工程师,22,10,0.454545,68,28,0.411765,2024-12,2024-12,2,1,0,5,5,0.106719,0.020461,1,2026-08-08T05:14:20+00:00
2025-03,Megatron,大模型,AI Infra工程师,22,10,0.454545,90,38,0.422222,2024-12,2024-12,3,1,0,5,5,0.0,0.010457,1,2026-08-08T05:14:20+00:00
2025-04,Megatron,大模型,AI Infra工程师,19,8,0.421053,109,46,0.422018,2024-12,2024-12,4,1,0,5,5,-0.033492,-0.000204,1,2026-08-08T05:14:20+00:00
2025-05,Megatron,大模型,AI Infra工程师,23,12,0.521739,132,58,0.439394,2024-12,2024-12,5,1,0,5,5,0.100686,0.017376,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,AI Infra工程师,21,9,0.428571,153,67,0.437908,2024-12,2024-12,6,1,0,6,6,-0.093168,-0.001486,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,AI Infra工程师,23,10,0.434783,176,77,0.4375,2024-12,2024-12,7,1,0,6,6,0.006212,-0.000408,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,AI Infra工程师,23,10,0.434783,199,87,0.437186,2024-12,2024-12,8,1,0,7,7,0.0,-0.000314,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,AI Infra工程师,23,11,0.478261,222,98,0.441441,2024-12,2024-12,9,1,0,7,7,0.043478,0.004255,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,AI Infra工程师,20,8,0.4,242,106,0.438017,2024-12,2024-12,10,1,0,7,7,-0.078261,-0.003424,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,AI Infra工程师,23,8,0.347826,265,114,0.430189,2024-12,2024-12,11,1,0,7,7,-0.052174,-0.007828,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,AI Infra工程师,20,9,0.45,285,123,0.431579,2024-12,2024-12,12,1,0,7,7,0.102174,0.00139,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,AI Infra工程师,22,9,0.409091,307,132,0.429967,2024-12,2024-12,13,1,0,7,7,-0.040909,-0.001612,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,AI Infra工程师,21,10,0.47619,328,142,0.432927,2024-12,2024-12,14,1,0,8,8,0.067099,0.00296,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,AI Infra工程师,20,10,0.5,348,152,0.436782,2024-12,2024-12,15,1,0,8,9,0.02381,0.003855,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,AI Infra工程师,22,6,0.272727,370,158,0.427027,2024-12,2024-12,16,1,0,7,9,-0.227273,-0.009755,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,AI Infra工程师,19,7,0.368421,389,165,0.424165,2024-12,2024-12,17,1,0,8,9,0.095694,-0.002862,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,AI Infra工程师,20,8,0.4,409,173,0.422983,2024-12,2024-12,18,1,0,7,9,0.031579,-0.001182,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,AI Infra工程师,22,9,0.409091,431,182,0.422274,2024-12,2024-12,19,1,0,7,9,0.009091,-0.000709,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,DevOps工程师,21,12,0.571429,190,12,0.063158,2025-08,2024-12,8,0,1,7,7,0.571429,0.063158,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,DevOps工程师,19,7,0.368421,209,19,0.090909,2025-08,2024-12,9,0,0,7,7,-0.203008,0.027751,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,DevOps工程师,23,13,0.565217,232,32,0.137931,2025-08,2024-12,10,0,0,7,7,0.196796,0.047022,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,DevOps工程师,22,11,0.5,254,43,0.169291,2025-08,2024-12,11,0,0,7,7,-0.065217,0.03136,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,DevOps工程师,21,12,0.571429,275,55,0.2,2025-08,2024-12,12,0,0,7,7,0.071429,0.030709,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,DevOps工程师,21,9,0.428571,296,64,0.216216,2025-08,2024-12,13,0,0,7,7,-0.142858,0.016216,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,DevOps工程师,22,12,0.545455,318,76,0.238994,2025-08,2024-12,14,0,0,8,8,0.116884,0.022778,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,DevOps工程师,21,10,0.47619,339,86,0.253687,2025-08,2024-12,15,0,0,8,9,-0.069265,0.014693,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,DevOps工程师,20,10,0.5,359,96,0.267409,2025-08,2024-12,16,0,0,7,9,0.02381,0.013722,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,DevOps工程师,19,10,0.526316,378,106,0.280423,2025-08,2024-12,17,0,0,8,9,0.026316,0.013014,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,DevOps工程师,20,11,0.55,398,117,0.29397,2025-08,2024-12,18,0,0,7,9,0.023684,0.013547,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,DevOps工程师,20,8,0.4,418,125,0.299043,2025-08,2024-12,19,0,0,7,9,-0.15,0.005073,1,2026-08-08T05:14:20+00:00
2025-02,Megatron,大模型,NLP算法工程师,19,11,0.578947,60,11,0.183333,2025-02,2024-12,2,0,1,5,5,0.578947,0.183333,1,2026-08-08T05:14:20+00:00
2025-03,Megatron,大模型,NLP算法工程师,22,10,0.454545,82,21,0.256098,2025-02,2024-12,3,0,0,5,5,-0.124402,0.072765,1,2026-08-08T05:14:20+00:00
2025-04,Megatron,大模型,NLP算法工程师,22,12,0.545455,104,33,0.317308,2025-02,2024-12,4,0,0,5,5,0.09091,0.06121,1,2026-08-08T05:14:20+00:00
2025-05,Megatron,大模型,NLP算法工程师,22,10,0.454545,126,43,0.34127,2025-02,2024-12,5,0,0,5,5,-0.09091,0.023962,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,NLP算法工程师,22,9,0.409091,148,52,0.351351,2025-02,2024-12,6,0,0,6,6,-0.045454,0.010081,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,NLP算法工程师,23,13,0.565217,171,65,0.380117,2025-02,2024-12,7,0,0,6,6,0.156126,0.028766,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,NLP算法工程师,19,8,0.421053,190,73,0.384211,2025-02,2024-12,8,0,0,7,7,-0.144164,0.004094,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,NLP算法工程师,19,10,0.526316,209,83,0.397129,2025-02,2024-12,9,0,0,7,7,0.105263,0.012918,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,NLP算法工程师,19,11,0.578947,228,94,0.412281,2025-02,2024-12,10,0,0,7,7,0.052631,0.015152,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,NLP算法工程师,20,9,0.45,248,103,0.415323,2025-02,2024-12,11,0,0,7,7,-0.128947,0.003042,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,NLP算法工程师,22,9,0.409091,270,112,0.414815,2025-02,2024-12,12,0,0,7,7,-0.040909,-0.000508,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,NLP算法工程师,23,12,0.521739,293,124,0.423208,2025-02,2024-12,13,0,0,7,7,0.112648,0.008393,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,NLP算法工程师,19,8,0.421053,312,132,0.423077,2025-02,2024-12,14,0,0,8,8,-0.100686,-0.000131,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,NLP算法工程师,23,10,0.434783,335,142,0.423881,2025-02,2024-12,15,0,0,8,9,0.01373,0.000804,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,NLP算法工程师,23,13,0.565217,358,155,0.432961,2025-02,2024-12,16,0,0,7,9,0.130434,0.00908,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,NLP算法工程师,21,12,0.571429,379,167,0.440633,2025-02,2024-12,17,0,0,8,9,0.006212,0.007672,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,NLP算法工程师,19,10,0.526316,398,177,0.444724,2025-02,2024-12,18,0,0,7,9,-0.045113,0.004091,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,NLP算法工程师,22,12,0.545455,420,189,0.45,2025-02,2024-12,19,0,0,7,9,0.019139,0.005276,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,云计算工程师,23,12,0.521739,150,12,0.08,2025-06,2024-12,6,0,1,6,6,0.521739,0.08,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,云计算工程师,22,9,0.409091,172,21,0.122093,2025-06,2024-12,7,0,0,6,6,-0.112648,0.042093,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,云计算工程师,21,9,0.428571,193,30,0.15544,2025-06,2024-12,8,0,0,7,7,0.01948,0.033347,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,云计算工程师,20,8,0.4,213,38,0.178404,2025-06,2024-12,9,0,0,7,7,-0.028571,0.022964,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,云计算工程师,23,10,0.434783,236,48,0.20339,2025-06,2024-12,10,0,0,7,7,0.034783,0.024986,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,云计算工程师,19,9,0.473684,255,57,0.223529,2025-06,2024-12,11,0,0,7,7,0.038901,0.020139,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,云计算工程师,20,9,0.45,275,66,0.24,2025-06,2024-12,12,0,0,7,7,-0.023684,0.016471,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,云计算工程师,23,11,0.478261,298,77,0.258389,2025-06,2024-12,13,0,0,7,7,0.028261,0.018389,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,云计算工程师,19,11,0.578947,317,88,0.277603,2025-06,2024-12,14,0,0,8,8,0.100686,0.019214,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,云计算工程师,22,10,0.454545,339,98,0.289086,2025-06,2024-12,15,0,0,8,9,-0.124402,0.011483,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,云计算工程师,21,10,0.47619,360,108,0.3,2025-06,2024-12,16,0,0,7,9,0.021645,0.010914,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,云计算工程师,22,8,0.363636,382,116,0.303665,2025-06,2024-12,17,0,0,8,9,-0.112554,0.003665,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,云计算工程师,21,12,0.571429,403,128,0.317618,2025-06,2024-12,18,0,0,7,9,0.207793,0.013953,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,云计算工程师,19,10,0.526316,422,138,0.327014,2025-06,2024-12,19,0,0,7,9,-0.045113,0.009396,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,后端开发工程师,19,1,0.052632,331,1,0.003021,2026-03,2024-12,15,0,1,8,9,0.052632,0.003021,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,后端开发工程师,23,0,0.0,354,1,0.002825,2026-03,2024-12,16,0,0,7,9,-0.052632,-0.000196,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,后端开发工程师,22,0,0.0,376,1,0.00266,2026-03,2024-12,17,0,0,8,9,0.0,-0.000165,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,后端开发工程师,22,0,0.0,398,1,0.002513,2026-03,2024-12,18,0,0,7,9,0.0,-0.000147,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,后端开发工程师,21,0,0.0,419,1,0.002387,2026-03,2024-12,19,0,0,7,9,0.0,-0.000126,1,2026-08-08T05:14:20+00:00
2025-01,Megatron,大模型,多模态算法工程师,19,10,0.526316,40,10,0.25,2025-01,2024-12,1,0,1,3,3,0.526316,0.25,1,2026-08-08T05:14:20+00:00
2025-02,Megatron,大模型,多模态算法工程师,23,12,0.521739,63,22,0.349206,2025-01,2024-12,2,0,0,5,5,-0.004577,0.099206,1,2026-08-08T05:14:20+00:00
2025-03,Megatron,大模型,多模态算法工程师,22,9,0.409091,85,31,0.364706,2025-01,2024-12,3,0,0,5,5,-0.112648,0.0155,1,2026-08-08T05:14:20+00:00
2025-04,Megatron,大模型,多模态算法工程师,22,11,0.5,107,42,0.392523,2025-01,2024-12,4,0,0,5,5,0.090909,0.027817,1,2026-08-08T05:14:20+00:00
2025-05,Megatron,大模型,多模态算法工程师,22,9,0.409091,129,51,0.395349,2025-01,2024-12,5,0,0,5,5,-0.090909,0.002826,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,多模态算法工程师,22,9,0.409091,151,60,0.397351,2025-01,2024-12,6,0,0,6,6,0.0,0.002002,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,多模态算法工程师,19,10,0.526316,170,70,0.411765,2025-01,2024-12,7,0,0,6,6,0.117225,0.014414,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,多模态算法工程师,20,10,0.5,190,80,0.421053,2025-01,2024-12,8,0,0,7,7,-0.026316,0.009288,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,多模态算法工程师,19,8,0.421053,209,88,0.421053,2025-01,2024-12,9,0,0,7,7,-0.078947,0.0,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,多模态算法工程师,19,9,0.473684,228,97,0.425439,2025-01,2024-12,10,0,0,7,7,0.052631,0.004386,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,多模态算法工程师,22,9,0.409091,250,106,0.424,2025-01,2024-12,11,0,0,7,7,-0.064593,-0.001439,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,多模态算法工程师,21,10,0.47619,271,116,0.428044,2025-01,2024-12,12,0,0,7,7,0.067099,0.004044,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,多模态算法工程师,23,10,0.434783,294,126,0.428571,2025-01,2024-12,13,0,0,7,7,-0.041407,0.000527,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,多模态算法工程师,22,11,0.5,316,137,0.433544,2025-01,2024-12,14,0,0,8,8,0.065217,0.004973,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,多模态算法工程师,20,7,0.35,336,144,0.428571,2025-01,2024-12,15,0,0,8,9,-0.15,-0.004973,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,多模态算法工程师,20,10,0.5,356,154,0.432584,2025-01,2024-12,16,0,0,7,9,0.15,0.004013,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,多模态算法工程师,20,9,0.45,376,163,0.433511,2025-01,2024-12,17,0,0,8,9,-0.05,0.000927,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,多模态算法工程师,23,10,0.434783,399,173,0.433584,2025-01,2024-12,18,0,0,7,9,-0.015217,7.3e-05,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,多模态算法工程师,20,8,0.4,419,181,0.431981,2025-01,2024-12,19,0,0,7,9,-0.034783,-0.001603,1,2026-08-08T05:14:20+00:00
2024-12,Megatron,大模型,大模型算法工程师,19,7,0.368421,19,7,0.368421,2024-12,2024-12,0,1,1,2,2,0.368421,0.368421,1,2026-08-08T05:14:20+00:00
2025-01,Megatron,大模型,大模型算法工程师,21,9,0.428571,40,16,0.4,2024-12,2024-12,1,1,0,3,3,0.06015,0.031579,1,2026-08-08T05:14:20+00:00
2025-02,Megatron,大模型,大模型算法工程师,21,8,0.380952,61,24,0.393443,2024-12,2024-12,2,1,0,5,5,-0.047619,-0.006557,1,2026-08-08T05:14:20+00:00
2025-03,Megatron,大模型,大模型算法工程师,22,10,0.454545,83,34,0.409639,2024-12,2024-12,3,1,0,5,5,0.073593,0.016196,1,2026-08-08T05:14:20+00:00
2025-04,Megatron,大模型,大模型算法工程师,19,8,0.421053,102,42,0.411765,2024-12,2024-12,4,1,0,5,5,-0.033492,0.002126,1,2026-08-08T05:14:20+00:00
2025-05,Megatron,大模型,大模型算法工程师,21,9,0.428571,123,51,0.414634,2024-12,2024-12,5,1,0,5,5,0.007518,0.002869,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,大模型算法工程师,22,9,0.409091,145,60,0.413793,2024-12,2024-12,6,1,0,6,6,-0.01948,-0.000841,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,大模型算法工程师,22,9,0.409091,167,69,0.413174,2024-12,2024-12,7,1,0,6,6,0.0,-0.000619,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,大模型算法工程师,21,9,0.428571,188,78,0.414894,2024-12,2024-12,8,1,0,7,7,0.01948,0.00172,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,大模型算法工程师,22,10,0.454545,210,88,0.419048,2024-12,2024-12,9,1,0,7,7,0.025974,0.004154,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,大模型算法工程师,21,10,0.47619,231,98,0.424242,2024-12,2024-12,10,1,0,7,7,0.021645,0.005194,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,大模型算法工程师,19,8,0.421053,250,106,0.424,2024-12,2024-12,11,1,0,7,7,-0.055137,-0.000242,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,大模型算法工程师,19,8,0.421053,269,114,0.423792,2024-12,2024-12,12,1,0,7,7,0.0,-0.000208,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,大模型算法工程师,23,8,0.347826,292,122,0.417808,2024-12,2024-12,13,1,0,7,7,-0.073227,-0.005984,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,大模型算法工程师,19,8,0.421053,311,130,0.418006,2024-12,2024-12,14,1,0,8,8,0.073227,0.000198,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,大模型算法工程师,23,9,0.391304,334,139,0.416168,2024-12,2024-12,15,1,0,8,9,-0.029749,-0.001838,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,大模型算法工程师,20,10,0.5,354,149,0.420904,2024-12,2024-12,16,1,0,7,9,0.108696,0.004736,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,大模型算法工程师,23,10,0.434783,377,159,0.421751,2024-12,2024-12,17,1,0,8,9,-0.065217,0.000847,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,大模型算法工程师,23,9,0.391304,400,168,0.42,2024-12,2024-12,18,1,0,7,9,-0.043479,-0.001751,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,大模型算法工程师,20,8,0.4,420,176,0.419048,2024-12,2024-12,19,1,0,7,9,0.008696,-0.000952,1,2026-08-08T05:14:20+00:00
2025-02,Megatron,大模型,系统软件工程师,23,12,0.521739,69,12,0.173913,2025-02,2024-12,2,0,1,5,5,0.521739,0.173913,1,2026-08-08T05:14:20+00:00
2025-03,Megatron,大模型,系统软件工程师,20,11,0.55,89,23,0.258427,2025-02,2024-12,3,0,0,5,5,0.028261,0.084514,1,2026-08-08T05:14:20+00:00
2025-04,Megatron,大模型,系统软件工程师,20,10,0.5,109,33,0.302752,2025-02,2024-12,4,0,0,5,5,-0.05,0.044325,1,2026-08-08T05:14:20+00:00
2025-05,Megatron,大模型,系统软件工程师,22,9,0.409091,131,42,0.320611,2025-02,2024-12,5,0,0,5,5,-0.090909,0.017859,1,2026-08-08T05:14:20+00:00
2025-06,Megatron,大模型,系统软件工程师,20,10,0.5,151,52,0.344371,2025-02,2024-12,6,0,0,6,6,0.090909,0.02376,1,2026-08-08T05:14:20+00:00
2025-07,Megatron,大模型,系统软件工程师,21,10,0.47619,172,62,0.360465,2025-02,2024-12,7,0,0,6,6,-0.02381,0.016094,1,2026-08-08T05:14:20+00:00
2025-08,Megatron,大模型,系统软件工程师,22,10,0.454545,194,72,0.371134,2025-02,2024-12,8,0,0,7,7,-0.021645,0.010669,1,2026-08-08T05:14:20+00:00
2025-09,Megatron,大模型,系统软件工程师,23,9,0.391304,217,81,0.373272,2025-02,2024-12,9,0,0,7,7,-0.063241,0.002138,1,2026-08-08T05:14:20+00:00
2025-10,Megatron,大模型,系统软件工程师,21,11,0.52381,238,92,0.386555,2025-02,2024-12,10,0,0,7,7,0.132506,0.013283,1,2026-08-08T05:14:20+00:00
2025-11,Megatron,大模型,系统软件工程师,20,9,0.45,258,101,0.391473,2025-02,2024-12,11,0,0,7,7,-0.07381,0.004918,1,2026-08-08T05:14:20+00:00
2025-12,Megatron,大模型,系统软件工程师,21,12,0.571429,279,113,0.405018,2025-02,2024-12,12,0,0,7,7,0.121429,0.013545,1,2026-08-08T05:14:20+00:00
2026-01,Megatron,大模型,系统软件工程师,21,14,0.666667,300,127,0.423333,2025-02,2024-12,13,0,0,7,7,0.095238,0.018315,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,系统软件工程师,19,10,0.526316,319,137,0.429467,2025-02,2024-12,14,0,0,8,8,-0.140351,0.006134,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,系统软件工程师,20,11,0.55,339,148,0.436578,2025-02,2024-12,15,0,0,8,9,0.023684,0.007111,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,系统软件工程师,22,12,0.545455,361,160,0.443213,2025-02,2024-12,16,0,0,7,9,-0.004545,0.006635,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,系统软件工程师,21,9,0.428571,382,169,0.442408,2025-02,2024-12,17,0,0,8,9,-0.116884,-0.000805,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,系统软件工程师,22,10,0.454545,404,179,0.443069,2025-02,2024-12,18,0,0,7,9,0.025974,0.000661,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,系统软件工程师,20,10,0.5,424,189,0.445755,2025-02,2024-12,19,0,0,7,9,0.045455,0.002686,1,2026-08-08T05:14:20+00:00
2026-02,Megatron,大模型,解决方案工程师,23,1,0.043478,314,1,0.003185,2026-02,2024-12,14,0,1,8,8,0.043478,0.003185,1,2026-08-08T05:14:20+00:00
2026-03,Megatron,大模型,解决方案工程师,21,0,0.0,335,1,0.002985,2026-02,2024-12,15,0,0,8,9,-0.043478,-0.0002,1,2026-08-08T05:14:20+00:00
2026-04,Megatron,大模型,解决方案工程师,23,0,0.0,358,1,0.002793,2026-02,2024-12,16,0,0,7,9,0.0,-0.000192,1,2026-08-08T05:14:20+00:00
2026-05,Megatron,大模型,解决方案工程师,19,1,0.052632,377,2,0.005305,2026-02,2024-12,17,0,0,8,9,0.052632,0.002512,1,2026-08-08T05:14:20+00:00
2026-06,Megatron,大模型,解决方案工程师,19,0,0.0,396,2,0.005051,2026-02,2024-12,18,0,0,7,9,-0.052632,-0.000254,1,2026-08-08T05:14:20+00:00
2026-07,Megatron,大模型,解决方案工程师,21,0,0.0,417,2,0.004796,2026-02,2024-12,19,0,0,7,9,0.0,-0.000255,1,2026-08-08T05:14:20+00:00
2024-12,MongoDB,数据工程,AI Agent应用工程师,20,2,0.1,20,2,0.1,2024-12,2024-12,0,1,1,6,6,0.1,0.1,1,2026-08-08T05:14:20+00:00
2025-01,MongoDB,数据工程,AI Agent应用工程师,22,0,0.0,42,2,0.047619,2024-12,2024-12,1,1,0,4,6,-0.1,-0.052381,1,2026-08-08T05:14:20+00:00
2025-02,MongoDB,数据工程,AI Agent应用工程师,22,0,0.0,64,2,0.03125,2024-12,2024-12,2,1,0,5,8,0.0,-0.016369,1,2026-08-08T05:14:20+00:00
2025-03,MongoDB,数据工程,AI Agent应用工程师,21,0,0.0,85,2,0.023529,2024-12,2024-12,3,1,0,7,9,0.0,-0.007721,1,2026-08-08T05:14:20+00:00
2025-04,MongoDB,数据工程,AI Agent应用工程师,20,1,0.05,105,3,0.028571,2024-12,2024-12,4,1,0,8,9,0.05,0.005042,1,2026-08-08T05:14:20+00:00
2025-05,MongoDB,数据工程,AI Agent应用工程师,21,0,0.0,126,3,0.02381,2024-12,2024-12,5,1,0,5,9,-0.05,-0.004761,1,2026-08-08T05:14:20+00:00
2025-06,MongoDB,数据工程,AI Agent应用工程师,23,0,0.0,149,3,0.020134,2024-12,2024-12,6,1,0,3,9,0.0,-0.003676,1,2026-08-08T05:14:20+00:00
2025-07,MongoDB,数据工程,AI Agent应用工程师,22,0,0.0,171,3,0.017544,2024-12,2024-12,7,1,0,3,9,0.0,-0.00259,1,2026-08-08T05:14:20+00:00
2025-08,MongoDB,数据工程,AI Agent应用工程师,22,0,0.0,193,3,0.015544,2024-12,2024-12,8,1,0,7,11,0.0,-0.002,1,2026-08-08T05:14:20+00:00
2025-09,MongoDB,数据工程,AI Agent应用工程师,21,1,0.047619,214,4,0.018692,2024-12,2024-12,9,1,0,3,11,0.047619,0.003148,1,2026-08-08T05:14:20+00:00
2025-10,MongoDB,数据工程,AI Agent应用工程师,23,0,0.0,237,4,0.016878,2024-12,2024-12,10,1,0,2,11,-0.047619,-0.001814,1,2026-08-08T05:14:20+00:00
2025-11,MongoDB,数据工程,AI Agent应用工程师,21,0,0.0,258,4,0.015504,2024-12,2024-12,11,1,0,5,12,0.0,-0.001374,1,2026-08-08T05:14:20+00:00
2025-12,MongoDB,数据工程,AI Agent应用工程师,20,0,0.0,278,4,0.014388,2024-12,2024-12,12,1,0,4,12,0.0,-0.001116,1,2026-08-08T05:14:20+00:00
2026-01,MongoDB,数据工程,AI Agent应用工程师,20,0,0.0,298,4,0.013423,2024-12,2024-12,13,1,0,5,12,0.0,-0.000965,1,2026-08-08T05:14:20+00:00
2026-02,MongoDB,数据工程,AI Agent应用工程师,20,0,0.0,318,4,0.012579,2024-12,2024-12,14,1,0,5,12,0.0,-0.000844,1,2026-08-08T05:14:20+00:00
2026-03,MongoDB,数据工程,AI Agent应用工程师,19,0,0.0,337,4,0.011869,2024-12,2024-12,15,1,0,7,13,0.0,-0.00071,1,2026-08-08T05:14:20+00:00
