month,skill,kg_display_skill,standard_job,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,job_first_seen_month,skill_first_seen_month,months_since_skill_first_seen,is_first_seen_job,is_new_job_for_skill,covered_job_count_this_month,cumulative_covered_job_count,monthly_frequency_change,cumulative_frequency_change,is_left_censored,updated_at
2026-01,Go,编程语言,前端开发工程师,3,1,0.333333,30,15,0.5,2024-12,2024-12,13,1,0,24,38,-0.166667,-0.018519,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,前端开发工程师,4,1,0.25,34,16,0.470588,2024-12,2024-12,14,1,0,29,38,-0.083333,-0.029412,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,前端开发工程师,4,1,0.25,38,17,0.447368,2024-12,2024-12,15,1,0,26,38,0.0,-0.02322,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,前端开发工程师,4,2,0.5,42,19,0.452381,2024-12,2024-12,16,1,0,25,38,0.25,0.005013,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,前端开发工程师,4,2,0.5,46,21,0.456522,2024-12,2024-12,17,1,0,26,38,0.0,0.004141,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,前端开发工程师,5,1,0.2,51,22,0.431373,2024-12,2024-12,18,1,0,25,38,-0.3,-0.025149,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,前端开发工程师,5,2,0.4,56,24,0.428571,2024-12,2024-12,19,1,0,24,38,0.2,-0.002802,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,后端开发工程师,2,1,0.5,2,1,0.5,2024-12,2024-12,0,1,1,28,28,0.5,0.5,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,后端开发工程师,1,1,1.0,3,2,0.666667,2024-12,2024-12,1,1,0,32,33,0.5,0.166667,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,后端开发工程师,1,1,1.0,4,3,0.75,2024-12,2024-12,2,1,0,28,35,0.0,0.083333,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,后端开发工程师,1,1,1.0,5,4,0.8,2024-12,2024-12,3,1,0,24,35,0.0,0.05,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,后端开发工程师,1,1,1.0,6,5,0.833333,2024-12,2024-12,4,1,0,26,35,0.0,0.033333,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,后端开发工程师,1,1,1.0,7,6,0.857143,2024-12,2024-12,5,1,0,32,36,0.0,0.02381,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,后端开发工程师,2,1,0.5,9,7,0.777778,2024-12,2024-12,6,1,0,30,36,-0.5,-0.079365,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,后端开发工程师,2,1,0.5,11,8,0.727273,2024-12,2024-12,7,1,0,25,36,0.0,-0.050505,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,后端开发工程师,2,1,0.5,13,9,0.692308,2024-12,2024-12,9,1,0,24,37,0.0,-0.034965,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,后端开发工程师,2,1,0.5,15,10,0.666667,2024-12,2024-12,10,1,0,25,37,0.0,-0.025641,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,后端开发工程师,3,2,0.666667,18,12,0.666667,2024-12,2024-12,11,1,0,25,37,0.166667,0.0,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,后端开发工程师,2,1,0.5,20,13,0.65,2024-12,2024-12,12,1,0,29,38,-0.166667,-0.016667,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,后端开发工程师,2,1,0.5,22,14,0.636364,2024-12,2024-12,13,1,0,24,38,0.0,-0.013636,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,后端开发工程师,3,1,0.333333,25,15,0.6,2024-12,2024-12,14,1,0,29,38,-0.166667,-0.036364,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,后端开发工程师,3,2,0.666667,28,17,0.607143,2024-12,2024-12,15,1,0,26,38,0.333334,0.007143,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,后端开发工程师,3,2,0.666667,31,19,0.612903,2024-12,2024-12,16,1,0,25,38,0.0,0.00576,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,后端开发工程师,4,2,0.5,35,21,0.6,2024-12,2024-12,18,1,0,25,38,-0.166667,-0.012903,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,后端开发工程师,3,1,0.333333,38,22,0.578947,2024-12,2024-12,19,1,0,24,38,-0.166667,-0.021053,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,大模型测试工程师,2,2,1.0,2,2,1.0,2024-12,2024-12,0,1,1,28,28,1.0,1.0,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,大模型测试工程师,1,1,1.0,3,3,1.0,2024-12,2024-12,1,1,0,32,33,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,大模型测试工程师,2,1,0.5,5,4,0.8,2024-12,2024-12,2,1,0,28,35,-0.5,-0.2,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,大模型测试工程师,1,1,1.0,6,5,0.833333,2024-12,2024-12,3,1,0,24,35,0.5,0.033333,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,大模型测试工程师,1,1,1.0,7,6,0.857143,2024-12,2024-12,5,1,0,32,36,0.0,0.02381,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,大模型测试工程师,2,1,0.5,9,7,0.777778,2024-12,2024-12,6,1,0,30,36,-0.5,-0.079365,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,大模型测试工程师,2,1,0.5,11,8,0.727273,2024-12,2024-12,7,1,0,25,36,0.0,-0.050505,1,2026-08-08T05:27:55+00:00
2025-08,Go,编程语言,大模型测试工程师,2,1,0.5,13,9,0.692308,2024-12,2024-12,8,1,0,21,36,0.0,-0.034965,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,大模型测试工程师,2,1,0.5,15,10,0.666667,2024-12,2024-12,9,1,0,24,37,0.0,-0.025641,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,大模型测试工程师,2,1,0.5,17,11,0.647059,2024-12,2024-12,10,1,0,25,37,0.0,-0.019608,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,大模型测试工程师,2,1,0.5,19,12,0.631579,2024-12,2024-12,11,1,0,25,37,0.0,-0.01548,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,大模型测试工程师,2,1,0.5,21,13,0.619048,2024-12,2024-12,12,1,0,29,38,0.0,-0.012531,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,大模型测试工程师,3,2,0.666667,24,15,0.625,2024-12,2024-12,13,1,0,24,38,0.166667,0.005952,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,大模型测试工程师,3,2,0.666667,27,17,0.62963,2024-12,2024-12,14,1,0,29,38,0.0,0.00463,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,大模型测试工程师,3,2,0.666667,30,19,0.633333,2024-12,2024-12,15,1,0,26,38,0.0,0.003703,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,大模型测试工程师,3,2,0.666667,33,21,0.636364,2024-12,2024-12,16,1,0,25,38,0.0,0.003031,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,大模型测试工程师,3,2,0.666667,36,23,0.638889,2024-12,2024-12,17,1,0,26,38,0.0,0.002525,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,大模型测试工程师,4,2,0.5,40,25,0.625,2024-12,2024-12,18,1,0,25,38,-0.166667,-0.013889,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,大模型测试工程师,4,2,0.5,44,27,0.613636,2024-12,2024-12,19,1,0,24,38,0.0,-0.011364,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,安全工程师,2,2,1.0,2,2,1.0,2024-12,2024-12,0,1,1,28,28,1.0,1.0,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,安全工程师,2,1,0.5,4,3,0.75,2024-12,2024-12,1,1,0,32,33,-0.5,-0.25,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,安全工程师,3,1,0.333333,7,4,0.571429,2024-12,2024-12,2,1,0,28,35,-0.166667,-0.178571,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,安全工程师,2,1,0.5,9,5,0.555556,2024-12,2024-12,3,1,0,24,35,0.166667,-0.015873,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,安全工程师,2,1,0.5,11,6,0.545455,2024-12,2024-12,4,1,0,26,35,0.0,-0.010101,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,安全工程师,1,1,1.0,12,7,0.583333,2024-12,2024-12,5,1,0,32,36,0.5,0.037878,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,安全工程师,1,1,1.0,13,8,0.615385,2024-12,2024-12,6,1,0,30,36,0.0,0.032052,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,安全工程师,2,1,0.5,15,9,0.6,2024-12,2024-12,7,1,0,25,36,-0.5,-0.015385,1,2026-08-08T05:27:55+00:00
2025-08,Go,编程语言,安全工程师,2,1,0.5,17,10,0.588235,2024-12,2024-12,8,1,0,21,36,0.0,-0.011765,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,安全工程师,2,1,0.5,19,11,0.578947,2024-12,2024-12,9,1,0,24,37,0.0,-0.009288,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,安全工程师,2,2,1.0,21,13,0.619048,2024-12,2024-12,10,1,0,25,37,0.5,0.040101,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,安全工程师,2,1,0.5,23,14,0.608696,2024-12,2024-12,11,1,0,25,37,-0.5,-0.010352,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,安全工程师,1,1,1.0,24,15,0.625,2024-12,2024-12,12,1,0,29,38,0.5,0.016304,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,安全工程师,1,1,1.0,25,16,0.64,2024-12,2024-12,13,1,0,24,38,0.0,0.015,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,安全工程师,2,2,1.0,27,18,0.666667,2024-12,2024-12,14,1,0,29,38,0.0,0.026667,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,安全工程师,2,1,0.5,29,19,0.655172,2024-12,2024-12,15,1,0,26,38,-0.5,-0.011495,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,安全工程师,2,2,1.0,31,21,0.677419,2024-12,2024-12,16,1,0,25,38,0.5,0.022247,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,安全工程师,2,1,0.5,33,22,0.666667,2024-12,2024-12,17,1,0,26,38,-0.5,-0.010752,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,安全工程师,1,1,1.0,34,23,0.676471,2024-12,2024-12,18,1,0,25,38,0.5,0.009804,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,安全工程师,1,1,1.0,35,24,0.685714,2024-12,2024-12,19,1,0,24,38,0.0,0.009243,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,广告算法工程师,2,1,0.5,2,1,0.5,2024-12,2024-12,0,1,1,28,28,0.5,0.5,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,广告算法工程师,2,1,0.5,4,2,0.5,2024-12,2024-12,1,1,0,32,33,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,广告算法工程师,1,1,1.0,5,3,0.6,2024-12,2024-12,2,1,0,28,35,0.5,0.1,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,广告算法工程师,1,1,1.0,6,4,0.666667,2024-12,2024-12,3,1,0,24,35,0.0,0.066667,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,广告算法工程师,1,1,1.0,7,5,0.714286,2024-12,2024-12,4,1,0,26,35,0.0,0.047619,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,广告算法工程师,1,1,1.0,8,6,0.75,2024-12,2024-12,5,1,0,32,36,0.0,0.035714,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,广告算法工程师,2,1,0.5,10,7,0.7,2024-12,2024-12,6,1,0,30,36,-0.5,-0.05,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,广告算法工程师,2,1,0.5,12,8,0.666667,2024-12,2024-12,7,1,0,25,36,0.0,-0.033333,1,2026-08-08T05:27:55+00:00
2025-08,Go,编程语言,广告算法工程师,2,1,0.5,14,9,0.642857,2024-12,2024-12,8,1,0,21,36,0.0,-0.02381,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,广告算法工程师,2,1,0.5,16,10,0.625,2024-12,2024-12,9,1,0,24,37,0.0,-0.017857,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,广告算法工程师,3,2,0.666667,19,12,0.631579,2024-12,2024-12,10,1,0,25,37,0.166667,0.006579,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,广告算法工程师,3,2,0.666667,22,14,0.636364,2024-12,2024-12,11,1,0,25,37,0.0,0.004785,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,广告算法工程师,3,2,0.666667,25,16,0.64,2024-12,2024-12,12,1,0,29,38,0.0,0.003636,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,广告算法工程师,3,2,0.666667,28,18,0.642857,2024-12,2024-12,14,1,0,29,38,0.0,0.002857,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,广告算法工程师,2,1,0.5,30,19,0.633333,2024-12,2024-12,15,1,0,26,38,-0.166667,-0.009524,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,广告算法工程师,2,1,0.5,32,20,0.625,2024-12,2024-12,16,1,0,25,38,0.0,-0.008333,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,广告算法工程师,1,1,1.0,33,21,0.636364,2024-12,2024-12,17,1,0,26,38,0.5,0.011364,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,广告算法工程师,1,1,1.0,34,22,0.647059,2024-12,2024-12,18,1,0,25,38,0.0,0.010695,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,广告算法工程师,1,1,1.0,35,23,0.657143,2024-12,2024-12,19,1,0,24,38,0.0,0.010084,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,技术支持工程师,4,3,0.75,4,3,0.75,2024-12,2024-12,0,1,1,28,28,0.75,0.75,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,技术支持工程师,3,1,0.333333,7,4,0.571429,2024-12,2024-12,1,1,0,32,33,-0.416667,-0.178571,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,技术支持工程师,3,1,0.333333,10,5,0.5,2024-12,2024-12,2,1,0,28,35,0.0,-0.071429,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,技术支持工程师,3,3,1.0,13,8,0.615385,2024-12,2024-12,3,1,0,24,35,0.666667,0.115385,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,技术支持工程师,3,1,0.333333,16,9,0.5625,2024-12,2024-12,4,1,0,26,35,-0.666667,-0.052885,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,技术支持工程师,3,1,0.333333,19,10,0.526316,2024-12,2024-12,5,1,0,32,36,0.0,-0.036184,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,技术支持工程师,2,1,0.5,21,11,0.52381,2024-12,2024-12,6,1,0,30,36,0.166667,-0.002506,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,技术支持工程师,2,1,0.5,23,12,0.521739,2024-12,2024-12,7,1,0,25,36,0.0,-0.002071,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,技术支持工程师,2,1,0.5,25,13,0.52,2024-12,2024-12,9,1,0,24,37,0.0,-0.001739,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,技术支持工程师,2,1,0.5,27,14,0.518519,2024-12,2024-12,10,1,0,25,37,0.0,-0.001481,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,技术支持工程师,2,1,0.5,29,15,0.517241,2024-12,2024-12,11,1,0,25,37,0.0,-0.001278,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,技术支持工程师,1,1,1.0,30,16,0.533333,2024-12,2024-12,12,1,0,29,38,0.5,0.016092,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,技术支持工程师,1,1,1.0,31,17,0.548387,2024-12,2024-12,13,1,0,24,38,0.0,0.015054,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,技术支持工程师,1,1,1.0,32,18,0.5625,2024-12,2024-12,14,1,0,29,38,0.0,0.014113,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,技术支持工程师,1,1,1.0,33,19,0.575758,2024-12,2024-12,15,1,0,26,38,0.0,0.013258,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,技术支持工程师,2,1,0.5,35,20,0.571429,2024-12,2024-12,17,1,0,26,38,-0.5,-0.004329,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,技术支持工程师,1,1,1.0,36,21,0.583333,2024-12,2024-12,19,1,0,24,38,0.5,0.011904,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,搜索算法工程师,3,1,0.333333,3,1,0.333333,2024-12,2024-12,0,1,1,28,28,0.333333,0.333333,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,搜索算法工程师,2,1,0.5,5,2,0.4,2024-12,2024-12,1,1,0,32,33,0.166667,0.066667,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,搜索算法工程师,3,1,0.333333,8,3,0.375,2024-12,2024-12,6,1,0,30,36,-0.166667,-0.025,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,搜索算法工程师,2,1,0.5,10,4,0.4,2024-12,2024-12,7,1,0,25,36,0.166667,0.025,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,搜索算法工程师,2,1,0.5,12,5,0.416667,2024-12,2024-12,14,1,0,29,38,0.0,0.016667,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,搜索算法工程师,3,1,0.333333,15,6,0.4,2024-12,2024-12,15,1,0,26,38,-0.166667,-0.016667,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,搜索算法工程师,2,1,0.5,17,7,0.411765,2024-12,2024-12,18,1,0,25,38,0.166667,0.011765,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,数据仓库工程师,1,1,1.0,8,1,0.125,2025-09,2024-12,9,0,1,24,37,1.0,0.125,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,数据仓库工程师,1,0,0.0,9,1,0.111111,2025-09,2024-12,10,0,0,25,37,-1.0,-0.013889,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,数据仓库工程师,1,0,0.0,10,1,0.1,2025-09,2024-12,11,0,0,25,37,0.0,-0.011111,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,数据仓库工程师,2,0,0.0,12,1,0.083333,2025-09,2024-12,12,0,0,29,38,0.0,-0.016667,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,数据仓库工程师,2,0,0.0,14,1,0.071429,2025-09,2024-12,13,0,0,24,38,0.0,-0.011904,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,数据仓库工程师,2,0,0.0,16,1,0.0625,2025-09,2024-12,14,0,0,29,38,0.0,-0.008929,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,数据仓库工程师,1,0,0.0,17,1,0.058824,2025-09,2024-12,16,0,0,25,38,0.0,-0.003676,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,数据仓库工程师,1,0,0.0,18,1,0.055556,2025-09,2024-12,17,0,0,26,38,0.0,-0.003268,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,数据仓库工程师,2,0,0.0,20,1,0.05,2025-09,2024-12,19,0,0,24,38,0.0,-0.005556,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,数据库工程师,1,1,1.0,1,1,1.0,2024-12,2024-12,0,1,1,28,28,1.0,1.0,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,数据库工程师,2,2,1.0,3,3,1.0,2024-12,2024-12,1,1,0,32,33,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,数据库工程师,1,1,1.0,4,4,1.0,2024-12,2024-12,5,1,0,32,36,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,数据库工程师,2,1,0.5,6,5,0.833333,2024-12,2024-12,6,1,0,30,36,-0.5,-0.166667,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,数据库工程师,2,2,1.0,8,7,0.875,2024-12,2024-12,7,1,0,25,36,0.5,0.041667,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,数据库工程师,1,1,1.0,9,8,0.888889,2024-12,2024-12,12,1,0,29,38,0.0,0.013889,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,数据库工程师,1,1,1.0,10,9,0.9,2024-12,2024-12,17,1,0,26,38,0.0,0.011111,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,数据开发工程师,2,1,0.5,2,1,0.5,2024-12,2024-12,0,1,1,28,28,0.5,0.5,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,数据开发工程师,2,1,0.5,4,2,0.5,2024-12,2024-12,1,1,0,32,33,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,数据开发工程师,2,1,0.5,6,3,0.5,2024-12,2024-12,3,1,0,24,35,0.0,0.0,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,数据开发工程师,1,1,1.0,7,4,0.571429,2024-12,2024-12,4,1,0,26,35,0.5,0.071429,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,数据开发工程师,1,1,1.0,8,5,0.625,2024-12,2024-12,5,1,0,32,36,0.0,0.053571,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,数据开发工程师,2,1,0.5,10,6,0.6,2024-12,2024-12,6,1,0,30,36,-0.5,-0.025,1,2026-08-08T05:27:55+00:00
2025-07,Go,编程语言,数据开发工程师,2,1,0.5,12,7,0.583333,2024-12,2024-12,7,1,0,25,36,0.0,-0.016667,1,2026-08-08T05:27:55+00:00
2025-08,Go,编程语言,数据开发工程师,2,1,0.5,14,8,0.571429,2024-12,2024-12,8,1,0,21,36,0.0,-0.011904,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,数据开发工程师,2,1,0.5,16,9,0.5625,2024-12,2024-12,9,1,0,24,37,0.0,-0.008929,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,数据开发工程师,2,1,0.5,18,10,0.555556,2024-12,2024-12,10,1,0,25,37,0.0,-0.006944,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,数据开发工程师,1,1,1.0,19,11,0.578947,2024-12,2024-12,11,1,0,25,37,0.5,0.023391,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,数据开发工程师,1,1,1.0,20,12,0.6,2024-12,2024-12,12,1,0,29,38,0.0,0.021053,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,数据开发工程师,2,1,0.5,22,13,0.590909,2024-12,2024-12,13,1,0,24,38,-0.5,-0.009091,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,数据开发工程师,2,1,0.5,24,14,0.583333,2024-12,2024-12,14,1,0,29,38,0.0,-0.007576,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,数据开发工程师,2,1,0.5,26,15,0.576923,2024-12,2024-12,15,1,0,26,38,0.0,-0.00641,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,数据开发工程师,2,1,0.5,28,16,0.571429,2024-12,2024-12,16,1,0,25,38,0.0,-0.005494,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,数据开发工程师,2,1,0.5,30,17,0.566667,2024-12,2024-12,17,1,0,26,38,0.0,-0.004762,1,2026-08-08T05:27:55+00:00
2026-06,Go,编程语言,数据开发工程师,1,1,1.0,31,18,0.580645,2024-12,2024-12,18,1,0,25,38,0.5,0.013978,1,2026-08-08T05:27:55+00:00
2026-07,Go,编程语言,数据开发工程师,2,1,0.5,33,19,0.575758,2024-12,2024-12,19,1,0,24,38,-0.5,-0.004887,1,2026-08-08T05:27:55+00:00
2024-12,Go,编程语言,服务器工程师,1,1,1.0,1,1,1.0,2024-12,2024-12,0,1,1,28,28,1.0,1.0,1,2026-08-08T05:27:55+00:00
2025-01,Go,编程语言,服务器工程师,2,1,0.5,3,2,0.666667,2024-12,2024-12,1,1,0,32,33,-0.5,-0.333333,1,2026-08-08T05:27:55+00:00
2025-02,Go,编程语言,服务器工程师,1,1,1.0,4,3,0.75,2024-12,2024-12,2,1,0,28,35,0.5,0.083333,1,2026-08-08T05:27:55+00:00
2025-03,Go,编程语言,服务器工程师,1,1,1.0,5,4,0.8,2024-12,2024-12,3,1,0,24,35,0.0,0.05,1,2026-08-08T05:27:55+00:00
2025-04,Go,编程语言,服务器工程师,1,1,1.0,6,5,0.833333,2024-12,2024-12,4,1,0,26,35,0.0,0.033333,1,2026-08-08T05:27:55+00:00
2025-05,Go,编程语言,服务器工程师,1,1,1.0,7,6,0.857143,2024-12,2024-12,5,1,0,32,36,0.0,0.02381,1,2026-08-08T05:27:55+00:00
2025-06,Go,编程语言,服务器工程师,2,2,1.0,9,8,0.888889,2024-12,2024-12,6,1,0,30,36,0.0,0.031746,1,2026-08-08T05:27:55+00:00
2025-08,Go,编程语言,服务器工程师,3,1,0.333333,12,9,0.75,2024-12,2024-12,8,1,0,21,36,-0.666667,-0.138889,1,2026-08-08T05:27:55+00:00
2025-09,Go,编程语言,服务器工程师,2,1,0.5,14,10,0.714286,2024-12,2024-12,9,1,0,24,37,0.166667,-0.035714,1,2026-08-08T05:27:55+00:00
2025-10,Go,编程语言,服务器工程师,3,1,0.333333,17,11,0.647059,2024-12,2024-12,10,1,0,25,37,-0.166667,-0.067227,1,2026-08-08T05:27:55+00:00
2025-11,Go,编程语言,服务器工程师,3,3,1.0,20,14,0.7,2024-12,2024-12,11,1,0,25,37,0.666667,0.052941,1,2026-08-08T05:27:55+00:00
2025-12,Go,编程语言,服务器工程师,3,1,0.333333,23,15,0.652174,2024-12,2024-12,12,1,0,29,38,-0.666667,-0.047826,1,2026-08-08T05:27:55+00:00
2026-01,Go,编程语言,服务器工程师,2,1,0.5,25,16,0.64,2024-12,2024-12,13,1,0,24,38,0.166667,-0.012174,1,2026-08-08T05:27:55+00:00
2026-02,Go,编程语言,服务器工程师,2,1,0.5,27,17,0.62963,2024-12,2024-12,14,1,0,29,38,0.0,-0.01037,1,2026-08-08T05:27:55+00:00
2026-03,Go,编程语言,服务器工程师,2,2,1.0,29,19,0.655172,2024-12,2024-12,15,1,0,26,38,0.5,0.025542,1,2026-08-08T05:27:55+00:00
2026-04,Go,编程语言,服务器工程师,3,1,0.333333,32,20,0.625,2024-12,2024-12,16,1,0,25,38,-0.666667,-0.030172,1,2026-08-08T05:27:55+00:00
2026-05,Go,编程语言,服务器工程师,3,2,0.666667,35,22,0.628571,2024-12,2024-12,17,1,0,26,38,0.333334,0.003571,1,2026-08-08T05:27:55+00:00
