"job_id","month","job_title","government_agency","government_department","assigned_standard_category","assigned_standard_job","assignment_status","assignment_score","assignment_margin","matched_keywords_json","candidate_scores_json","assignment_reason"
"GOV-2024-135000-400110002002","2023-10","空间地理信息处一级主任科员及以下","国家统计局","普查中心","空间信息技术","政府地理信息与空间数据技术岗","assigned","11","10","[{""field"": ""job_title"", ""keywords"": [""地理信息""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""地理信息""], ""weight"": 5}]","[{""standard_job"": ""政府地理信息与空间数据技术岗"", ""score"": 11, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""地理信息""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""地理信息""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135102-400110102002","2023-10","天津调查总队业务处室二级主任科员及以下（1）","国家统计局天津调查总队","国家统计局天津调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135102-400110102003","2023-10","天津调查总队业务处室二级主任科员及以下（2）","国家统计局天津调查总队","国家统计局天津调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103003","2023-10","石家庄调查队综合科室一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","10","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府网络与数据安全岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103004","2023-10","石家庄调查队综合科室一级科员（2）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","10","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府网络与数据安全岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103009","2023-10","保定调查队业务科室一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103010","2023-10","保定调查队业务科室一级科员（2）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103012","2023-10","沧州调查队综合科室一级科员","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103015","2023-10","邯郸调查队业务科室一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103016","2023-10","邯郸调查队业务科室一级科员（2）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103017","2023-10","辛集调查队一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","8","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 2, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103018","2023-10","辛集调查队一级科员（2）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","8","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 2, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103024","2023-10","尚义调查队一级科员","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103028","2023-10","遵化调查队一级科员","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103029","2023-10","乐亭调查队一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103030","2023-10","乐亭调查队一级科员（2）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103031","2023-10","迁安调查队一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","5","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计调查""], ""weight"": 5}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化建设""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135103-400110103044","2023-10","大名调查队一级科员（1）","国家统计局河北调查总队","国家统计局河北调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","7","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 3, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105048","2023-10","内蒙古调查总队业务处室一级主任科员及以下（1）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105049","2023-10","内蒙古调查总队业务处室一级主任科员及以下（2）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105053","2023-10","呼伦贝尔调查队业务科室一级科员（2）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105055","2023-10","呼伦贝尔调查队业务科室一级科员（4）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105059","2023-10","乌海调查队业务科室一级科员","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105060","2023-10","阿拉善调查队业务科室一级科员（1）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105061","2023-10","阿拉善调查队业务科室一级科员（2）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105063","2023-10","新巴尔虎左调查队一级科员（2）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105064","2023-10","莫力达瓦调查队一级科员","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105065","2023-10","科右前调查队一级科员（1）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2024-135105-400110105067","2023-10","科左后调查队一级科员（1）","国家统计局内蒙古调查总队","国家统计局内蒙古调查总队","数据与统计","政府数据治理与统计分析岗","assigned","10","9","[{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 10, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""数据处理"", ""统计分析""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
