month,standard_job,skill,kg_display_skill,lifecycle_status,first_seen_month,last_seen_month,age_months,months_since_last_seen,current_monthly_skill_count,current_monthly_skill_frequency,cumulative_skill_count,cumulative_skill_frequency,recent_3m_skill_count,recent_6m_skill_count,recent_3m_active_months,recent_6m_active_months,prev_3m_skill_count,prev_6m_skill_count,mom_frequency_change,recent_3m_vs_prev_3m_change,recent_6m_frequency_stddev,covered_job_count,recent_3m_covered_job_count,prev_3m_covered_job_count,recent_3m_covered_job_count_change,lifecycle_reason,updated_at
2025-10,政府数字监管与科技执法岗,统计分析,数据与统计,活跃技能,2024-10,2025-10,2,0,4,0.102564,7,0.06422,7,7,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,统计学,数据与统计,活跃技能,2023-10,2025-10,3,0,3,0.076923,14,0.12844,14,14,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,网络工程,网络与基础设施,稳定核心技能,2023-10,2025-10,3,0,28,0.717949,55,0.504587,55,55,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,网络空间安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,14,0.358974,31,0.284404,31,31,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,自动化,智能化技术,衰退技能,2023-10,2024-10,2,1,0,0.0,3,0.027523,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,30,0.769231,85,0.779817,85,85,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,31,0.794872,79,0.724771,79,79,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,通信工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,8,0.205128,15,0.137615,15,15,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,人工智能,智能化技术,活跃技能,2023-10,2025-10,3,0,26,0.063725,77,0.045915,77,77,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,信息化建设,政务信息化,活跃技能,2023-10,2025-10,3,0,10,0.02451,55,0.032797,55,55,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,信息安全,网络与安全,活跃技能,2023-10,2025-10,3,0,28,0.068627,158,0.094216,158,158,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,信息管理与信息系统,政务信息化,活跃技能,2023-10,2025-10,3,0,1,0.002451,68,0.040549,68,68,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,信息系统,政务信息化,活跃技能,2023-10,2025-10,3,0,8,0.019608,145,0.086464,145,145,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,地理信息系统,空间信息技术,活跃技能,2023-10,2025-10,3,0,6,0.014706,10,0.005963,10,10,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,大数据管理与应用,政务信息化,活跃技能,2023-10,2025-10,3,0,31,0.07598,122,0.072749,122,122,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,密码技术,网络与安全,活跃技能,2023-10,2025-10,3,0,9,0.022059,22,0.013119,22,22,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,情报技术,政法信息技术,活跃技能,2024-10,2025-10,2,0,1,0.002451,2,0.001193,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据分析,数据与统计,活跃技能,2023-10,2025-10,3,0,54,0.132353,318,0.189624,318,318,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据处理,数据与统计,稳定核心技能,2023-10,2025-10,3,0,252,0.617647,1107,0.660107,1107,1107,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据安全,网络与安全,新兴技能,2025-10,2025-10,1,0,1,0.002451,1,0.000596,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据治理,数据与统计,衰退技能,2023-10,2024-10,2,1,0,0.0,4,0.002385,4,4,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据科学与大数据技术,数据与统计,活跃技能,2023-10,2025-10,3,0,107,0.262255,348,0.207513,348,348,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据管理,数据与统计,活跃技能,2023-10,2025-10,3,0,31,0.07598,125,0.074538,125,125,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,数据计算及应用,数据与统计,活跃技能,2023-10,2025-10,3,0,32,0.078431,177,0.105546,177,177,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,物联网工程,智能化技术,活跃技能,2023-10,2025-10,3,0,17,0.041667,71,0.042338,71,71,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,电子信息,通信与电子技术,活跃技能,2023-10,2025-10,3,0,68,0.166667,280,0.166965,280,280,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,电子信息工程,通信与电子技术,活跃技能,2024-10,2025-10,2,0,3,0.007353,5,0.002982,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,系统运维,网络与基础设施,活跃技能,2023-10,2025-10,3,0,1,0.002451,99,0.059034,99,99,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,统计分析,数据与统计,稳定核心技能,2023-10,2025-10,3,0,332,0.813725,1178,0.702445,1178,1178,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,统计学,数据与统计,稳定核心技能,2023-10,2025-10,3,0,258,0.632353,1181,0.704234,1181,1181,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,网络工程,网络与基础设施,活跃技能,2023-10,2025-10,3,0,53,0.129902,231,0.137746,231,231,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,网络空间安全,网络与安全,活跃技能,2023-10,2025-10,3,0,33,0.080882,100,0.05963,100,100,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,网络运维,网络与基础设施,活跃技能,2023-10,2025-10,2,0,2,0.004902,3,0.001789,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,自动化,智能化技术,活跃技能,2023-10,2025-10,3,0,6,0.014706,56,0.033393,56,56,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,323,0.791667,1349,0.804413,1349,1349,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,软件工程,软件工程,活跃技能,2023-10,2025-10,3,0,122,0.29902,349,0.20811,349,349,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,通信工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,20,0.04902,74,0.044126,74,74,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数据治理与统计分析岗,遥感技术,空间信息技术,活跃技能,2023-10,2025-10,3,0,11,0.026961,20,0.011926,20,20,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,人工智能,智能化技术,稳定核心技能,2024-10,2025-10,2,0,5,0.833333,10,0.625,10,10,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,信息化建设,政务信息化,衰退技能,2023-10,2023-10,1,2,0,0.0,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,信息安全,网络与安全,新兴技能,2025-10,2025-10,1,0,1,0.166667,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,信息系统,政务信息化,新兴技能,2025-10,2025-10,1,0,1,0.166667,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,地理信息系统,空间信息技术,新兴技能,2025-10,2025-10,1,0,1,0.166667,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,大数据管理与应用,政务信息化,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,数据分析,数据与统计,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,数据科学与大数据技术,数据与统计,稳定核心技能,2024-10,2025-10,2,0,2,0.333333,5,0.3125,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,数据管理,数据与统计,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,物联网工程,智能化技术,活跃技能,2024-10,2025-10,2,0,1,0.166667,2,0.125,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,电子信息,通信与电子技术,稳定核心技能,2024-10,2025-10,2,0,2,0.333333,5,0.3125,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,电子信息工程,通信与电子技术,活跃技能,2024-10,2025-10,2,0,1,0.166667,2,0.125,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,网络工程,网络与基础设施,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,网络空间安全,网络与安全,新兴技能,2025-10,2025-10,1,0,1,0.166667,1,0.0625,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,自动化,智能化技术,稳定核心技能,2023-10,2025-10,3,0,2,0.333333,6,0.375,6,6,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,4,0.666667,13,0.8125,13,13,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,2,0.333333,7,0.4375,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府智能化与自动化技术岗,通信工程,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,1,0.166667,4,0.25,4,4,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,信息安全,网络与安全,新兴技能,2025-10,2025-10,1,0,2,0.4,2,0.2,2,2,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,情报技术,政法信息技术,稳定核心技能,2023-10,2025-10,2,0,2,0.4,3,0.3,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,数据分析,数据与统计,稳定核心技能,2023-10,2025-10,3,0,4,0.8,6,0.6,6,6,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,数据科学与大数据技术,数据与统计,稳定核心技能,2023-10,2025-10,3,0,3,0.6,5,0.5,5,5,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,数据计算及应用,数据与统计,新兴技能,2025-10,2025-10,1,0,2,0.4,2,0.2,2,2,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,3,0.6,6,0.6,6,6,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,系统运维,网络与基础设施,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.1,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,统计学,数据与统计,衰退技能,2023-10,2023-10,1,2,0,0.0,1,0.1,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,网络工程,网络与基础设施,稳定核心技能,2024-10,2025-10,2,0,2,0.4,3,0.3,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,网络空间安全,网络与安全,稳定核心技能,2023-10,2025-10,2,0,1,0.2,4,0.4,4,4,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,自动化,智能化技术,衰退技能,2023-10,2023-10,1,2,0,0.0,1,0.1,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,5,1.0,9,0.9,9,9,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,4,0.8,7,0.7,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府电子数据取证与情报技术岗,通信工程,通信与电子技术,稳定核心技能,2023-10,2025-10,2,0,2,0.4,5,0.5,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,人工智能,智能化技术,活跃技能,2023-10,2025-10,3,0,2,0.076923,10,0.092593,10,10,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,信息化建设,政务信息化,衰退技能,2023-10,2024-10,2,1,0,0.0,2,0.018519,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,信息安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,17,0.653846,88,0.814815,88,88,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,信息系统,政务信息化,活跃技能,2023-10,2025-10,3,0,5,0.192308,11,0.101852,11,11,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,密码技术,网络与安全,活跃技能,2024-10,2025-10,2,0,4,0.153846,6,0.055556,6,6,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,数据分析,数据与统计,活跃技能,2024-10,2025-10,2,0,1,0.038462,5,0.046296,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,数据安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,15,0.576923,60,0.555556,60,60,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,数据科学与大数据技术,数据与统计,活跃技能,2023-10,2025-10,3,0,2,0.076923,7,0.064815,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,物联网工程,智能化技术,衰退技能,2023-10,2024-10,2,1,0,0.0,3,0.027778,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,9,0.346154,28,0.259259,28,28,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,电子信息工程,通信与电子技术,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.009259,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,系统运维,网络与基础设施,衰退技能,2023-10,2024-10,2,1,0,0.0,3,0.027778,3,3,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,网络工程,网络与基础设施,活跃技能,2023-10,2025-10,3,0,2,0.076923,18,0.166667,18,18,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,网络空间安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,10,0.384615,47,0.435185,47,47,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,网络运维,网络与基础设施,衰退技能,2023-10,2024-10,2,1,0,0.0,2,0.018519,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,自动化,智能化技术,衰退技能,2023-10,2024-10,2,1,0,0.0,4,0.037037,4,4,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,17,0.653846,70,0.648148,70,70,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,6,0.230769,40,0.37037,40,40,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府网络与数据安全岗,通信工程,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,7,0.269231,29,0.268519,29,29,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
