standard_job,standard_category,month,month_index,skill,kg_display_skill,skill_stage,skill_plan_role,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
AI应用工程师,AI应用,2025-06,7,React Native,软件开发,traditional,trend,稳定型,0,0.0000,0
AI应用工程师,AI应用,2025-07,8,React Native,软件开发,traditional,trend,稳定型,3,0.1750,1
AI应用工程师,AI应用,2025-08,9,React Native,软件开发,traditional,trend,稳定型,0,0.0000,0
AI应用工程师,AI应用,2025-09,10,React Native,软件开发,traditional,trend,稳定型,3,0.1481,0
AI应用工程师,AI应用,2025-10,11,React Native,软件开发,traditional,trend,稳定型,0,0.0000,0
AI应用工程师,AI应用,2025-11,12,React Native,软件开发,traditional,trend,稳定型,0,0.0000,0
AI应用工程师,AI应用,2025-12,13,React Native,软件开发,traditional,trend,稳定型,3,0.1527,0
AI应用工程师,AI应用,2026-01,14,React Native,软件开发,traditional,trend,稳定型,2,0.1445,0
AI应用工程师,AI应用,2026-02,15,React Native,软件开发,traditional,trend,稳定型,3,0.1703,1
AI应用工程师,AI应用,2026-03,16,React Native,软件开发,traditional,trend,稳定型,4,0.1602,1
AI应用工程师,AI应用,2026-04,17,React Native,软件开发,traditional,trend,稳定型,3,0.1375,0
AI应用工程师,AI应用,2026-05,18,React Native,软件开发,traditional,trend,稳定型,2,0.1704,0
AI应用工程师,AI应用,2026-06,19,React Native,软件开发,traditional,trend,稳定型,0,0.0000,0
AI应用工程师,AI应用,2026-07,20,React Native,软件开发,traditional,trend,稳定型,2,0.1674,0
AI应用工程师,AI应用,2024-12,1,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-01,2,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.2470,1
AI应用工程师,AI应用,2025-02,3,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.0000,0
AI应用工程师,AI应用,2025-03,4,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-04,5,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-05,6,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.2664,1
AI应用工程师,AI应用,2025-06,7,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-07,8,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.0000,0
AI应用工程师,AI应用,2025-08,9,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-09,10,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.1706,1
AI应用工程师,AI应用,2025-10,11,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-11,12,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2025-12,13,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.2794,1
AI应用工程师,AI应用,2026-01,14,PostgreSQL,数据工程,traditional,trend,间歇出现,2,0.2408,0
AI应用工程师,AI应用,2026-02,15,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.0000,0
AI应用工程师,AI应用,2026-03,16,PostgreSQL,数据工程,traditional,trend,间歇出现,4,0.0000,0
AI应用工程师,AI应用,2026-04,17,PostgreSQL,数据工程,traditional,trend,间歇出现,3,0.1666,0
AI应用工程师,AI应用,2026-05,18,PostgreSQL,数据工程,traditional,trend,间歇出现,2,0.1452,0
AI应用工程师,AI应用,2026-06,19,PostgreSQL,数据工程,traditional,trend,间歇出现,0,0.0000,0
AI应用工程师,AI应用,2026-07,20,PostgreSQL,数据工程,traditional,trend,间歇出现,2,0.0000,0
AI应用工程师,AI应用,2024-12,1,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-01,2,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1333,0
AI应用工程师,AI应用,2025-02,3,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1246,0
AI应用工程师,AI应用,2025-03,4,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-04,5,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-05,6,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1694,1
AI应用工程师,AI应用,2025-06,7,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-07,8,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1656,0
AI应用工程师,AI应用,2025-08,9,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-09,10,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1987,1
AI应用工程师,AI应用,2025-10,11,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-11,12,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2025-12,13,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1989,1
AI应用工程师,AI应用,2026-01,14,Rust,编程语言,traditional,trend,先上升后稳定,2,0.2123,0
AI应用工程师,AI应用,2026-02,15,Rust,编程语言,traditional,trend,先上升后稳定,3,0.1873,1
AI应用工程师,AI应用,2026-03,16,Rust,编程语言,traditional,trend,先上升后稳定,4,0.2173,1
AI应用工程师,AI应用,2026-04,17,Rust,编程语言,traditional,trend,先上升后稳定,3,0.2138,1
AI应用工程师,AI应用,2026-05,18,Rust,编程语言,traditional,trend,先上升后稳定,2,0.2279,0
AI应用工程师,AI应用,2026-06,19,Rust,编程语言,traditional,trend,先上升后稳定,0,0.0000,0
AI应用工程师,AI应用,2026-07,20,Rust,编程语言,traditional,trend,先上升后稳定,2,0.1904,0
AI应用工程师,AI应用,2024-12,1,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-01,2,自然语言处理,AI,traditional,trend,持续下降,3,0.2245,1
AI应用工程师,AI应用,2025-02,3,自然语言处理,AI,traditional,trend,持续下降,3,0.2028,1
AI应用工程师,AI应用,2025-03,4,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-04,5,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-05,6,自然语言处理,AI,traditional,trend,持续下降,3,0.1903,1
AI应用工程师,AI应用,2025-06,7,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-07,8,自然语言处理,AI,traditional,trend,持续下降,3,0.1690,1
AI应用工程师,AI应用,2025-08,9,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-09,10,自然语言处理,AI,traditional,trend,持续下降,3,0.1672,1
AI应用工程师,AI应用,2025-10,11,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-11,12,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2025-12,13,自然语言处理,AI,traditional,trend,持续下降,3,0.1470,0
AI应用工程师,AI应用,2026-01,14,自然语言处理,AI,traditional,trend,持续下降,2,0.1318,0
AI应用工程师,AI应用,2026-02,15,自然语言处理,AI,traditional,trend,持续下降,3,0.1229,0
AI应用工程师,AI应用,2026-03,16,自然语言处理,AI,traditional,trend,持续下降,4,0.1244,0
AI应用工程师,AI应用,2026-04,17,自然语言处理,AI,traditional,trend,持续下降,3,0.1185,0
AI应用工程师,AI应用,2026-05,18,自然语言处理,AI,traditional,trend,持续下降,2,0.1121,0
AI应用工程师,AI应用,2026-06,19,自然语言处理,AI,traditional,trend,持续下降,0,0.0000,0
AI应用工程师,AI应用,2026-07,20,自然语言处理,AI,traditional,trend,持续下降,2,0.0949,0
AI应用工程师,AI应用,2024-12,1,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-01,2,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1085,0
AI应用工程师,AI应用,2025-02,3,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1105,0
AI应用工程师,AI应用,2025-03,4,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-04,5,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-05,6,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1364,0
AI应用工程师,AI应用,2025-06,7,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-07,8,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1492,0
AI应用工程师,AI应用,2025-08,9,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-09,10,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1777,1
AI应用工程师,AI应用,2025-10,11,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-11,12,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2025-12,13,软件测试,软件测试,traditional,trend,先上升后下降,3,0.2024,1
AI应用工程师,AI应用,2026-01,14,软件测试,软件测试,traditional,trend,先上升后下降,2,0.1927,0
AI应用工程师,AI应用,2026-02,15,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1968,1
AI应用工程师,AI应用,2026-03,16,软件测试,软件测试,traditional,trend,先上升后下降,4,0.1600,1
AI应用工程师,AI应用,2026-04,17,软件测试,软件测试,traditional,trend,先上升后下降,3,0.1644,0
AI应用工程师,AI应用,2026-05,18,软件测试,软件测试,traditional,trend,先上升后下降,2,0.1403,0
AI应用工程师,AI应用,2026-06,19,软件测试,软件测试,traditional,trend,先上升后下降,0,0.0000,0
AI应用工程师,AI应用,2026-07,20,软件测试,软件测试,traditional,trend,先上升后下降,2,0.1158,0
AI安全工程师,AI安全,2024-12,1,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,AI安全,安全,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,AI安全,安全,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,AI安全,安全,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,AI安全,安全,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,AI安全,安全,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,AI安全,安全,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,AI安全,安全,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,AI安全,安全,new,core,先上升后稳定,3,0.6235,2
AI安全工程师,AI安全,2026-03,16,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,AI安全,安全,new,core,先上升后稳定,2,0.6313,1
AI安全工程师,AI安全,2026-06,19,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,AI安全,安全,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,大模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,大模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,大模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,大模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,大模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,大模型安全,大模型,new,core,先上升后稳定,2,0.7019,1
AI安全工程师,AI安全,2025-10,11,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,大模型安全,大模型,new,core,先上升后稳定,2,0.6607,1
AI安全工程师,AI安全,2026-01,14,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,大模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2026-03,16,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,大模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,大模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,大模型评测,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,大模型评测,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,大模型评测,大模型,new,core,先上升后稳定,3,0.6619,2
AI安全工程师,AI安全,2026-03,16,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,大模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,大模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,模型安全,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2026-03,16,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,模型安全,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,模型安全,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,模型评测,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,模型评测,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,模型评测,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,模型评测,大模型,new,core,先上升后稳定,2,0.6836,1
AI安全工程师,AI安全,2025-10,11,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,模型评测,大模型,new,core,先上升后稳定,2,0.6903,1
AI安全工程师,AI安全,2026-01,14,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,模型评测,大模型,new,core,先上升后稳定,3,0.6860,2
AI安全工程师,AI安全,2026-03,16,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,模型评测,大模型,new,core,先上升后稳定,2,0.7648,2
AI安全工程师,AI安全,2026-06,19,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,模型评测,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,AI测试,AI,new,core,先上升后稳定,2,0.0000,0
AI安全工程师,AI安全,2025-02,3,AI测试,AI,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,AI测试,AI,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,AI测试,AI,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,AI测试,AI,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,AI测试,AI,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,AI测试,AI,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,AI测试,AI,new,core,先上升后稳定,3,0.6275,2
AI安全工程师,AI安全,2026-03,16,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,AI测试,AI,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,AI测试,AI,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,DPO,大模型,new,core,先上升后稳定,2,0.0000,0
AI安全工程师,AI安全,2025-02,3,DPO,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,DPO,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,DPO,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,DPO,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,DPO,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,DPO,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,DPO,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2026-03,16,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,DPO,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,DPO,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-02,3,RLHF,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-03,4,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-05,6,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-06,7,RLHF,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2025-07,8,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2025-10,11,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-01,14,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,RLHF,大模型,new,core,先上升后稳定,3,0.6200,2
AI安全工程师,AI安全,2026-03,16,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,RLHF,大模型,new,core,先上升后稳定,2,0.6200,1
AI安全工程师,AI安全,2026-06,19,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,RLHF,大模型,new,core,先上升后稳定,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-01,2,LLM,大模型,new,core,持续上升,2,0.0000,0
AI安全工程师,AI安全,2025-02,3,LLM,大模型,new,core,持续上升,3,0.0000,0
AI安全工程师,AI安全,2025-03,4,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-04,5,LLM,大模型,new,core,持续上升,2,0.0000,0
AI安全工程师,AI安全,2025-05,6,LLM,大模型,new,core,持续上升,2,0.5685,1
AI安全工程师,AI安全,2025-06,7,LLM,大模型,new,core,持续上升,3,0.5685,2
AI安全工程师,AI安全,2025-07,8,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-08,9,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-09,10,LLM,大模型,new,core,持续上升,2,0.5685,1
AI安全工程师,AI安全,2025-10,11,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-11,12,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2025-12,13,LLM,大模型,new,core,持续上升,2,0.5685,1
AI安全工程师,AI安全,2026-01,14,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2026-02,15,LLM,大模型,new,core,持续上升,3,0.5685,2
AI安全工程师,AI安全,2026-03,16,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2026-04,17,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2026-05,18,LLM,大模型,new,core,持续上升,2,0.5685,1
AI安全工程师,AI安全,2026-06,19,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2026-07,20,LLM,大模型,new,core,持续上升,0,0.0000,0
AI安全工程师,AI安全,2024-12,1,GRPO,大模型,new,core,持续上升,0,0.0000,0
