month,month_index,standard_job,standard_category,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,skill_trend_type,skill_stage,job_demand_trend_type
2026-06,19,AI应用工程师,AI应用,CI/CD,系统与运维,4,2,0.5000,42,9,0.2143,先上升后稳定,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,CI/CD,系统与运维,4,1,0.2500,46,10,0.2174,先上升后稳定,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,2,0,0.0000,先上升后下降,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,4,0,0.0000,先上升后下降,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,6,0,0.0000,先上升后下降,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,自动化测试,软件开发,1,1,1.0000,7,1,0.1429,先上升后下降,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,自动化测试,软件开发,1,0,0.0000,8,1,0.1250,先上升后下降,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,自动化测试,软件开发,1,1,1.0000,9,2,0.2222,先上升后下降,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,自动化测试,软件开发,2,1,0.5000,11,3,0.2727,先上升后下降,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,13,3,0.2308,先上升后下降,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,自动化测试,软件开发,1,1,1.0000,14,4,0.2857,先上升后下降,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,16,4,0.2500,先上升后下降,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,自动化测试,软件开发,2,1,0.5000,18,5,0.2778,先上升后下降,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,20,5,0.2500,先上升后下降,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,自动化测试,软件开发,2,0,0.0000,22,5,0.2273,先上升后下降,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,自动化测试,软件开发,3,2,0.6667,25,7,0.2800,先上升后下降,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,自动化测试,软件开发,3,0,0.0000,28,7,0.2500,先上升后下降,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,自动化测试,软件开发,3,0,0.0000,31,7,0.2258,先上升后下降,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,自动化测试,软件开发,3,1,0.3333,34,8,0.2353,先上升后下降,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,自动化测试,软件开发,4,0,0.0000,38,8,0.2105,先上升后下降,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,自动化测试,软件开发,4,0,0.0000,42,8,0.1905,先上升后下降,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,自动化测试,软件开发,4,0,0.0000,46,8,0.1739,先上升后下降,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,2,0,0.0000,先上升后稳定,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,自然语言处理,AI,2,1,0.5000,4,1,0.2500,先上升后稳定,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,6,1,0.1667,先上升后稳定,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,自然语言处理,AI,1,0,0.0000,7,1,0.1429,先上升后稳定,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,自然语言处理,AI,1,0,0.0000,8,1,0.1250,先上升后稳定,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,自然语言处理,AI,1,0,0.0000,9,1,0.1111,先上升后稳定,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,自然语言处理,AI,2,1,0.5000,11,2,0.1818,先上升后稳定,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,13,2,0.1538,先上升后稳定,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,自然语言处理,AI,1,0,0.0000,14,2,0.1429,先上升后稳定,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,16,2,0.1250,先上升后稳定,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,18,2,0.1111,先上升后稳定,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,20,2,0.1000,先上升后稳定,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,自然语言处理,AI,2,0,0.0000,22,2,0.0909,先上升后稳定,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,自然语言处理,AI,3,0,0.0000,25,2,0.0800,先上升后稳定,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,自然语言处理,AI,3,0,0.0000,28,2,0.0714,先上升后稳定,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,自然语言处理,AI,3,0,0.0000,31,2,0.0645,先上升后稳定,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,自然语言处理,AI,3,0,0.0000,34,2,0.0588,先上升后稳定,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,自然语言处理,AI,4,0,0.0000,38,2,0.0526,先上升后稳定,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,自然语言处理,AI,4,0,0.0000,42,2,0.0476,先上升后稳定,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,自然语言处理,AI,4,0,0.0000,46,2,0.0435,先上升后稳定,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,2,0,0.0000,稳定型,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,4,0,0.0000,稳定型,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,6,0,0.0000,稳定型,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,算法工程,算法与数学,1,0,0.0000,7,0,0.0000,稳定型,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,算法工程,算法与数学,1,0,0.0000,8,0,0.0000,稳定型,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,算法工程,算法与数学,1,0,0.0000,9,0,0.0000,稳定型,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,11,0,0.0000,稳定型,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,13,0,0.0000,稳定型,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,算法工程,算法与数学,1,0,0.0000,14,0,0.0000,稳定型,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,16,0,0.0000,稳定型,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,算法工程,算法与数学,2,0,0.0000,18,0,0.0000,稳定型,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,算法工程,算法与数学,2,1,0.5000,20,1,0.0500,稳定型,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,算法工程,算法与数学,2,1,0.5000,22,2,0.0909,稳定型,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,算法工程,算法与数学,3,2,0.6667,25,4,0.1600,稳定型,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,算法工程,算法与数学,3,0,0.0000,28,4,0.1429,稳定型,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,算法工程,算法与数学,3,0,0.0000,31,4,0.1290,稳定型,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,算法工程,算法与数学,3,0,0.0000,34,4,0.1176,稳定型,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,算法工程,算法与数学,4,0,0.0000,38,4,0.1053,稳定型,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,算法工程,算法与数学,4,1,0.2500,42,5,0.1190,稳定型,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,算法工程,算法与数学,4,0,0.0000,46,5,0.1087,稳定型,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,跨平台开发,软件开发,2,1,0.5000,2,1,0.5000,持续上升,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,4,1,0.2500,持续上升,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,6,1,0.1667,持续上升,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,跨平台开发,软件开发,1,0,0.0000,7,1,0.1429,持续上升,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,跨平台开发,软件开发,1,0,0.0000,8,1,0.1250,持续上升,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,跨平台开发,软件开发,1,0,0.0000,9,1,0.1111,持续上升,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,11,1,0.0909,持续上升,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,13,1,0.0769,持续上升,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,跨平台开发,软件开发,1,0,0.0000,14,1,0.0714,持续上升,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,16,1,0.0625,持续上升,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,18,1,0.0556,持续上升,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,20,1,0.0500,持续上升,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,跨平台开发,软件开发,2,0,0.0000,22,1,0.0455,持续上升,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,跨平台开发,软件开发,3,0,0.0000,25,1,0.0400,持续上升,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,跨平台开发,软件开发,3,0,0.0000,28,1,0.0357,持续上升,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,跨平台开发,软件开发,3,0,0.0000,31,1,0.0323,持续上升,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,跨平台开发,软件开发,3,0,0.0000,34,1,0.0294,持续上升,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,跨平台开发,软件开发,4,0,0.0000,38,1,0.0263,持续上升,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,跨平台开发,软件开发,4,1,0.2500,42,2,0.0476,持续上升,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,跨平台开发,软件开发,4,0,0.0000,46,2,0.0435,持续上升,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,2,0,0.0000,持续上升,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,4,0,0.0000,持续上升,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,6,0,0.0000,持续上升,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,信息安全,安全,1,0,0.0000,7,0,0.0000,持续上升,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,信息安全,安全,1,0,0.0000,8,0,0.0000,持续上升,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,信息安全,安全,1,0,0.0000,9,0,0.0000,持续上升,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,11,0,0.0000,持续上升,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,13,0,0.0000,持续上升,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,信息安全,安全,1,1,1.0000,14,1,0.0714,持续上升,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,16,1,0.0625,持续上升,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,18,1,0.0556,持续上升,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,20,1,0.0500,持续上升,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,信息安全,安全,2,0,0.0000,22,1,0.0455,持续上升,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,信息安全,安全,3,1,0.3333,25,2,0.0800,持续上升,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,信息安全,安全,3,0,0.0000,28,2,0.0714,持续上升,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,信息安全,安全,3,0,0.0000,31,2,0.0645,持续上升,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,信息安全,安全,3,1,0.3333,34,3,0.0882,持续上升,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,信息安全,安全,4,1,0.2500,38,4,0.1053,持续上升,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,信息安全,安全,4,0,0.0000,42,4,0.0952,持续上升,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,信息安全,安全,4,0,0.0000,46,4,0.0870,持续上升,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,Flink,数据工程,2,0,0.0000,2,0,0.0000,持续下降,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,Flink,数据工程,2,1,0.5000,4,1,0.2500,持续下降,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,Flink,数据工程,2,1,0.5000,6,2,0.3333,持续下降,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,Flink,数据工程,1,0,0.0000,7,2,0.2857,持续下降,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,Flink,数据工程,1,0,0.0000,8,2,0.2500,持续下降,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,Flink,数据工程,1,0,0.0000,9,2,0.2222,持续下降,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,Flink,数据工程,2,1,0.5000,11,3,0.2727,持续下降,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,Flink,数据工程,2,1,0.5000,13,4,0.3077,持续下降,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,Flink,数据工程,1,1,1.0000,14,5,0.3571,持续下降,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,Flink,数据工程,2,0,0.0000,16,5,0.3125,持续下降,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,Flink,数据工程,2,0,0.0000,18,5,0.2778,持续下降,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,Flink,数据工程,2,0,0.0000,20,5,0.2500,持续下降,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,Flink,数据工程,2,0,0.0000,22,5,0.2273,持续下降,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,Flink,数据工程,3,0,0.0000,25,5,0.2000,持续下降,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,Flink,数据工程,3,0,0.0000,28,5,0.1786,持续下降,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,Flink,数据工程,3,1,0.3333,31,6,0.1935,持续下降,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,Flink,数据工程,3,0,0.0000,34,6,0.1765,持续下降,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,Flink,数据工程,4,0,0.0000,38,6,0.1579,持续下降,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,Flink,数据工程,4,1,0.2500,42,7,0.1667,持续下降,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,Flink,数据工程,4,0,0.0000,46,7,0.1522,持续下降,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,2,0,0.0000,持续下降,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,网络技术,通信与网络,2,1,0.5000,4,1,0.2500,持续下降,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,6,1,0.1667,持续下降,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,网络技术,通信与网络,1,1,1.0000,7,2,0.2857,持续下降,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,网络技术,通信与网络,1,0,0.0000,8,2,0.2500,持续下降,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,网络技术,通信与网络,1,0,0.0000,9,2,0.2222,持续下降,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,11,2,0.1818,持续下降,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,13,2,0.1538,持续下降,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,网络技术,通信与网络,1,0,0.0000,14,2,0.1429,持续下降,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,网络技术,通信与网络,2,2,1.0000,16,4,0.2500,持续下降,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,18,4,0.2222,持续下降,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,20,4,0.2000,持续下降,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,网络技术,通信与网络,2,0,0.0000,22,4,0.1818,持续下降,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,网络技术,通信与网络,3,0,0.0000,25,4,0.1600,持续下降,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,网络技术,通信与网络,3,1,0.3333,28,5,0.1786,持续下降,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,网络技术,通信与网络,3,0,0.0000,31,5,0.1613,持续下降,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,网络技术,通信与网络,3,0,0.0000,34,5,0.1471,持续下降,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,网络技术,通信与网络,4,0,0.0000,38,5,0.1316,持续下降,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,网络技术,通信与网络,4,2,0.5000,42,7,0.1667,持续下降,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,网络技术,通信与网络,4,0,0.0000,46,7,0.1522,持续下降,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,2,0,0.0000,稳定型,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,4,0,0.0000,稳定型,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,6,0,0.0000,稳定型,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,软件测试,软件测试,1,0,0.0000,7,0,0.0000,稳定型,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,软件测试,软件测试,1,0,0.0000,8,0,0.0000,稳定型,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,软件测试,软件测试,1,0,0.0000,9,0,0.0000,稳定型,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,11,0,0.0000,稳定型,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,13,0,0.0000,稳定型,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,软件测试,软件测试,1,0,0.0000,14,0,0.0000,稳定型,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,软件测试,软件测试,2,1,0.5000,16,1,0.0625,稳定型,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,18,1,0.0556,稳定型,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,软件测试,软件测试,2,0,0.0000,20,1,0.0500,稳定型,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,软件测试,软件测试,2,1,0.5000,22,2,0.0909,稳定型,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,软件测试,软件测试,3,0,0.0000,25,2,0.0800,稳定型,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,软件测试,软件测试,3,0,0.0000,28,2,0.0714,稳定型,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,软件测试,软件测试,3,1,0.3333,31,3,0.0968,稳定型,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,软件测试,软件测试,3,0,0.0000,34,3,0.0882,稳定型,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,软件测试,软件测试,4,0,0.0000,38,3,0.0789,稳定型,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,软件测试,软件测试,4,2,0.5000,42,5,0.1190,稳定型,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,软件测试,软件测试,4,1,0.2500,46,6,0.1304,稳定型,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,2,0,0.0000,间歇出现,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,4,0,0.0000,间歇出现,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,6,0,0.0000,间歇出现,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,Angular,编程语言,1,0,0.0000,7,0,0.0000,间歇出现,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,Angular,编程语言,1,0,0.0000,8,0,0.0000,间歇出现,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,Angular,编程语言,1,0,0.0000,9,0,0.0000,间歇出现,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,11,0,0.0000,间歇出现,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,13,0,0.0000,间歇出现,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,Angular,编程语言,1,0,0.0000,14,0,0.0000,间歇出现,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,16,0,0.0000,间歇出现,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,18,0,0.0000,间歇出现,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,Angular,编程语言,2,0,0.0000,20,0,0.0000,间歇出现,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,Angular,编程语言,2,1,0.5000,22,1,0.0455,间歇出现,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,Angular,编程语言,3,1,0.3333,25,2,0.0800,间歇出现,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,Angular,编程语言,3,0,0.0000,28,2,0.0714,间歇出现,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,Angular,编程语言,3,0,0.0000,31,2,0.0645,间歇出现,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,Angular,编程语言,3,1,0.3333,34,3,0.0882,间歇出现,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,Angular,编程语言,4,0,0.0000,38,3,0.0789,间歇出现,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,Angular,编程语言,4,0,0.0000,42,3,0.0714,间歇出现,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,Angular,编程语言,4,0,0.0000,46,3,0.0652,间歇出现,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,MyBatis,软件开发,2,1,0.5000,2,1,0.5000,稳定型,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,4,1,0.2500,稳定型,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,6,1,0.1667,稳定型,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,MyBatis,软件开发,1,0,0.0000,7,1,0.1429,稳定型,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,MyBatis,软件开发,1,0,0.0000,8,1,0.1250,稳定型,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,MyBatis,软件开发,1,0,0.0000,9,1,0.1111,稳定型,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,11,1,0.0909,稳定型,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,13,1,0.0769,稳定型,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,MyBatis,软件开发,1,0,0.0000,14,1,0.0714,稳定型,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,16,1,0.0625,稳定型,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,18,1,0.0556,稳定型,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,MyBatis,软件开发,2,0,0.0000,20,1,0.0500,稳定型,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,MyBatis,软件开发,2,1,0.5000,22,2,0.0909,稳定型,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,MyBatis,软件开发,3,0,0.0000,25,2,0.0800,稳定型,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,MyBatis,软件开发,3,0,0.0000,28,2,0.0714,稳定型,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,MyBatis,软件开发,3,0,0.0000,31,2,0.0645,稳定型,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,MyBatis,软件开发,3,0,0.0000,34,2,0.0588,稳定型,traditional,持续上升
2026-05,18,AI应用工程师,AI应用,MyBatis,软件开发,4,0,0.0000,38,2,0.0526,稳定型,traditional,持续上升
2026-06,19,AI应用工程师,AI应用,MyBatis,软件开发,4,0,0.0000,42,2,0.0476,稳定型,traditional,持续上升
2026-07,20,AI应用工程师,AI应用,MyBatis,软件开发,4,0,0.0000,46,2,0.0435,稳定型,traditional,持续上升
2024-12,1,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,2,0,0.0000,先上升后稳定,traditional,持续上升
2025-01,2,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,4,0,0.0000,先上升后稳定,traditional,持续上升
2025-02,3,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,6,0,0.0000,先上升后稳定,traditional,持续上升
2025-03,4,AI应用工程师,AI应用,自动化技术,系统与运维,1,0,0.0000,7,0,0.0000,先上升后稳定,traditional,持续上升
2025-04,5,AI应用工程师,AI应用,自动化技术,系统与运维,1,0,0.0000,8,0,0.0000,先上升后稳定,traditional,持续上升
2025-05,6,AI应用工程师,AI应用,自动化技术,系统与运维,1,0,0.0000,9,0,0.0000,先上升后稳定,traditional,持续上升
2025-06,7,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,11,0,0.0000,先上升后稳定,traditional,持续上升
2025-07,8,AI应用工程师,AI应用,自动化技术,系统与运维,2,1,0.5000,13,1,0.0769,先上升后稳定,traditional,持续上升
2025-08,9,AI应用工程师,AI应用,自动化技术,系统与运维,1,0,0.0000,14,1,0.0714,先上升后稳定,traditional,持续上升
2025-09,10,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,16,1,0.0625,先上升后稳定,traditional,持续上升
2025-10,11,AI应用工程师,AI应用,自动化技术,系统与运维,2,1,0.5000,18,2,0.1111,先上升后稳定,traditional,持续上升
2025-11,12,AI应用工程师,AI应用,自动化技术,系统与运维,2,0,0.0000,20,2,0.1000,先上升后稳定,traditional,持续上升
2025-12,13,AI应用工程师,AI应用,自动化技术,系统与运维,2,1,0.5000,22,3,0.1364,先上升后稳定,traditional,持续上升
2026-01,14,AI应用工程师,AI应用,自动化技术,系统与运维,3,0,0.0000,25,3,0.1200,先上升后稳定,traditional,持续上升
2026-02,15,AI应用工程师,AI应用,自动化技术,系统与运维,3,1,0.3333,28,4,0.1429,先上升后稳定,traditional,持续上升
2026-03,16,AI应用工程师,AI应用,自动化技术,系统与运维,3,0,0.0000,31,4,0.1290,先上升后稳定,traditional,持续上升
2026-04,17,AI应用工程师,AI应用,自动化技术,系统与运维,3,0,0.0000,34,4,0.1176,先上升后稳定,traditional,持续上升
