standard_job,standard_category,skill,kg_display_skill,skill_stage,skill_plan_role,skill_trend_type,job_demand_trend_type,source_jd_count,source_skill_row_count,planned_job_jd_count,average_active_month_probability,max_active_month_probability
NLP算法工程师,AI算法,RLHF,大模型,new,core,先上升后稳定,先上升后稳定,103,90,51,0.6678,0.8157
NLP算法工程师,AI算法,SFT,大模型,new,core,先上升后稳定,先上升后稳定,103,90,51,0.62,0.62
NLP算法工程师,AI算法,知识图谱,知识图谱,new,core,先上升后稳定,先上升后稳定,103,90,51,0.6245,0.6885
NLP算法工程师,AI算法,GRPO,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.62,0.62
NLP算法工程师,AI算法,LoRA微调,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.62,0.62
NLP算法工程师,AI算法,Megatron,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.6288,0.6557
NLP算法工程师,AI算法,PPO,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.62,0.62
NLP算法工程师,AI算法,prompt工程,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.62,0.62
NLP算法工程师,AI算法,分布式训练,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.6239,0.664
NLP算法工程师,AI算法,多模态,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.622,0.6455
NLP算法工程师,AI算法,大模型训练,大模型,new,core,先上升后稳定,先上升后稳定,103,50,51,0.62,0.62
NLP算法工程师,AI算法,大模型调优,大模型,new,trend,先上升后稳定,先上升后稳定,103,50,51,0.4757,0.6165
NLP算法工程师,AI算法,模型工程,大模型,new,trend,先上升后稳定,先上升后稳定,103,50,51,0.4685,0.6408
NLP算法工程师,AI算法,模型并行,大模型,new,trend,先上升后稳定,先上升后稳定,103,50,51,0.4679,0.6103
NLP算法工程师,AI算法,模型微调,大模型,new,trend,先上升后稳定,先上升后稳定,103,50,51,0.4926,0.6993
NLP算法工程师,AI算法,模型调优,大模型,new,trend,先上升后稳定,先上升后稳定,103,50,51,0.3806,0.4645
NLP算法工程师,AI算法,DeepSpeed,大模型,new,trend,持续上升,先上升后稳定,103,22,51,0.3903,0.5419
NLP算法工程师,AI算法,C/C++,编程语言,traditional,core,先上升后稳定,先上升后稳定,103,74,51,0.62,0.62
NLP算法工程师,AI算法,Python,编程语言,traditional,core,先上升后下降,先上升后稳定,103,61,51,0.62,0.62
NLP算法工程师,AI算法,机器学习,AI,traditional,trend,后期突增,先上升后稳定,103,46,51,0.2453,0.4393
NLP算法工程师,AI算法,PyTorch,AI,traditional,trend,持续上升,先上升后稳定,103,42,51,0.3341,0.4693
NLP算法工程师,AI算法,TensorFlow,AI,traditional,trend,先上升后稳定,先上升后稳定,103,31,51,0.2976,0.3411
NLP算法工程师,AI算法,深度学习,AI,traditional,trend,稳定型,先上升后稳定,103,23,51,0.2403,0.2866
NLP算法工程师,AI算法,Linux,系统与运维,traditional,trend,先上升后稳定,先上升后稳定,103,13,51,0.2987,0.3846
NLP算法工程师,AI算法,Java,编程语言,traditional,trend,先上升后稳定,先上升后稳定,103,12,51,0.2779,0.3579
NLP算法工程师,AI算法,Go,编程语言,traditional,trend,稳定型,先上升后稳定,103,10,51,0.1932,0.2327
NLP算法工程师,AI算法,信息检索,AI,traditional,trend,先上升后稳定,先上升后稳定,103,8,51,0.2759,0.3502
NLP算法工程师,AI算法,深度学习框架,AI,traditional,trend,稳定型,先上升后稳定,103,6,51,0.1794,0.2029
NLP算法工程师,AI算法,数据工程,数据工程,traditional,trend,持续上升,先上升后稳定,103,5,51,0.1982,0.2804
NLP算法工程师,AI算法,软件开发,软件开发,traditional,trend,稳定型,先上升后稳定,103,5,51,0.167,0.2007
NLP算法工程师,AI算法,Hadoop,数据工程,traditional,trend,先上升后稳定,先上升后稳定,103,4,51,0.2568,0.3226
NLP算法工程师,AI算法,Spark,数据工程,traditional,trend,稳定型,先上升后稳定,103,4,51,0.1584,0.1903
NLP算法工程师,AI算法,自然语言处理,AI,traditional,trend,先上升后稳定,先上升后稳定,103,4,51,0.2772,0.3548
NLP算法工程师,AI算法,推荐算法,AI,traditional,trend,间歇出现,先上升后稳定,103,3,51,0.1799,0.2255
NLP算法工程师,AI算法,算法工程,算法与数学,traditional,trend,稳定型,先上升后稳定,103,3,51,0.1485,0.1655
NLP算法工程师,AI算法,Flink,数据工程,traditional,trend,稳定型,先上升后稳定,103,2,51,0.135,0.1616
NLP算法工程师,AI算法,TypeScript,编程语言,traditional,trend,先上升后下降,先上升后稳定,103,2,51,0.1721,0.2185
NLP算法工程师,AI算法,Web爬虫,数据工程,traditional,trend,持续下降,先上升后稳定,103,2,51,0.1623,0.2397
NLP算法工程师,AI算法,网络编程,软件工程,traditional,trend,先上升后下降,先上升后稳定,103,2,51,0.182,0.2429
NLP算法工程师,AI算法,Shell脚本,编程语言,traditional,trend,先上升后下降,先上升后稳定,103,1,51,0.1588,0.2396
NLP算法工程师,AI算法,Webpack,软件开发,traditional,trend,稳定型,先上升后稳定,103,1,51,0.1124,0.1281
NLP算法工程师,AI算法,信息安全,安全,traditional,trend,持续上升,先上升后稳定,103,1,51,0.1414,0.1922
NLP算法工程师,AI算法,微服务架构,软件工程,traditional,trend,稳定型,先上升后稳定,103,1,51,0.1175,0.1362
NLP算法工程师,AI算法,网络技术,通信与网络,traditional,trend,后期突增,先上升后稳定,103,1,51,0.1177,0.2322
NLP算法工程师,AI算法,跨语言技术,软件开发,traditional,trend,间歇出现,先上升后稳定,103,1,51,0.1613,0.1914
NLP算法工程师,AI算法,软件工程,软件工程,traditional,trend,稳定型,先上升后稳定,103,1,51,0.1158,0.1354
NLP算法工程师,AI算法,音视频技术,音视频技术,traditional,trend,先上升后下降,先上升后稳定,103,1,51,0.1555,0.2134
计算机视觉算法工程师,AI算法,AIGC,AI,new,core,先上升后稳定,稳定波动,71,90,29,0.6225,0.6466
计算机视觉算法工程师,AI算法,Diffusion,大模型,new,core,先上升后稳定,稳定波动,71,90,29,0.62,0.62
计算机视觉算法工程师,AI算法,Diffusion模型,大模型,new,core,先上升后稳定,稳定波动,71,90,29,0.6213,0.6429
计算机视觉算法工程师,AI算法,VLM,大模型,new,core,先上升后稳定,稳定波动,71,90,29,0.6361,0.7325
计算机视觉算法工程师,AI算法,多模态,大模型,new,core,先上升后稳定,稳定波动,71,90,29,0.6487,0.7754
计算机视觉算法工程师,AI算法,Multimodal AI,大模型,new,core,先上升后稳定,稳定波动,71,50,29,0.6481,0.7472
计算机视觉算法工程师,AI算法,计算机视觉,计算机视觉与图形,new,core,持续上升,稳定波动,71,37,29,0.62,0.62
计算机视觉算法工程师,AI算法,模型压缩,大模型,new,core,先上升后稳定,稳定波动,71,11,29,0.4747,0.5113
计算机视觉算法工程师,AI算法,NLP,大模型,new,core,持续上升,稳定波动,71,8,29,0.4358,0.4358
计算机视觉算法工程师,AI算法,C/C++,编程语言,traditional,core,持续上升,稳定波动,71,65,29,0.62,0.62
计算机视觉算法工程师,AI算法,Python,编程语言,traditional,core,先上升后稳定,稳定波动,71,42,29,0.62,0.62
计算机视觉算法工程师,AI算法,PyTorch,AI,traditional,core,持续上升,稳定波动,71,27,29,0.62,0.62
计算机视觉算法工程师,AI算法,图像图形技术,计算机视觉与图形,traditional,core,持续上升,稳定波动,71,24,29,0.62,0.62
计算机视觉算法工程师,AI算法,深度学习,AI,traditional,core,持续上升,稳定波动,71,23,29,0.6154,0.6154
计算机视觉算法工程师,AI算法,TensorFlow,AI,traditional,core,先上升后稳定,稳定波动,71,21,29,0.5914,0.5914
计算机视觉算法工程师,AI算法,算法工程,算法与数学,traditional,core,稳定型,稳定波动,71,8,29,0.4358,0.4358
计算机视觉算法工程师,AI算法,机器学习,AI,traditional,trend,稳定型,稳定波动,71,7,29,0.1857,0.2092
计算机视觉算法工程师,AI算法,Linux,系统与运维,traditional,trend,持续上升,稳定波动,71,6,29,0.2341,0.3509
计算机视觉算法工程师,AI算法,深度学习框架,AI,traditional,trend,持续下降,稳定波动,71,5,29,0.1862,0.2397
计算机视觉算法工程师,AI算法,ISP算法,硬件与芯片,traditional,trend,稳定型,稳定波动,71,4,29,0.1512,0.1732
计算机视觉算法工程师,AI算法,Java,编程语言,traditional,trend,稳定型,稳定波动,71,3,29,0.1525,0.1753
计算机视觉算法工程师,AI算法,Unreal Engine,软件开发,traditional,trend,稳定型,稳定波动,71,3,29,0.1476,0.1682
计算机视觉算法工程师,AI算法,时间序列算法,算法与数学,traditional,trend,间歇出现,稳定波动,71,3,29,0.2299,0.2693
计算机视觉算法工程师,AI算法,硬件开发,硬件与芯片,traditional,trend,持续上升,稳定波动,71,3,29,0.1916,0.2835
计算机视觉算法工程师,AI算法,工业自动化,工业与物联网,traditional,trend,间歇出现,稳定波动,71,2,29,0.2113,0.2498
计算机视觉算法工程师,AI算法,Go,编程语言,traditional,trend,稳定型,稳定波动,71,1,29,0.117,0.1275
计算机视觉算法工程师,AI算法,信号处理,硬件与芯片,traditional,trend,间歇出现,稳定波动,71,1,29,0.1644,0.195
计算机视觉算法工程师,AI算法,光学技术,硬件与芯片,traditional,trend,后期突增,稳定波动,71,1,29,0.1012,0.2021
计算机视觉算法工程师,AI算法,动作捕捉,计算机视觉与图形,traditional,trend,持续下降,稳定波动,71,1,29,0.152,0.209
计算机视觉算法工程师,AI算法,地图算法,行业应用,traditional,trend,先上升后稳定,稳定波动,71,1,29,0.1844,0.2388
计算机视觉算法工程师,AI算法,引擎开发,软件开发,traditional,trend,先上升后下降,稳定波动,71,1,29,0.1374,0.1729
计算机视觉算法工程师,AI算法,推荐算法,AI,traditional,trend,持续下降,稳定波动,71,1,29,0.1667,0.2438
计算机视觉算法工程师,AI算法,系统开发,系统与运维,traditional,trend,稳定型,稳定波动,71,1,29,0.1142,0.1325
计算机视觉算法工程师,AI算法,自动化测试,软件开发,traditional,trend,稳定型,稳定波动,71,1,29,0.111,0.1291
计算机视觉算法工程师,AI算法,计算机体系结构,硬件与芯片,traditional,trend,先上升后下降,稳定波动,71,1,29,0.143,0.1879
计算机视觉算法工程师,AI算法,软件测试,软件测试,traditional,trend,先上升后下降,稳定波动,71,1,29,0.1746,0.2283
语音算法工程师,AI算法,TTS,大模型,new,core,持续上升,持续上升,97,50,40,0.62,0.62
语音算法工程师,AI算法,ASR,大模型,new,core,持续上升,持续上升,97,42,40,0.62,0.62
语音算法工程师,AI算法,NLP,大模型,new,core,稳定型,持续上升,97,21,40,0.524,0.524
语音算法工程师,AI算法,Machine Learning,AI,new,trend,持续上升,持续上升,97,4,40,0.23,0.3664
语音算法工程师,AI算法,模型训练,大模型,new,trend,间歇出现,持续上升,97,3,40,0.2019,0.2436
语音算法工程师,AI算法,模式识别,AI,new,trend,持续上升,持续上升,97,3,40,0.1927,0.3643
语音算法工程师,AI算法,计算机视觉,计算机视觉与图形,new,trend,持续下降,持续上升,97,2,40,0.193,0.2903
语音算法工程师,AI算法,数字人技术,AI,new,trend,先上升后稳定,持续上升,97,1,40,0.1968,0.2768
语音算法工程师,AI算法,高性能计算,硬件与芯片,new,trend,后期突增,持续上升,97,1,40,0.1029,0.3011
语音算法工程师,AI算法,C/C++,编程语言,traditional,core,稳定型,持续上升,97,85,40,0.62,0.62
语音算法工程师,AI算法,Python,编程语言,traditional,core,稳定型,持续上升,97,61,40,0.62,0.62
语音算法工程师,AI算法,PyTorch,AI,traditional,core,稳定型,持续上升,97,48,40,0.62,0.62
语音算法工程师,AI算法,TensorFlow,AI,traditional,core,持续下降,持续上升,97,31,40,0.6116,0.6116
语音算法工程师,AI算法,音视频技术,音视频技术,traditional,core,稳定型,持续上升,97,31,40,0.6116,0.6116
语音算法工程师,AI算法,深度学习,AI,traditional,core,先上升后稳定,持续上升,97,23,40,0.5415,0.5415
语音算法工程师,AI算法,Go,编程语言,traditional,core,稳定型,持续上升,97,14,40,0.4627,0.4627
语音算法工程师,AI算法,机器学习,AI,traditional,core,持续上升,持续上升,97,13,40,0.4539,0.4539
语音算法工程师,AI算法,Linux,系统与运维,traditional,core,稳定型,持续上升,97,11,40,0.4364,0.4364
语音算法工程师,AI算法,信号处理,硬件与芯片,traditional,core,后期突增,持续上升,97,9,40,0.4189,0.4189
语音算法工程师,AI算法,Java,编程语言,traditional,trend,持续上升,持续上升,97,6,40,0.2224,0.3003
语音算法工程师,AI算法,Kafka,数据工程,traditional,trend,稳定型,持续上升,97,6,40,0.1774,0.2158
语音算法工程师,AI算法,Objective-C,编程语言,traditional,trend,稳定型,持续上升,97,4,40,0.1657,0.1809
语音算法工程师,AI算法,Swift,编程语言,traditional,trend,持续上升,持续上升,97,3,40,0.1632,0.2196
语音算法工程师,AI算法,iOS,软件开发,traditional,trend,持续上升,持续上升,97,3,40,0.2076,0.3056
语音算法工程师,AI算法,Android,软件开发,traditional,trend,间歇出现,持续上升,97,2,40,0.1985,0.2393
语音算法工程师,AI算法,Docker,系统与运维,traditional,trend,先上升后稳定,持续上升,97,1,40,0.1951,0.2506
语音算法工程师,AI算法,GPU,系统与运维,traditional,trend,持续下降,持续上升,97,1,40,0.1598,0.2257
语音算法工程师,AI算法,Lua,编程语言,traditional,trend,稳定型,持续上升,97,1,40,0.1176,0.1366
语音算法工程师,AI算法,MySQL,数据工程,traditional,trend,稳定型,持续上升,97,1,40,0.1147,0.139
语音算法工程师,AI算法,PHP,编程语言,traditional,trend,先上升后稳定,持续上升,97,1,40,0.2068,0.2704
语音算法工程师,AI算法,Rust,编程语言,traditional,trend,持续下降,持续上升,97,1,40,0.1699,0.2443
语音算法工程师,AI算法,SRE,系统与运维,traditional,trend,先上升后稳定,持续上升,97,1,40,0.1798,0.2459
语音算法工程师,AI算法,时间序列算法,算法与数学,traditional,trend,持续上升,持续上升,97,1,40,0.1594,0.2381
语音算法工程师,AI算法,研发效能,软件工程,traditional,trend,持续下降,持续上升,97,1,40,0.1622,0.224
语音算法工程师,AI算法,自然语言处理,AI,traditional,trend,间歇出现,持续上升,97,1,40,0.1606,0.1892
语音算法工程师,AI算法,跨语言技术,软件开发,traditional,trend,稳定型,持续上升,97,1,40,0.1159,0.1331
语音算法工程师,AI算法,高性能通信,通信与网络,traditional,trend,稳定型,持续上升,97,1,40,0.1111,0.1305
推荐算法工程师,算法,Machine Learning,AI,new,core,先上升后稳定,消失后再出现,278,256,51,0.6305,0.6869
推荐算法工程师,算法,NLP,大模型,new,core,先上升后稳定,消失后再出现,278,68,51,0.6104,0.6948
推荐算法工程师,算法,计算机视觉,计算机视觉与图形,new,trend,先上升后稳定,消失后再出现,278,18,51,0.4676,0.6337
推荐算法工程师,算法,Transformer,大模型,new,trend,先上升后稳定,消失后再出现,278,15,51,0.3914,0.5655
推荐算法工程师,算法,模型训练,大模型,new,trend,后期突增,消失后再出现,278,6,51,0.18,0.4261
推荐算法工程师,算法,多任务学习,AI,new,trend,稳定型,消失后再出现,278,5,51,0.1677,0.1937
推荐算法工程师,算法,异构计算,硬件与芯片,new,trend,间歇出现,消失后再出现,278,1,51,0.1518,0.1795
推荐算法工程师,算法,模式识别,AI,new,trend,稳定型,消失后再出现,278,1,51,0.1154,0.1318
推荐算法工程师,算法,高性能计算,硬件与芯片,new,trend,持续下降,消失后再出现,278,1,51,0.1854,0.3249
推荐算法工程师,算法,C/C++,编程语言,traditional,core,稳定型,消失后再出现,278,191,51,0.62,0.62
推荐算法工程师,算法,机器学习,AI,traditional,core,先上升后下降,消失后再出现,278,184,51,0.62,0.62
推荐算法工程师,算法,Python,编程语言,traditional,core,先上升后稳定,消失后再出现,278,159,51,0.62,0.62
推荐算法工程师,算法,推荐算法,AI,traditional,core,稳定型,消失后再出现,278,91,51,0.6182,0.6182
推荐算法工程师,算法,Linux,系统与运维,traditional,core,先上升后稳定,消失后再出现,278,86,51,0.6032,0.6074
推荐算法工程师,算法,TensorFlow,AI,traditional,core,先上升后稳定,消失后再出现,278,76,51,0.5724,0.5724
推荐算法工程师,算法,PyTorch,AI,traditional,core,稳定型,消失后再出现,278,74,51,0.5663,0.5663
推荐算法工程师,算法,Java,编程语言,traditional,core,稳定型,消失后再出现,278,71,51,0.5571,0.5571
推荐算法工程师,算法,深度学习,AI,traditional,core,稳定型,消失后再出现,278,55,51,0.5082,0.5082
推荐算法工程师,算法,信息检索,AI,traditional,core,先上升后下降,消失后再出现,278,37,51,0.46,0.46
推荐算法工程师,算法,搜索算法,AI,traditional,core,稳定型,消失后再出现,278,33,51,0.46,0.46
推荐算法工程师,算法,分布式计算,数据工程,traditional,trend,间歇出现,消失后再出现,278,17,51,0.2676,0.308
推荐算法工程师,算法,Spark,数据工程,traditional,trend,稳定型,消失后再出现,278,16,51,0.2312,0.2665
推荐算法工程师,算法,深度学习框架,AI,traditional,trend,先上升后稳定,消失后再出现,278,16,51,0.2939,0.3711
推荐算法工程师,算法,Go,编程语言,traditional,trend,持续下降,消失后再出现,278,12,51,0.2218,0.3125
推荐算法工程师,算法,算法工程,算法与数学,traditional,trend,稳定型,消失后再出现,278,11,51,0.1973,0.2404
推荐算法工程师,算法,Hadoop,数据工程,traditional,trend,间歇出现,消失后再出现,278,9,51,0.2816,0.3135
推荐算法工程师,算法,Scala,编程语言,traditional,trend,先上升后下降,消失后再出现,278,8,51,0.2004,0.2601
推荐算法工程师,算法,计算机体系结构,硬件与芯片,traditional,trend,持续下降,消失后再出现,278,8,51,0.2224,0.3268
推荐算法工程师,算法,数据工程,数据工程,traditional,trend,先上升后下降,消失后再出现,278,7,51,0.2022,0.2401
推荐算法工程师,算法,Flink,数据工程,traditional,trend,持续上升,消失后再出现,278,6,51,0.2396,0.3508
推荐算法工程师,算法,多目标优化,算法与数学,traditional,trend,间歇出现,消失后再出现,278,5,51,0.2354,0.2951
推荐算法工程师,算法,网络编程,软件工程,traditional,trend,持续下降,消失后再出现,278,4,51,0.1914,0.2739
推荐算法工程师,算法,冷启动优化,软件工程,traditional,trend,稳定型,消失后再出现,278,3,51,0.1538,0.1739
推荐算法工程师,算法,HBase,数据工程,traditional,trend,稳定型,消失后再出现,278,2,51,0.1342,0.156
推荐算法工程师,算法,Unix,系统与运维,traditional,trend,间歇出现,消失后再出现,278,2,51,0.193,0.2268
推荐算法工程师,算法,Kafka,数据工程,traditional,trend,持续上升,消失后再出现,278,1,51,0.1436,0.2092
推荐算法工程师,算法,NoSQL,数据工程,traditional,trend,间歇出现,消失后再出现,278,1,51,0.1624,0.1953
推荐算法工程师,算法,图像图形技术,计算机视觉与图形,traditional,trend,稳定型,消失后再出现,278,1,51,0.113,0.1345
推荐算法工程师,算法,微服务架构,软件工程,traditional,trend,先上升后稳定,消失后再出现,278,1,51,0.1746,0.2279
搜索算法工程师,算法,Embedding,大模型,new,core,先上升后稳定,间歇出现,103,90,17,0.6226,0.6383
搜索算法工程师,算法,RAG,大模型,new,core,先上升后稳定,间歇出现,103,90,17,0.6359,0.7183
搜索算法工程师,算法,向量数据库,数据工程,new,core,先上升后稳定,间歇出现,103,90,17,0.6496,0.726
搜索算法工程师,算法,知识图谱,知识图谱,new,core,先上升后稳定,间歇出现,103,90,17,0.6227,0.6392
搜索算法工程师,算法,NLP,大模型,new,core,持续上升,间歇出现,103,51,17,0.62,0.62
搜索算法工程师,算法,Machine Learning,AI,new,core,持续上升,间歇出现,103,48,17,0.62,0.62
搜索算法工程师,算法,计算机视觉,计算机视觉与图形,new,trend,间歇出现,间歇出现,103,15,17,0.3404,0.3707
搜索算法工程师,算法,模型训练,大模型,new,trend,稳定型,间歇出现,103,5,17,0.1699,0.1914
搜索算法工程师,算法,高性能计算,硬件与芯片,new,trend,间歇出现,间歇出现,103,1,17,0.1521,0.2201
搜索算法工程师,算法,C/C++,编程语言,traditional,core,稳定型,间歇出现,103,81,17,0.62,0.62
搜索算法工程师,算法,Python,编程语言,traditional,core,稳定型,间歇出现,103,61,17,0.62,0.62
搜索算法工程师,算法,机器学习,AI,traditional,core,稳定型,间歇出现,103,61,17,0.62,0.62
搜索算法工程师,算法,搜索算法,AI,traditional,core,稳定型,间歇出现,103,45,17,0.62,0.62
搜索算法工程师,算法,深度学习,AI,traditional,core,先上升后下降,间歇出现,103,42,17,0.62,0.62
搜索算法工程师,算法,Linux,系统与运维,traditional,core,持续上升,间歇出现,103,26,17,0.5546,0.5546
搜索算法工程师,算法,推荐算法,AI,traditional,core,先上升后下降,间歇出现,103,24,17,0.5381,0.5381
搜索算法工程师,算法,分布式系统,软件工程,traditional,core,稳定型,间歇出现,103,21,17,0.5133,0.5133
搜索算法工程师,算法,PyTorch,AI,traditional,core,稳定型,间歇出现,103,18,17,0.4885,0.4885
搜索算法工程师,算法,Go,编程语言,traditional,core,间歇出现,间歇出现,103,16,17,0.472,0.472
搜索算法工程师,算法,Java,编程语言,traditional,core,稳定型,间歇出现,103,15,17,0.4638,0.4638
搜索算法工程师,算法,TensorFlow,AI,traditional,core,先上升后下降,间歇出现,103,15,17,0.4638,0.4638
搜索算法工程师,算法,分布式计算,数据工程,traditional,trend,稳定型,间歇出现,103,9,17,0.1921,0.2047
搜索算法工程师,算法,Spark,数据工程,traditional,trend,先上升后下降,间歇出现,103,7,17,0.2188,0.2556
搜索算法工程师,算法,Hive,数据工程,traditional,trend,稳定型,间歇出现,103,6,17,0.1826,0.1968
搜索算法工程师,算法,分布式存储,数据工程,traditional,trend,持续下降,间歇出现,103,4,17,0.2249,0.3361
搜索算法工程师,算法,编程语言,编程语言,traditional,trend,稳定型,间歇出现,103,4,17,0.1638,0.193
搜索算法工程师,算法,ClickHouse,数据工程,traditional,trend,稳定型,间歇出现,103,3,17,0.1429,0.1539
搜索算法工程师,算法,Flink,数据工程,traditional,trend,持续上升,间歇出现,103,3,17,0.1862,0.2906
搜索算法工程师,算法,Shell脚本,编程语言,traditional,trend,间歇出现,间歇出现,103,3,17,0.2101,0.244
搜索算法工程师,算法,流式计算,数据工程,traditional,trend,后期突增,间歇出现,103,3,17,0.149,0.2055
搜索算法工程师,算法,特征工程,数据工程,traditional,trend,先上升后稳定,间歇出现,103,3,17,0.2316,0.3316
搜索算法工程师,算法,云计算,云计算,traditional,trend,持续下降,间歇出现,103,1,17,0.1456,0.1996
搜索算法工程师,算法,多目标优化,算法与数学,traditional,trend,稳定型,间歇出现,103,1,17,0.1134,0.1266
搜索算法工程师,算法,深度学习框架,AI,traditional,trend,稳定型,间歇出现,103,1,17,0.1136,0.1286
搜索算法工程师,算法,调试工具,软件工程,traditional,trend,稳定型,间歇出现,103,1,17,0.1104,0.1211
搜索算法工程师,算法,软件工程,软件工程,traditional,trend,持续下降,间歇出现,103,1,17,0.1512,0.2145
广告算法工程师,算法,Machine Learning,AI,new,core,先上升后稳定,先上升后下降,159,159,35,0.62,0.62
广告算法工程师,算法,NLP,大模型,new,core,持续上升,先上升后下降,159,32,35,0.5111,0.5111
广告算法工程师,算法,计算机视觉,计算机视觉与图形,new,core,稳定型,先上升后下降,159,24,35,0.4683,0.4683
广告算法工程师,算法,TTS,大模型,new,trend,稳定型,先上升后下降,159,12,35,0.2024,0.25
广告算法工程师,算法,Transformer,大模型,new,trend,先上升后下降,先上升后下降,159,12,35,0.3157,0.4845
广告算法工程师,算法,高性能计算,硬件与芯片,new,trend,先上升后稳定,先上升后下降,159,12,35,0.4004,0.5525
广告算法工程师,算法,在线实验,AI,new,trend,持续上升,先上升后下降,159,2,35,0.1713,0.2814
广告算法工程师,算法,多任务学习,AI,new,trend,稳定型,先上升后下降,159,2,35,0.137,0.1632
广告算法工程师,算法,模型压缩,大模型,new,trend,间歇出现,先上升后下降,159,1,35,0.1769,0.2145
广告算法工程师,算法,C/C++,编程语言,traditional,core,稳定型,先上升后下降,159,134,35,0.62,0.62
广告算法工程师,算法,机器学习,AI,traditional,core,先上升后稳定,先上升后下降,159,107,35,0.62,0.62
广告算法工程师,算法,Python,编程语言,traditional,core,持续上升,先上升后下降,159,101,35,0.62,0.62
广告算法工程师,算法,深度学习,AI,traditional,core,稳定型,先上升后下降,159,66,35,0.62,0.62
广告算法工程师,算法,PyTorch,AI,traditional,core,先上升后稳定,先上升后下降,159,56,35,0.62,0.62
广告算法工程师,算法,TensorFlow,AI,traditional,core,稳定型,先上升后下降,159,56,35,0.62,0.62
广告算法工程师,算法,Java,编程语言,traditional,core,先上升后稳定,先上升后下降,159,53,35,0.62,0.62
广告算法工程师,算法,推荐算法,AI,traditional,core,持续上升,先上升后下降,159,44,35,0.5752,0.5752
广告算法工程师,算法,Go,编程语言,traditional,core,稳定型,先上升后下降,159,41,35,0.5592,0.5592
广告算法工程师,算法,Linux,系统与运维,traditional,core,稳定型,先上升后下降,159,36,35,0.5325,0.5325
广告算法工程师,算法,分布式计算,数据工程,traditional,core,稳定型,先上升后下降,159,32,35,0.5111,0.5111
广告算法工程师,算法,Spark,数据工程,traditional,core,先上升后稳定,先上升后下降,159,23,35,0.463,0.4635
广告算法工程师,算法,搜索算法,AI,traditional,core,先上升后稳定,先上升后下降,159,22,35,0.4576,0.4576
广告算法工程师,算法,Hadoop,数据工程,traditional,core,后期突增,先上升后下降,159,13,35,0.411,0.4376
广告算法工程师,算法,Hive,数据工程,traditional,core,先上升后稳定,先上升后下降,159,13,35,0.4138,0.4541
广告算法工程师,算法,自然语言处理,AI,traditional,trend,先上升后下降,先上升后下降,159,5,35,0.2183,0.2784
广告算法工程师,算法,信息检索,AI,traditional,trend,间歇出现,先上升后下降,159,4,35,0.2361,0.287
广告算法工程师,算法,多目标优化,算法与数学,traditional,trend,持续上升,先上升后下降,159,4,35,0.1899,0.2844
广告算法工程师,算法,特征工程,数据工程,traditional,trend,间歇出现,先上升后下降,159,4,35,0.2123,0.2921
广告算法工程师,算法,CSS,编程语言,traditional,trend,先上升后稳定,先上升后下降,159,2,35,0.214,0.2815
广告算法工程师,算法,HTML,编程语言,traditional,trend,先上升后稳定,先上升后下降,159,2,35,0.1732,0.2199
广告算法工程师,算法,Scala,编程语言,traditional,trend,先上升后稳定,先上升后下降,159,2,35,0.2024,0.2782
广告算法工程师,算法,Shell脚本,编程语言,traditional,trend,稳定型,先上升后下降,159,2,35,0.1329,0.1542
广告算法工程师,算法,分布式存储,数据工程,traditional,trend,间歇出现,先上升后下降,159,2,35,0.2215,0.2534
广告算法工程师,算法,归因分析,软件工程,traditional,trend,持续下降,先上升后下降,159,2,35,0.1847,0.2524
广告算法工程师,算法,编程语言,编程语言,traditional,trend,稳定型,先上升后下降,159,2,35,0.1313,0.1518
广告算法工程师,算法,计算机体系结构,硬件与芯片,traditional,trend,稳定型,先上升后下降,159,2,35,0.1302,0.1572
广告算法工程师,算法,JavaScript,编程语言,traditional,trend,稳定型,先上升后下降,159,1,35,0.1192,0.1372
风控算法工程师,算法,Machine Learning,AI,new,core,持续上升,稳定波动,75,31,32,0.62,0.62
风控算法工程师,算法,NLP,大模型,new,core,先上升后稳定,稳定波动,75,19,32,0.5553,0.5553
风控算法工程师,算法,异常检测,软件工程,new,core,持续上升,稳定波动,75,16,32,0.5213,0.5213
风控算法工程师,算法,计算机视觉,计算机视觉与图形,new,core,先上升后稳定,稳定波动,75,12,32,0.4784,0.4917
风控算法工程师,算法,Transformer,大模型,new,trend,先上升后稳定,稳定波动,75,7,32,0.2791,0.3991
风控算法工程师,算法,高性能计算,硬件与芯片,new,trend,稳定型,稳定波动,75,2,32,0.1351,0.1543
风控算法工程师,算法,AI算法,AI,new,trend,持续上升,稳定波动,75,1,32,0.169,0.2841
风控算法工程师,算法,稀疏计算,硬件与芯片,new,trend,先上升后下降,稳定波动,75,1,32,0.1893,0.288
风控算法工程师,算法,Python,编程语言,traditional,core,稳定型,稳定波动,75,54,32,0.62,0.62
风控算法工程师,算法,机器学习,AI,traditional,core,稳定型,稳定波动,75,51,32,0.62,0.62
