standard_job,standard_category,month,month_index,demand_trend_type,planned_jd_count,is_active_month
C++开发工程师,软件研发,2025-01,2,间歇出现,2,yes
C++开发工程师,软件研发,2025-02,3,间歇出现,2,yes
C++开发工程师,软件研发,2025-03,4,间歇出现,0,no
C++开发工程师,软件研发,2025-04,5,间歇出现,0,no
C++开发工程师,软件研发,2025-05,6,间歇出现,2,yes
C++开发工程师,软件研发,2025-06,7,间歇出现,2,yes
C++开发工程师,软件研发,2025-07,8,间歇出现,0,no
C++开发工程师,软件研发,2025-08,9,间歇出现,0,no
C++开发工程师,软件研发,2025-09,10,间歇出现,0,no
C++开发工程师,软件研发,2025-10,11,间歇出现,0,no
C++开发工程师,软件研发,2025-11,12,间歇出现,0,no
C++开发工程师,软件研发,2025-12,13,间歇出现,2,yes
C++开发工程师,软件研发,2026-01,14,间歇出现,0,no
C++开发工程师,软件研发,2026-02,15,间歇出现,0,no
C++开发工程师,软件研发,2026-03,16,间歇出现,0,no
C++开发工程师,软件研发,2026-04,17,间歇出现,0,no
C++开发工程师,软件研发,2026-05,18,间歇出现,0,no
C++开发工程师,软件研发,2026-06,19,间歇出现,2,yes
C++开发工程师,软件研发,2026-07,20,间歇出现,0,no
Python开发工程师,软件研发,2024-12,1,消失后再出现,0,no
Python开发工程师,软件研发,2025-01,2,消失后再出现,0,no
Python开发工程师,软件研发,2025-02,3,消失后再出现,2,yes
Python开发工程师,软件研发,2025-03,4,消失后再出现,2,yes
Python开发工程师,软件研发,2025-04,5,消失后再出现,2,yes
Python开发工程师,软件研发,2025-05,6,消失后再出现,1,yes
Python开发工程师,软件研发,2025-06,7,消失后再出现,1,yes
Python开发工程师,软件研发,2025-07,8,消失后再出现,1,yes
Python开发工程师,软件研发,2025-08,9,消失后再出现,1,yes
Python开发工程师,软件研发,2025-09,10,消失后再出现,2,yes
Python开发工程师,软件研发,2025-10,11,消失后再出现,2,yes
Python开发工程师,软件研发,2025-11,12,消失后再出现,0,no
Python开发工程师,软件研发,2025-12,13,消失后再出现,0,no
Python开发工程师,软件研发,2026-01,14,消失后再出现,0,no
Python开发工程师,软件研发,2026-02,15,消失后再出现,0,no
Python开发工程师,软件研发,2026-03,16,消失后再出现,1,yes
Python开发工程师,软件研发,2026-04,17,消失后再出现,2,yes
Python开发工程师,软件研发,2026-05,18,消失后再出现,0,no
Python开发工程师,软件研发,2026-06,19,消失后再出现,2,yes
Python开发工程师,软件研发,2026-07,20,消失后再出现,2,yes
Go开发工程师,软件研发,2024-12,1,先上升后稳定,1,yes
Go开发工程师,软件研发,2025-01,2,先上升后稳定,1,yes
Go开发工程师,软件研发,2025-02,3,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-03,4,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-04,5,先上升后稳定,1,yes
Go开发工程师,软件研发,2025-05,6,先上升后稳定,0,no
Go开发工程师,软件研发,2025-06,7,先上升后稳定,1,yes
Go开发工程师,软件研发,2025-07,8,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-08,9,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-09,10,先上升后稳定,0,no
Go开发工程师,软件研发,2025-10,11,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-11,12,先上升后稳定,2,yes
Go开发工程师,软件研发,2025-12,13,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-01,14,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-02,15,先上升后稳定,1,yes
Go开发工程师,软件研发,2026-03,16,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-04,17,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-05,18,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-06,19,先上升后稳定,2,yes
Go开发工程师,软件研发,2026-07,20,先上升后稳定,2,yes
客户端开发工程师,软件研发,2024-12,1,先上升后下降,2,yes
客户端开发工程师,软件研发,2025-01,2,先上升后下降,1,yes
客户端开发工程师,软件研发,2025-02,3,先上升后下降,0,no
客户端开发工程师,软件研发,2025-03,4,先上升后下降,1,yes
客户端开发工程师,软件研发,2025-04,5,先上升后下降,1,yes
客户端开发工程师,软件研发,2025-05,6,先上升后下降,0,no
客户端开发工程师,软件研发,2025-06,7,先上升后下降,0,no
客户端开发工程师,软件研发,2025-07,8,先上升后下降,2,yes
客户端开发工程师,软件研发,2025-08,9,先上升后下降,3,yes
客户端开发工程师,软件研发,2025-09,10,先上升后下降,3,yes
客户端开发工程师,软件研发,2025-10,11,先上升后下降,4,yes
客户端开发工程师,软件研发,2025-11,12,先上升后下降,4,yes
客户端开发工程师,软件研发,2025-12,13,先上升后下降,3,yes
客户端开发工程师,软件研发,2026-01,14,先上升后下降,3,yes
客户端开发工程师,软件研发,2026-02,15,先上升后下降,3,yes
客户端开发工程师,软件研发,2026-03,16,先上升后下降,0,no
客户端开发工程师,软件研发,2026-04,17,先上升后下降,2,yes
客户端开发工程师,软件研发,2026-05,18,先上升后下降,2,yes
客户端开发工程师,软件研发,2026-06,19,先上升后下降,2,yes
客户端开发工程师,软件研发,2026-07,20,先上升后下降,1,yes
Android开发工程师,软件研发,2024-12,1,稳定波动,3,yes
Android开发工程师,软件研发,2025-01,2,稳定波动,3,yes
Android开发工程师,软件研发,2025-02,3,稳定波动,3,yes
Android开发工程师,软件研发,2025-03,4,稳定波动,3,yes
Android开发工程师,软件研发,2025-04,5,稳定波动,2,yes
Android开发工程师,软件研发,2025-05,6,稳定波动,2,yes
Android开发工程师,软件研发,2025-06,7,稳定波动,2,yes
Android开发工程师,软件研发,2025-07,8,稳定波动,3,yes
Android开发工程师,软件研发,2025-08,9,稳定波动,3,yes
Android开发工程师,软件研发,2025-09,10,稳定波动,4,yes
Android开发工程师,软件研发,2025-10,11,稳定波动,3,yes
Android开发工程师,软件研发,2025-11,12,稳定波动,3,yes
Android开发工程师,软件研发,2025-12,13,稳定波动,2,yes
Android开发工程师,软件研发,2026-01,14,稳定波动,2,yes
Android开发工程师,软件研发,2026-02,15,稳定波动,2,yes
Android开发工程师,软件研发,2026-03,16,稳定波动,3,yes
Android开发工程师,软件研发,2026-04,17,稳定波动,4,yes
Android开发工程师,软件研发,2026-05,18,稳定波动,3,yes
Android开发工程师,软件研发,2026-06,19,稳定波动,3,yes
Android开发工程师,软件研发,2026-07,20,稳定波动,2,yes
iOS开发工程师,软件研发,2024-12,1,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-01,2,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-02,3,先上升后稳定,1,yes
iOS开发工程师,软件研发,2025-03,4,先上升后稳定,1,yes
iOS开发工程师,软件研发,2025-04,5,先上升后稳定,1,yes
iOS开发工程师,软件研发,2025-05,6,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-06,7,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-07,8,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-08,9,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-09,10,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-10,11,先上升后稳定,3,yes
iOS开发工程师,软件研发,2025-11,12,先上升后稳定,2,yes
iOS开发工程师,软件研发,2025-12,13,先上升后稳定,3,yes
iOS开发工程师,软件研发,2026-01,14,先上升后稳定,3,yes
iOS开发工程师,软件研发,2026-02,15,先上升后稳定,0,no
iOS开发工程师,软件研发,2026-03,16,先上升后稳定,2,yes
iOS开发工程师,软件研发,2026-04,17,先上升后稳定,3,yes
iOS开发工程师,软件研发,2026-05,18,先上升后稳定,2,yes
iOS开发工程师,软件研发,2026-06,19,先上升后稳定,3,yes
iOS开发工程师,软件研发,2026-07,20,先上升后稳定,3,yes
系统软件工程师,软件研发,2024-12,1,持续下降,3,yes
系统软件工程师,软件研发,2025-01,2,持续下降,3,yes
系统软件工程师,软件研发,2025-02,3,持续下降,2,yes
系统软件工程师,软件研发,2025-03,4,持续下降,3,yes
系统软件工程师,软件研发,2025-04,5,持续下降,2,yes
系统软件工程师,软件研发,2025-05,6,持续下降,3,yes
系统软件工程师,软件研发,2025-06,7,持续下降,2,yes
系统软件工程师,软件研发,2025-07,8,持续下降,2,yes
系统软件工程师,软件研发,2025-08,9,持续下降,2,yes
系统软件工程师,软件研发,2025-09,10,持续下降,1,yes
系统软件工程师,软件研发,2025-10,11,持续下降,2,yes
系统软件工程师,软件研发,2025-11,12,持续下降,2,yes
系统软件工程师,软件研发,2025-12,13,持续下降,1,yes
系统软件工程师,软件研发,2026-01,14,持续下降,1,yes
系统软件工程师,软件研发,2026-02,15,持续下降,1,yes
系统软件工程师,软件研发,2026-03,16,持续下降,2,yes
系统软件工程师,软件研发,2026-04,17,持续下降,2,yes
系统软件工程师,软件研发,2026-05,18,持续下降,2,yes
系统软件工程师,软件研发,2026-06,19,持续下降,2,yes
系统软件工程师,软件研发,2026-07,20,持续下降,1,yes
嵌入式软件工程师,软件研发,2024-12,1,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-01,2,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-02,3,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-03,4,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-04,5,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-05,6,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-06,7,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-07,8,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-08,9,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-09,10,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-10,11,间歇出现,2,yes
嵌入式软件工程师,软件研发,2025-11,12,间歇出现,0,no
嵌入式软件工程师,软件研发,2025-12,13,间歇出现,2,yes
嵌入式软件工程师,软件研发,2026-01,14,间歇出现,0,no
嵌入式软件工程师,软件研发,2026-02,15,间歇出现,1,yes
嵌入式软件工程师,软件研发,2026-03,16,间歇出现,0,no
嵌入式软件工程师,软件研发,2026-04,17,间歇出现,0,no
嵌入式软件工程师,软件研发,2026-05,18,间歇出现,0,no
嵌入式软件工程师,软件研发,2026-06,19,间歇出现,2,yes
嵌入式软件工程师,软件研发,2026-07,20,间歇出现,0,no
驱动开发工程师,软件研发,2024-12,1,稳定波动,2,yes
驱动开发工程师,软件研发,2025-01,2,稳定波动,3,yes
驱动开发工程师,软件研发,2025-02,3,稳定波动,0,no
驱动开发工程师,软件研发,2025-03,4,稳定波动,3,yes
驱动开发工程师,软件研发,2025-04,5,稳定波动,2,yes
驱动开发工程师,软件研发,2025-05,6,稳定波动,2,yes
驱动开发工程师,软件研发,2025-06,7,稳定波动,2,yes
驱动开发工程师,软件研发,2025-07,8,稳定波动,2,yes
驱动开发工程师,软件研发,2025-08,9,稳定波动,3,yes
驱动开发工程师,软件研发,2025-09,10,稳定波动,2,yes
驱动开发工程师,软件研发,2025-10,11,稳定波动,2,yes
驱动开发工程师,软件研发,2025-11,12,稳定波动,2,yes
驱动开发工程师,软件研发,2025-12,13,稳定波动,0,no
驱动开发工程师,软件研发,2026-01,14,稳定波动,2,yes
驱动开发工程师,软件研发,2026-02,15,稳定波动,2,yes
驱动开发工程师,软件研发,2026-03,16,稳定波动,2,yes
驱动开发工程师,软件研发,2026-04,17,稳定波动,2,yes
驱动开发工程师,软件研发,2026-05,18,稳定波动,3,yes
驱动开发工程师,软件研发,2026-06,19,稳定波动,2,yes
驱动开发工程师,软件研发,2026-07,20,稳定波动,1,yes
软件架构师,软件研发,2024-12,1,稳定波动,2,yes
软件架构师,软件研发,2025-01,2,稳定波动,2,yes
软件架构师,软件研发,2025-02,3,稳定波动,2,yes
软件架构师,软件研发,2025-03,4,稳定波动,2,yes
软件架构师,软件研发,2025-04,5,稳定波动,2,yes
软件架构师,软件研发,2025-05,6,稳定波动,2,yes
软件架构师,软件研发,2025-06,7,稳定波动,1,yes
软件架构师,软件研发,2025-07,8,稳定波动,2,yes
软件架构师,软件研发,2025-08,9,稳定波动,2,yes
软件架构师,软件研发,2025-09,10,稳定波动,0,no
软件架构师,软件研发,2025-10,11,稳定波动,2,yes
软件架构师,软件研发,2025-11,12,稳定波动,2,yes
软件架构师,软件研发,2025-12,13,稳定波动,2,yes
软件架构师,软件研发,2026-01,14,稳定波动,1,yes
软件架构师,软件研发,2026-02,15,稳定波动,2,yes
软件架构师,软件研发,2026-03,16,稳定波动,2,yes
软件架构师,软件研发,2026-04,17,稳定波动,2,yes
软件架构师,软件研发,2026-05,18,稳定波动,3,yes
软件架构师,软件研发,2026-06,19,稳定波动,2,yes
软件架构师,软件研发,2026-07,20,稳定波动,1,yes
软件开发工程师,软件研发,2024-12,1,稳定波动,3,yes
软件开发工程师,软件研发,2025-01,2,稳定波动,3,yes
软件开发工程师,软件研发,2025-02,3,稳定波动,4,yes
软件开发工程师,软件研发,2025-03,4,稳定波动,3,yes
软件开发工程师,软件研发,2025-04,5,稳定波动,3,yes
软件开发工程师,软件研发,2025-05,6,稳定波动,2,yes
软件开发工程师,软件研发,2025-06,7,稳定波动,3,yes
软件开发工程师,软件研发,2025-07,8,稳定波动,3,yes
软件开发工程师,软件研发,2025-08,9,稳定波动,3,yes
软件开发工程师,软件研发,2025-09,10,稳定波动,4,yes
软件开发工程师,软件研发,2025-10,11,稳定波动,3,yes
软件开发工程师,软件研发,2025-11,12,稳定波动,3,yes
软件开发工程师,软件研发,2025-12,13,稳定波动,2,yes
软件开发工程师,软件研发,2026-01,14,稳定波动,2,yes
软件开发工程师,软件研发,2026-02,15,稳定波动,3,yes
软件开发工程师,软件研发,2026-03,16,稳定波动,4,yes
软件开发工程师,软件研发,2026-04,17,稳定波动,4,yes
软件开发工程师,软件研发,2026-05,18,稳定波动,4,yes
软件开发工程师,软件研发,2026-06,19,稳定波动,3,yes
软件开发工程师,软件研发,2026-07,20,稳定波动,2,yes
大数据开发工程师,数据,2024-12,1,无样本不生成,0,no
大数据开发工程师,数据,2025-01,2,无样本不生成,0,no
大数据开发工程师,数据,2025-02,3,无样本不生成,0,no
大数据开发工程师,数据,2025-03,4,无样本不生成,0,no
大数据开发工程师,数据,2025-04,5,无样本不生成,0,no
大数据开发工程师,数据,2025-05,6,无样本不生成,0,no
大数据开发工程师,数据,2025-06,7,无样本不生成,0,no
大数据开发工程师,数据,2025-07,8,无样本不生成,0,no
大数据开发工程师,数据,2025-08,9,无样本不生成,0,no
大数据开发工程师,数据,2025-09,10,无样本不生成,0,no
大数据开发工程师,数据,2025-10,11,无样本不生成,0,no
大数据开发工程师,数据,2025-11,12,无样本不生成,0,no
大数据开发工程师,数据,2025-12,13,无样本不生成,0,no
大数据开发工程师,数据,2026-01,14,无样本不生成,0,no
大数据开发工程师,数据,2026-02,15,无样本不生成,0,no
大数据开发工程师,数据,2026-03,16,无样本不生成,0,no
大数据开发工程师,数据,2026-04,17,无样本不生成,0,no
大数据开发工程师,数据,2026-05,18,无样本不生成,0,no
大数据开发工程师,数据,2026-06,19,无样本不生成,0,no
大数据开发工程师,数据,2026-07,20,无样本不生成,0,no
数据开发工程师,数据,2024-12,1,稳定波动,1,yes
数据开发工程师,数据,2025-01,2,稳定波动,0,no
数据开发工程师,数据,2025-02,3,稳定波动,1,yes
数据开发工程师,数据,2025-03,4,稳定波动,1,yes
数据开发工程师,数据,2025-04,5,稳定波动,1,yes
数据开发工程师,数据,2025-05,6,稳定波动,1,yes
数据开发工程师,数据,2025-06,7,稳定波动,1,yes
数据开发工程师,数据,2025-07,8,稳定波动,1,yes
数据开发工程师,数据,2025-08,9,稳定波动,1,yes
数据开发工程师,数据,2025-09,10,稳定波动,2,yes
数据开发工程师,数据,2025-10,11,稳定波动,1,yes
数据开发工程师,数据,2025-11,12,稳定波动,1,yes
数据开发工程师,数据,2025-12,13,稳定波动,2,yes
数据开发工程师,数据,2026-01,14,稳定波动,1,yes
数据开发工程师,数据,2026-02,15,稳定波动,1,yes
数据开发工程师,数据,2026-03,16,稳定波动,2,yes
数据开发工程师,数据,2026-04,17,稳定波动,2,yes
数据开发工程师,数据,2026-05,18,稳定波动,1,yes
数据开发工程师,数据,2026-06,19,稳定波动,1,yes
数据开发工程师,数据,2026-07,20,稳定波动,1,yes
数据仓库工程师,数据,2024-12,1,稳定波动,2,yes
数据仓库工程师,数据,2025-01,2,稳定波动,1,yes
数据仓库工程师,数据,2025-02,3,稳定波动,2,yes
数据仓库工程师,数据,2025-03,4,稳定波动,1,yes
数据仓库工程师,数据,2025-04,5,稳定波动,1,yes
数据仓库工程师,数据,2025-05,6,稳定波动,0,no
数据仓库工程师,数据,2025-06,7,稳定波动,1,yes
数据仓库工程师,数据,2025-07,8,稳定波动,1,yes
数据仓库工程师,数据,2025-08,9,稳定波动,1,yes
数据仓库工程师,数据,2025-09,10,稳定波动,0,no
数据仓库工程师,数据,2025-10,11,稳定波动,2,yes
数据仓库工程师,数据,2025-11,12,稳定波动,1,yes
数据仓库工程师,数据,2025-12,13,稳定波动,0,no
数据仓库工程师,数据,2026-01,14,稳定波动,0,no
数据仓库工程师,数据,2026-02,15,稳定波动,1,yes
数据仓库工程师,数据,2026-03,16,稳定波动,2,yes
数据仓库工程师,数据,2026-04,17,稳定波动,1,yes
数据仓库工程师,数据,2026-05,18,稳定波动,1,yes
数据仓库工程师,数据,2026-06,19,稳定波动,1,yes
数据仓库工程师,数据,2026-07,20,稳定波动,0,no
数据平台工程师,数据,2024-12,1,稳定波动,0,no
数据平台工程师,数据,2025-01,2,稳定波动,2,yes
数据平台工程师,数据,2025-02,3,稳定波动,2,yes
数据平台工程师,数据,2025-03,4,稳定波动,1,yes
数据平台工程师,数据,2025-04,5,稳定波动,0,no
数据平台工程师,数据,2025-05,6,稳定波动,1,yes
数据平台工程师,数据,2025-06,7,稳定波动,1,yes
数据平台工程师,数据,2025-07,8,稳定波动,0,no
数据平台工程师,数据,2025-08,9,稳定波动,2,yes
数据平台工程师,数据,2025-09,10,稳定波动,2,yes
数据平台工程师,数据,2025-10,11,稳定波动,0,no
数据平台工程师,数据,2025-11,12,稳定波动,1,yes
数据平台工程师,数据,2025-12,13,稳定波动,1,yes
数据平台工程师,数据,2026-01,14,稳定波动,2,yes
数据平台工程师,数据,2026-02,15,稳定波动,0,no
数据平台工程师,数据,2026-03,16,稳定波动,2,yes
数据平台工程师,数据,2026-04,17,稳定波动,0,no
数据平台工程师,数据,2026-05,18,稳定波动,1,yes
数据平台工程师,数据,2026-06,19,稳定波动,1,yes
数据平台工程师,数据,2026-07,20,稳定波动,2,yes
数据治理工程师,数据,2024-12,1,稳定波动,1,yes
数据治理工程师,数据,2025-01,2,稳定波动,1,yes
数据治理工程师,数据,2025-02,3,稳定波动,2,yes
数据治理工程师,数据,2025-03,4,稳定波动,0,no
数据治理工程师,数据,2025-04,5,稳定波动,1,yes
数据治理工程师,数据,2025-05,6,稳定波动,0,no
数据治理工程师,数据,2025-06,7,稳定波动,0,no
数据治理工程师,数据,2025-07,8,稳定波动,0,no
数据治理工程师,数据,2025-08,9,稳定波动,0,no
数据治理工程师,数据,2025-09,10,稳定波动,1,yes
数据治理工程师,数据,2025-10,11,稳定波动,0,no
数据治理工程师,数据,2025-11,12,稳定波动,1,yes
数据治理工程师,数据,2025-12,13,稳定波动,1,yes
数据治理工程师,数据,2026-01,14,稳定波动,1,yes
数据治理工程师,数据,2026-02,15,稳定波动,1,yes
数据治理工程师,数据,2026-03,16,稳定波动,1,yes
数据治理工程师,数据,2026-04,17,稳定波动,1,yes
数据治理工程师,数据,2026-05,18,稳定波动,0,no
数据治理工程师,数据,2026-06,19,稳定波动,1,yes
数据治理工程师,数据,2026-07,20,稳定波动,0,no
数据分析师,数据,2024-12,1,持续上升,2,yes
数据分析师,数据,2025-01,2,持续上升,2,yes
数据分析师,数据,2025-02,3,持续上升,0,no
数据分析师,数据,2025-03,4,持续上升,2,yes
数据分析师,数据,2025-04,5,持续上升,1,yes
数据分析师,数据,2025-05,6,持续上升,1,yes
数据分析师,数据,2025-06,7,持续上升,1,yes
数据分析师,数据,2025-07,8,持续上升,1,yes
数据分析师,数据,2025-08,9,持续上升,2,yes
数据分析师,数据,2025-09,10,持续上升,2,yes
数据分析师,数据,2025-10,11,持续上升,2,yes
数据分析师,数据,2025-11,12,持续上升,2,yes
数据分析师,数据,2025-12,13,持续上升,2,yes
数据分析师,数据,2026-01,14,持续上升,2,yes
数据分析师,数据,2026-02,15,持续上升,3,yes
数据分析师,数据,2026-03,16,持续上升,2,yes
数据分析师,数据,2026-04,17,持续上升,3,yes
数据分析师,数据,2026-05,18,持续上升,3,yes
数据分析师,数据,2026-06,19,持续上升,2,yes
数据分析师,数据,2026-07,20,持续上升,3,yes
数据工程师,数据,2024-12,1,消失后再出现,2,yes
数据工程师,数据,2025-01,2,消失后再出现,2,yes
数据工程师,数据,2025-02,3,消失后再出现,2,yes
数据工程师,数据,2025-03,4,消失后再出现,2,yes
数据工程师,数据,2025-04,5,消失后再出现,0,no
数据工程师,数据,2025-05,6,消失后再出现,1,yes
数据工程师,数据,2025-06,7,消失后再出现,0,no
数据工程师,数据,2025-07,8,消失后再出现,0,no
数据工程师,数据,2025-08,9,消失后再出现,0,no
数据工程师,数据,2025-09,10,消失后再出现,1,yes
数据工程师,数据,2025-10,11,消失后再出现,1,yes
数据工程师,数据,2025-11,12,消失后再出现,0,no
数据工程师,数据,2025-12,13,消失后再出现,2,yes
数据工程师,数据,2026-01,14,消失后再出现,0,no
数据工程师,数据,2026-02,15,消失后再出现,2,yes
数据工程师,数据,2026-03,16,消失后再出现,2,yes
数据工程师,数据,2026-04,17,消失后再出现,2,yes
数据工程师,数据,2026-05,18,消失后再出现,0,no
数据工程师,数据,2026-06,19,消失后再出现,2,yes
数据工程师,数据,2026-07,20,消失后再出现,1,yes
大模型测试工程师,测试质量,2024-12,1,持续上升,2,yes
大模型测试工程师,测试质量,2025-01,2,持续上升,1,yes
大模型测试工程师,测试质量,2025-02,3,持续上升,2,yes
大模型测试工程师,测试质量,2025-03,4,持续上升,1,yes
大模型测试工程师,测试质量,2025-04,5,持续上升,1,yes
大模型测试工程师,测试质量,2025-05,6,持续上升,1,yes
大模型测试工程师,测试质量,2025-06,7,持续上升,2,yes
大模型测试工程师,测试质量,2025-07,8,持续上升,2,yes
大模型测试工程师,测试质量,2025-08,9,持续上升,2,yes
大模型测试工程师,测试质量,2025-09,10,持续上升,2,yes
大模型测试工程师,测试质量,2025-10,11,持续上升,2,yes
大模型测试工程师,测试质量,2025-11,12,持续上升,3,yes
大模型测试工程师,测试质量,2025-12,13,持续上升,2,yes
大模型测试工程师,测试质量,2026-01,14,持续上升,3,yes
大模型测试工程师,测试质量,2026-02,15,持续上升,3,yes
大模型测试工程师,测试质量,2026-03,16,持续上升,3,yes
大模型测试工程师,测试质量,2026-04,17,持续上升,4,yes
大模型测试工程师,测试质量,2026-05,18,持续上升,3,yes
大模型测试工程师,测试质量,2026-06,19,持续上升,3,yes
大模型测试工程师,测试质量,2026-07,20,持续上升,4,yes
测试开发工程师,测试质量,2024-12,1,稳定波动,2,yes
测试开发工程师,测试质量,2025-01,2,稳定波动,0,no
测试开发工程师,测试质量,2025-02,3,稳定波动,0,no
测试开发工程师,测试质量,2025-03,4,稳定波动,3,yes
测试开发工程师,测试质量,2025-04,5,稳定波动,2,yes
测试开发工程师,测试质量,2025-05,6,稳定波动,2,yes
测试开发工程师,测试质量,2025-06,7,稳定波动,2,yes
测试开发工程师,测试质量,2025-07,8,稳定波动,2,yes
测试开发工程师,测试质量,2025-08,9,稳定波动,4,yes
测试开发工程师,测试质量,2025-09,10,稳定波动,3,yes
测试开发工程师,测试质量,2025-10,11,稳定波动,2,yes
测试开发工程师,测试质量,2025-11,12,稳定波动,2,yes
测试开发工程师,测试质量,2025-12,13,稳定波动,2,yes
测试开发工程师,测试质量,2026-01,14,稳定波动,2,yes
测试开发工程师,测试质量,2026-02,15,稳定波动,2,yes
测试开发工程师,测试质量,2026-03,16,稳定波动,3,yes
测试开发工程师,测试质量,2026-04,17,稳定波动,4,yes
测试开发工程师,测试质量,2026-05,18,稳定波动,3,yes
测试开发工程师,测试质量,2026-06,19,稳定波动,2,yes
测试开发工程师,测试质量,2026-07,20,稳定波动,2,yes
质量工程师,测试质量,2024-12,1,稳定波动,2,yes
质量工程师,测试质量,2025-01,2,稳定波动,2,yes
质量工程师,测试质量,2025-02,3,稳定波动,2,yes
质量工程师,测试质量,2025-03,4,稳定波动,2,yes
质量工程师,测试质量,2025-04,5,稳定波动,0,no
质量工程师,测试质量,2025-05,6,稳定波动,1,yes
质量工程师,测试质量,2025-06,7,稳定波动,1,yes
质量工程师,测试质量,2025-07,8,稳定波动,2,yes
质量工程师,测试质量,2025-08,9,稳定波动,2,yes
质量工程师,测试质量,2025-09,10,稳定波动,2,yes
质量工程师,测试质量,2025-10,11,稳定波动,1,yes
质量工程师,测试质量,2025-11,12,稳定波动,1,yes
质量工程师,测试质量,2025-12,13,稳定波动,1,yes
质量工程师,测试质量,2026-01,14,稳定波动,1,yes
质量工程师,测试质量,2026-02,15,稳定波动,1,yes
质量工程师,测试质量,2026-03,16,稳定波动,2,yes
质量工程师,测试质量,2026-04,17,稳定波动,2,yes
质量工程师,测试质量,2026-05,18,稳定波动,2,yes
质量工程师,测试质量,2026-06,19,稳定波动,1,yes
质量工程师,测试质量,2026-07,20,稳定波动,1,yes
测试工程师,测试质量,2024-12,1,间歇出现,1,yes
测试工程师,测试质量,2025-01,2,间歇出现,0,no
测试工程师,测试质量,2025-02,3,间歇出现,2,yes
测试工程师,测试质量,2025-03,4,间歇出现,0,no
测试工程师,测试质量,2025-04,5,间歇出现,0,no
测试工程师,测试质量,2025-05,6,间歇出现,1,yes
测试工程师,测试质量,2025-06,7,间歇出现,0,no
测试工程师,测试质量,2025-07,8,间歇出现,2,yes
测试工程师,测试质量,2025-08,9,间歇出现,2,yes
测试工程师,测试质量,2025-09,10,间歇出现,0,no
测试工程师,测试质量,2025-10,11,间歇出现,0,no
测试工程师,测试质量,2025-11,12,间歇出现,0,no
测试工程师,测试质量,2025-12,13,间歇出现,0,no
测试工程师,测试质量,2026-01,14,间歇出现,0,no
测试工程师,测试质量,2026-02,15,间歇出现,1,yes
测试工程师,测试质量,2026-03,16,间歇出现,1,yes
测试工程师,测试质量,2026-04,17,间歇出现,0,no
测试工程师,测试质量,2026-05,18,间歇出现,0,no
测试工程师,测试质量,2026-06,19,间歇出现,1,yes
测试工程师,测试质量,2026-07,20,间歇出现,0,no
DevOps工程师,基础设施,2024-12,1,持续上升,1,yes
DevOps工程师,基础设施,2025-01,2,持续上升,1,yes
DevOps工程师,基础设施,2025-02,3,持续上升,1,yes
DevOps工程师,基础设施,2025-03,4,持续上升,0,no
DevOps工程师,基础设施,2025-04,5,持续上升,1,yes
DevOps工程师,基础设施,2025-05,6,持续上升,1,yes
DevOps工程师,基础设施,2025-06,7,持续上升,1,yes
DevOps工程师,基础设施,2025-07,8,持续上升,2,yes
DevOps工程师,基础设施,2025-08,9,持续上升,2,yes
DevOps工程师,基础设施,2025-09,10,持续上升,2,yes
DevOps工程师,基础设施,2025-10,11,持续上升,1,yes
DevOps工程师,基础设施,2025-11,12,持续上升,1,yes
DevOps工程师,基础设施,2025-12,13,持续上升,1,yes
DevOps工程师,基础设施,2026-01,14,持续上升,1,yes
DevOps工程师,基础设施,2026-02,15,持续上升,1,yes
DevOps工程师,基础设施,2026-03,16,持续上升,1,yes
DevOps工程师,基础设施,2026-04,17,持续上升,1,yes
DevOps工程师,基础设施,2026-05,18,持续上升,1,yes
DevOps工程师,基础设施,2026-06,19,持续上升,2,yes
DevOps工程师,基础设施,2026-07,20,持续上升,2,yes
运维工程师,基础设施,2024-12,1,消失后再出现,2,yes
