standard_job,standard_category,skill,kg_display_skill,skill_stage,source_row_count,traditional_source_row_count,new_source_row_count
风控算法工程师,算法,模型评测,大模型,new,1,1,0
风控算法工程师,算法,流式计算,数据工程,traditional,1,1,0
风控算法工程师,算法,研发效能,软件工程,traditional,1,1,0
风控算法工程师,算法,稀疏计算,硬件与芯片,new,1,1,0
风控算法工程师,算法,自动化算法,系统与运维,traditional,1,1,0
机器学习算法工程师,AI算法,C/C++,编程语言,traditional,79,79,0
机器学习算法工程师,AI算法,Python,编程语言,traditional,69,69,0
机器学习算法工程师,AI算法,PyTorch,AI,traditional,56,0,56
机器学习算法工程师,AI算法,TensorFlow,AI,traditional,45,0,45
机器学习算法工程师,AI算法,Linux,系统与运维,traditional,33,33,0
机器学习算法工程师,AI算法,机器学习,AI,traditional,33,0,33
机器学习算法工程师,AI算法,Go,编程语言,traditional,27,27,0
机器学习算法工程师,AI算法,分布式系统,软件工程,traditional,24,24,0
机器学习算法工程师,AI算法,Java,编程语言,traditional,21,21,0
机器学习算法工程师,AI算法,Machine Learning,AI,new,21,12,9
机器学习算法工程师,AI算法,Kubernetes,系统与运维,traditional,20,20,0
机器学习算法工程师,AI算法,NLP,大模型,new,15,15,0
机器学习算法工程师,AI算法,深度学习,AI,traditional,15,0,15
机器学习算法工程师,AI算法,LLM,大模型,new,14,0,14
机器学习算法工程师,AI算法,Spark,数据工程,traditional,13,13,0
机器学习算法工程师,AI算法,模型并行,大模型,new,11,11,0
机器学习算法工程师,AI算法,GPU,系统与运维,traditional,10,10,0
机器学习算法工程师,AI算法,CUDA,硬件与芯片,new,9,9,0
机器学习算法工程师,AI算法,数据工程,数据工程,traditional,9,9,0
机器学习算法工程师,AI算法,计算机视觉,计算机视觉与图形,new,9,4,5
机器学习算法工程师,AI算法,Hive,数据工程,traditional,8,8,0
机器学习算法工程师,AI算法,Shell脚本,编程语言,traditional,8,8,0
机器学习算法工程师,AI算法,云计算,云计算,traditional,8,8,0
机器学习算法工程师,AI算法,分布式存储,数据工程,traditional,8,8,0
机器学习算法工程师,AI算法,因果推断,算法与数学,new,8,8,0
机器学习算法工程师,AI算法,高性能计算,硬件与芯片,new,8,8,0
机器学习算法工程师,AI算法,Hadoop,数据工程,traditional,7,7,0
机器学习算法工程师,AI算法,VLM,大模型,new,7,0,7
机器学习算法工程师,AI算法,推荐算法,AI,traditional,7,7,0
机器学习算法工程师,AI算法,编程语言,编程语言,traditional,7,7,0
机器学习算法工程师,AI算法,网络技术,通信与网络,traditional,7,7,0
机器学习算法工程师,AI算法,DeepSpeed,大模型,new,6,0,6
机器学习算法工程师,AI算法,大模型训练,大模型,new,6,3,3
机器学习算法工程师,AI算法,搜索算法,AI,traditional,6,6,0
机器学习算法工程师,AI算法,模型压缩,大模型,new,6,2,4
机器学习算法工程师,AI算法,模型训练,大模型,new,6,1,5
机器学习算法工程师,AI算法,软件开发,软件开发,traditional,6,6,0
机器学习算法工程师,AI算法,高性能通信,通信与网络,traditional,6,6,0
机器学习算法工程师,AI算法,SGLang,大模型,new,5,5,0
机器学习算法工程师,AI算法,性能优化,软件工程,traditional,5,5,0
机器学习算法工程师,AI算法,推理优化,大模型,new,5,0,5
机器学习算法工程师,AI算法,特征工程,数据工程,traditional,5,5,0
机器学习算法工程师,AI算法,知识图谱,知识图谱,new,5,1,4
机器学习算法工程师,AI算法,DPO,大模型,new,4,0,4
机器学习算法工程师,AI算法,Docker,系统与运维,traditional,4,4,0
机器学习算法工程师,AI算法,MySQL,数据工程,traditional,4,4,0
机器学习算法工程师,AI算法,Ray,AI,traditional,4,4,0
机器学习算法工程师,AI算法,Redis,数据工程,traditional,4,4,0
机器学习算法工程师,AI算法,SFT,大模型,new,4,0,4
机器学习算法工程师,AI算法,SRE,系统与运维,traditional,4,4,0
机器学习算法工程师,AI算法,Triton,大模型,new,4,4,0
机器学习算法工程师,AI算法,分布式计算,数据工程,traditional,4,4,0
机器学习算法工程师,AI算法,分布式训练,大模型,new,4,4,0
机器学习算法工程师,AI算法,ClickHouse,数据工程,traditional,3,3,0
机器学习算法工程师,AI算法,DevOps,系统与运维,traditional,3,3,0
机器学习算法工程师,AI算法,Flink,数据工程,traditional,3,3,0
机器学习算法工程师,AI算法,MongoDB,数据工程,traditional,3,3,0
机器学习算法工程师,AI算法,TensorRT-LLM,大模型,new,3,0,3
机器学习算法工程师,AI算法,Transformer,大模型,new,3,0,3
机器学习算法工程师,AI算法,操作系统,系统与运维,traditional,3,3,0
机器学习算法工程师,AI算法,时间序列算法,算法与数学,traditional,3,3,0
机器学习算法工程师,AI算法,模型推理,大模型,new,3,3,0
机器学习算法工程师,AI算法,模型服务化,大模型,new,3,3,0
机器学习算法工程师,AI算法,模型调优,大模型,new,3,3,0
机器学习算法工程师,AI算法,模型部署,大模型,new,3,0,3
机器学习算法工程师,AI算法,硬件开发,硬件与芯片,traditional,3,3,0
机器学习算法工程师,AI算法,科学计算,科学计算与仿真,traditional,3,3,0
机器学习算法工程师,AI算法,算法工程,算法与数学,traditional,3,3,0
机器学习算法工程师,AI算法,系统开发,系统与运维,traditional,3,3,0
机器学习算法工程师,AI算法,AIops,系统与运维,new,2,0,2
机器学习算法工程师,AI算法,AI算法,AI,new,2,0,2
机器学习算法工程师,AI算法,Agent,大模型,new,2,0,2
机器学习算法工程师,AI算法,Kafka,数据工程,traditional,2,2,0
机器学习算法工程师,AI算法,Megatron,大模型,new,2,0,2
机器学习算法工程师,AI算法,TTS,大模型,new,2,1,1
机器学习算法工程师,AI算法,Unix,系统与运维,traditional,2,2,0
机器学习算法工程师,AI算法,信息检索,AI,traditional,2,2,0
机器学习算法工程师,AI算法,内存管理,软件工程,traditional,2,2,0
机器学习算法工程师,AI算法,多模态,大模型,new,2,0,2
机器学习算法工程师,AI算法,序列建模,AI,new,2,2,0
机器学习算法工程师,AI算法,深度学习框架,AI,traditional,2,0,2
机器学习算法工程师,AI算法,计算机体系结构,硬件与芯片,traditional,2,2,0
机器学习算法工程师,AI算法,软硬件协同,硬件与芯片,traditional,2,2,0
机器学习算法工程师,AI算法,AIGC,AI,new,1,0,1
机器学习算法工程师,AI算法,AI基础设施,AI,new,1,0,1
机器学习算法工程师,AI算法,AI芯片,硬件与芯片,new,1,1,0
机器学习算法工程师,AI算法,ASR,大模型,new,1,0,1
机器学习算法工程师,AI算法,Ai coding,AI,new,1,0,1
机器学习算法工程师,AI算法,Ascend,硬件与芯片,new,1,1,0
机器学习算法工程师,AI算法,Diffusion,大模型,new,1,0,1
机器学习算法工程师,AI算法,Embedding,大模型,new,1,0,1
机器学习算法工程师,AI算法,GPU内存优化,硬件与芯片,new,1,1,0
机器学习算法工程师,AI算法,LangChain,大模型,new,1,0,1
机器学习算法工程师,AI算法,PostgreSQL,数据工程,traditional,1,1,0
机器学习算法工程师,AI算法,SIMD,硬件与芯片,traditional,1,1,0
机器学习算法工程师,AI算法,Scala,编程语言,traditional,1,1,0
机器学习算法工程师,AI算法,TensorRT,大模型,new,1,1,0
机器学习算法工程师,AI算法,信号处理,硬件与芯片,traditional,1,1,0
机器学习算法工程师,AI算法,信息安全,安全,traditional,1,1,0
机器学习算法工程师,AI算法,图像图形技术,计算机视觉与图形,traditional,1,1,0
机器学习算法工程师,AI算法,多任务学习,AI,new,1,1,0
机器学习算法工程师,AI算法,多目标优化,算法与数学,traditional,1,1,0
机器学习算法工程师,AI算法,大模型后训练,大模型,new,1,0,1
机器学习算法工程师,AI算法,异常检测,软件工程,new,1,1,0
机器学习算法工程师,AI算法,异构计算,硬件与芯片,new,1,1,0
机器学习算法工程师,AI算法,微服务架构,软件工程,traditional,1,1,0
机器学习算法工程师,AI算法,模型工程,大模型,new,1,1,0
机器学习算法工程师,AI算法,消息队列,数据工程,traditional,1,1,0
机器学习算法工程师,AI算法,算子开发,硬件与芯片,new,1,1,0
机器学习算法工程师,AI算法,网络编程,软件工程,traditional,1,1,0
机器学习算法工程师,AI算法,自动化测试,软件开发,traditional,1,1,0
机器学习算法工程师,AI算法,计算机网络,通信与网络,traditional,1,1,0
机器学习算法工程师,AI算法,软件工程,软件工程,traditional,1,1,0
机器学习算法工程师,AI算法,通信技术,通信与网络,traditional,1,1,0
数据挖掘算法工程师,算法,Python,编程语言,traditional,38,38,0
数据挖掘算法工程师,算法,机器学习,AI,traditional,30,0,30
数据挖掘算法工程师,算法,Spark,数据工程,traditional,27,27,0
数据挖掘算法工程师,算法,Hive,数据工程,traditional,21,21,0
数据挖掘算法工程师,算法,C/C++,编程语言,traditional,18,18,0
数据挖掘算法工程师,算法,数据工程,数据工程,traditional,18,18,0
数据挖掘算法工程师,算法,深度学习,AI,traditional,18,0,18
数据挖掘算法工程师,算法,Hadoop,数据工程,traditional,14,14,0
数据挖掘算法工程师,算法,Machine Learning,AI,new,13,12,1
数据挖掘算法工程师,算法,算法工程,算法与数学,traditional,13,13,0
数据挖掘算法工程师,算法,Java,编程语言,traditional,12,12,0
数据挖掘算法工程师,算法,PyTorch,AI,traditional,12,0,12
数据挖掘算法工程师,算法,NLP,大模型,new,9,9,0
数据挖掘算法工程师,算法,TensorFlow,AI,traditional,9,0,9
数据挖掘算法工程师,算法,因果推断,算法与数学,new,6,6,0
数据挖掘算法工程师,算法,Flink,数据工程,traditional,5,5,0
数据挖掘算法工程师,算法,Linux,系统与运维,traditional,5,5,0
数据挖掘算法工程师,算法,Scala,编程语言,traditional,5,5,0
数据挖掘算法工程师,算法,LLM,大模型,new,4,0,4
数据挖掘算法工程师,算法,Shell脚本,编程语言,traditional,3,3,0
数据挖掘算法工程师,算法,多目标优化,算法与数学,traditional,3,3,0
数据挖掘算法工程师,算法,模型训练,大模型,new,3,0,3
数据挖掘算法工程师,算法,知识图谱,知识图谱,new,3,3,0
数据挖掘算法工程师,算法,计算机视觉,计算机视觉与图形,new,3,2,1
数据挖掘算法工程师,算法,Agent,大模型,new,2,0,2
数据挖掘算法工程师,算法,MySQL,数据工程,traditional,2,2,0
数据挖掘算法工程师,算法,分布式计算,数据工程,traditional,2,2,0
数据挖掘算法工程师,算法,大模型训练,大模型,new,2,0,2
数据挖掘算法工程师,算法,模型评测,大模型,new,2,0,2
数据挖掘算法工程师,算法,特征工程,数据工程,traditional,2,2,0
数据挖掘算法工程师,算法,自然语言处理,AI,traditional,2,0,2
数据挖掘算法工程师,算法,AIGC,AI,new,1,0,1
数据挖掘算法工程师,算法,Go,编程语言,traditional,1,1,0
数据挖掘算法工程师,算法,Kafka,数据工程,traditional,1,1,0
数据挖掘算法工程师,算法,LangChain,大模型,new,1,0,1
数据挖掘算法工程师,算法,PHP,编程语言,traditional,1,1,0
数据挖掘算法工程师,算法,RAG,大模型,new,1,0,1
数据挖掘算法工程师,算法,React,编程语言,traditional,1,1,0
数据挖掘算法工程师,算法,Redis,数据工程,traditional,1,1,0
数据挖掘算法工程师,算法,SFT,大模型,new,1,0,1
数据挖掘算法工程师,算法,Transformer,大模型,new,1,0,1
数据挖掘算法工程师,算法,信息检索,AI,traditional,1,1,0
数据挖掘算法工程师,算法,多模态,大模型,new,1,0,1
数据挖掘算法工程师,算法,异常检测,软件工程,new,1,1,0
数据挖掘算法工程师,算法,归因分析,软件工程,traditional,1,1,0
数据挖掘算法工程师,算法,推荐算法,AI,traditional,1,1,0
数据挖掘算法工程师,算法,搜索算法,AI,traditional,1,1,0
数据挖掘算法工程师,算法,模型工程,大模型,new,1,1,0
数据挖掘算法工程师,算法,模型微调,大模型,new,1,0,1
数据挖掘算法工程师,算法,深度学习框架,AI,traditional,1,0,1
数据挖掘算法工程师,算法,游戏与图形开发,游戏与图形,traditional,1,0,1
数据挖掘算法工程师,算法,网络编程,软件工程,traditional,1,1,0
算法研究员,AI算法,Python,编程语言,traditional,28,28,0
算法研究员,AI算法,Machine Learning,AI,new,22,1,21
算法研究员,AI算法,PyTorch,AI,traditional,22,0,22
算法研究员,AI算法,C/C++,编程语言,traditional,21,21,0
算法研究员,AI算法,LLM,大模型,new,20,0,20
算法研究员,AI算法,机器学习,AI,traditional,17,0,17
算法研究员,AI算法,深度学习,AI,traditional,13,0,13
算法研究员,AI算法,TensorFlow,AI,traditional,11,0,11
算法研究员,AI算法,AIGC,AI,new,10,1,9
算法研究员,AI算法,Agent,大模型,new,10,0,10
算法研究员,AI算法,多模态,大模型,new,9,0,9
算法研究员,AI算法,计算机视觉,计算机视觉与图形,new,8,2,6
算法研究员,AI算法,Java,编程语言,traditional,6,6,0
算法研究员,AI算法,NLP,大模型,new,6,6,0
算法研究员,AI算法,世界模型,大模型,new,6,6,0
算法研究员,AI算法,大模型训练,大模型,new,6,0,6
算法研究员,AI算法,游戏与图形开发,游戏与图形,traditional,6,1,5
算法研究员,AI算法,Go,编程语言,traditional,5,5,0
算法研究员,AI算法,Multi-Agent,大模型,new,5,0,5
算法研究员,AI算法,机器人与自动驾驶,机器人与自动驾驶,new,5,2,3
算法研究员,AI算法,Ai coding,AI,new,4,2,2
算法研究员,AI算法,Linux,系统与运维,traditional,4,4,0
算法研究员,AI算法,Tool Use,大模型,new,4,4,0
算法研究员,AI算法,Transformer,大模型,new,4,0,4
算法研究员,AI算法,VLM,大模型,new,4,0,4
算法研究员,AI算法,分布式训练,大模型,new,4,4,0
算法研究员,AI算法,图像图形技术,计算机视觉与图形,traditional,4,0,4
算法研究员,AI算法,算法工程,算法与数学,traditional,4,4,0
算法研究员,AI算法,编程语言,编程语言,traditional,4,4,0
算法研究员,AI算法,高性能计算,硬件与芯片,new,4,4,0
算法研究员,AI算法,AI工作流设计,AI,new,3,3,0
算法研究员,AI算法,Diffusion模型,大模型,new,3,3,0
算法研究员,AI算法,LoRA微调,大模型,new,3,0,3
算法研究员,AI算法,prompt工程,大模型,new,3,0,3
算法研究员,AI算法,大模型预训练,大模型,new,3,0,3
算法研究员,AI算法,数字人技术,AI,new,3,3,0
算法研究员,AI算法,自然语言处理,AI,traditional,3,0,3
算法研究员,AI算法,DeepSpeed,大模型,new,2,0,2
算法研究员,AI算法,GRPO,大模型,new,2,2,0
算法研究员,AI算法,LangGraph,大模型,new,2,0,2
算法研究员,AI算法,Megatron,大模型,new,2,0,2
算法研究员,AI算法,Multimodal AI,大模型,new,2,2,0
算法研究员,AI算法,MySQL,数据工程,traditional,2,2,0
算法研究员,AI算法,NoSQL,数据工程,traditional,2,2,0
算法研究员,AI算法,PostgreSQL,数据工程,traditional,2,2,0
算法研究员,AI算法,RLHF,大模型,new,2,0,2
算法研究员,AI算法,上下文工程,大模型,new,2,2,0
算法研究员,AI算法,信息安全,安全,traditional,2,2,0
算法研究员,AI算法,向量计算,数据工程,new,2,2,0
算法研究员,AI算法,因果推断,算法与数学,new,2,2,0
算法研究员,AI算法,推理优化,大模型,new,2,0,2
算法研究员,AI算法,时间序列算法,算法与数学,traditional,2,2,0
算法研究员,AI算法,模型并行,大模型,new,2,2,0
算法研究员,AI算法,模型训练,大模型,new,2,0,2
算法研究员,AI算法,模型调优,大模型,new,2,2,0
算法研究员,AI算法,科学计算,科学计算与仿真,traditional,2,2,0
算法研究员,AI算法,端到端系统,软件开发,traditional,2,1,1
算法研究员,AI算法,AIops,系统与运维,new,1,0,1
算法研究员,AI算法,AI工具,大模型,new,1,0,1
算法研究员,AI算法,AI算法,AI,new,1,0,1
算法研究员,AI算法,Context Engineering,大模型,new,1,1,0
算法研究员,AI算法,DPO,大模型,new,1,0,1
算法研究员,AI算法,Diffusion,大模型,new,1,0,1
算法研究员,AI算法,GPU,系统与运维,traditional,1,1,0
算法研究员,AI算法,GPU内存优化,硬件与芯片,new,1,1,0
算法研究员,AI算法,Hadoop,数据工程,traditional,1,1,0
算法研究员,AI算法,JavaScript,编程语言,traditional,1,1,0
算法研究员,AI算法,LangChain,大模型,new,1,0,1
算法研究员,AI算法,MCP,大模型,new,1,0,1
算法研究员,AI算法,Memory,大模型,new,1,1,0
算法研究员,AI算法,PPO,大模型,new,1,1,0
算法研究员,AI算法,RAG,大模型,new,1,0,1
算法研究员,AI算法,React,编程语言,traditional,1,1,0
算法研究员,AI算法,SFT,大模型,new,1,0,1
算法研究员,AI算法,SGLang,大模型,new,1,1,0
算法研究员,AI算法,Spark,数据工程,traditional,1,1,0
算法研究员,AI算法,TypeScript,编程语言,traditional,1,1,0
算法研究员,AI算法,VLA模型,大模型,new,1,1,0
算法研究员,AI算法,不确定性建模,算法与数学,new,1,1,0
算法研究员,AI算法,交互技术,交互体验,traditional,1,1,0
算法研究员,AI算法,人因工程,交互体验,traditional,1,1,0
算法研究员,AI算法,人机交互,交互体验,traditional,1,1,0
算法研究员,AI算法,仿真技术,科学计算与仿真,traditional,1,1,0
算法研究员,AI算法,内存管理,软件工程,traditional,1,1,0
算法研究员,AI算法,可解释AI,AI,new,1,1,0
算法研究员,AI算法,多方安全计算,安全,new,1,1,0
算法研究员,AI算法,多目标优化,算法与数学,traditional,1,1,0
算法研究员,AI算法,多语言均衡,大模型,new,1,1,0
算法研究员,AI算法,大模型后训练,大模型,new,1,0,1
算法研究员,AI算法,大模型安全,大模型,new,1,1,0
算法研究员,AI算法,大模型微调,大模型,new,1,1,0
算法研究员,AI算法,序列建模,AI,new,1,1,0
算法研究员,AI算法,形式化验证,软件工程,traditional,1,1,0
算法研究员,AI算法,感知算法,AI,new,1,1,0
算法研究员,AI算法,推荐算法,AI,traditional,1,1,0
算法研究员,AI算法,搜索算法,AI,traditional,1,1,0
算法研究员,AI算法,操作系统,系统与运维,traditional,1,1,0
算法研究员,AI算法,模型对齐,大模型,new,1,1,0
算法研究员,AI算法,模型工程,大模型,new,1,1,0
算法研究员,AI算法,模型微调,大模型,new,1,0,1
算法研究员,AI算法,模型推理,大模型,new,1,1,0
算法研究员,AI算法,模型评测,大模型,new,1,0,1
算法研究员,AI算法,模型部署,大模型,new,1,0,1
算法研究员,AI算法,消息队列,数据工程,traditional,1,1,0
算法研究员,AI算法,深度学习框架,AI,traditional,1,0,1
算法研究员,AI算法,网络技术,通信与网络,traditional,1,1,0
算法研究员,AI算法,软件工程,软件工程,traditional,1,1,0
算法研究员,AI算法,音视频技术,音视频技术,traditional,1,1,0
算法研究员,AI算法,高性能通信,通信与网络,traditional,1,1,0
算法工程师,AI算法,C/C++,编程语言,traditional,463,463,0
算法工程师,AI算法,Python,编程语言,traditional,423,423,0
算法工程师,AI算法,机器学习,AI,traditional,308,0,308
算法工程师,AI算法,PyTorch,AI,traditional,264,0,264
算法工程师,AI算法,深度学习,AI,traditional,251,0,251
算法工程师,AI算法,Machine Learning,AI,new,250,112,138
算法工程师,AI算法,LLM,大模型,new,234,5,229
算法工程师,AI算法,计算机视觉,计算机视觉与图形,new,203,65,138
算法工程师,AI算法,TensorFlow,AI,traditional,196,0,196
算法工程师,AI算法,NLP,大模型,new,171,171,0
算法工程师,AI算法,多模态,大模型,new,127,0,127
算法工程师,AI算法,Java,编程语言,traditional,93,93,0
算法工程师,AI算法,Agent,大模型,new,83,3,80
算法工程师,AI算法,算法工程,算法与数学,traditional,80,80,0
算法工程师,AI算法,Transformer,大模型,new,76,0,76
算法工程师,AI算法,Linux,系统与运维,traditional,74,74,0
算法工程师,AI算法,Spark,数据工程,traditional,66,66,0
算法工程师,AI算法,因果推断,算法与数学,new,65,65,0
算法工程师,AI算法,图像图形技术,计算机视觉与图形,traditional,65,41,24
算法工程师,AI算法,推荐算法,AI,traditional,60,60,0
算法工程师,AI算法,机器人与自动驾驶,机器人与自动驾驶,new,58,40,18
算法工程师,AI算法,模型压缩,大模型,new,58,21,37
算法工程师,AI算法,AIGC,AI,new,57,16,41
算法工程师,AI算法,SFT,大模型,new,53,0,53
算法工程师,AI算法,模型训练,大模型,new,53,9,44
算法工程师,AI算法,搜索算法,AI,traditional,51,51,0
算法工程师,AI算法,RAG,大模型,new,44,3,41
算法工程师,AI算法,VLM,大模型,new,44,2,42
算法工程师,AI算法,Go,编程语言,traditional,41,41,0
算法工程师,AI算法,Hive,数据工程,traditional,41,41,0
算法工程师,AI算法,知识图谱,知识图谱,new,39,27,12
算法工程师,AI算法,RLHF,大模型,new,37,0,37
算法工程师,AI算法,Hadoop,数据工程,traditional,33,33,0
算法工程师,AI算法,大模型训练,大模型,new,32,12,20
算法工程师,AI算法,PPO,大模型,new,31,31,0
算法工程师,AI算法,大模型微调,大模型,new,31,10,21
算法工程师,AI算法,高性能计算,硬件与芯片,new,31,31,0
算法工程师,AI算法,模型调优,大模型,new,30,30,0
算法工程师,AI算法,模型部署,大模型,new,29,0,29
算法工程师,AI算法,信号处理,硬件与芯片,traditional,28,28,0
算法工程师,AI算法,数据工程,数据工程,traditional,27,27,0
算法工程师,AI算法,分布式训练,大模型,new,25,25,0
算法工程师,AI算法,地图算法,行业应用,traditional,25,25,0
算法工程师,AI算法,Diffusion,大模型,new,24,0,24
算法工程师,AI算法,模型评测,大模型,new,24,13,11
算法工程师,AI算法,DPO,大模型,new,23,0,23
算法工程师,AI算法,VLA模型,大模型,new,23,23,0
算法工程师,AI算法,prompt工程,大模型,new,23,0,23
算法工程师,AI算法,Ai coding,AI,new,20,13,7
算法工程师,AI算法,时间序列算法,算法与数学,traditional,20,20,0
算法工程师,AI算法,模型工程,大模型,new,20,20,0
算法工程师,AI算法,ASR,大模型,new,19,4,15
算法工程师,AI算法,GRPO,大模型,new,19,19,0
算法工程师,AI算法,世界模型,大模型,new,19,19,0
算法工程师,AI算法,深度学习框架,AI,traditional,19,0,19
算法工程师,AI算法,特征工程,数据工程,traditional,19,19,0
算法工程师,AI算法,自然语言处理,AI,traditional,18,0,18
算法工程师,AI算法,DeepSpeed,大模型,new,17,0,17
算法工程师,AI算法,AI算法,AI,new,15,0,15
算法工程师,AI算法,多目标优化,算法与数学,traditional,15,15,0
算法工程师,AI算法,Scala,编程语言,traditional,14,14,0
算法工程师,AI算法,TensorRT,大模型,new,14,14,0
算法工程师,AI算法,Tool Use,大模型,new,14,14,0
算法工程师,AI算法,分布式计算,数据工程,traditional,14,14,0
算法工程师,AI算法,大模型应用,大模型,new,14,3,11
算法工程师,AI算法,Flink,数据工程,traditional,13,13,0
算法工程师,AI算法,Multi-Agent,大模型,new,13,0,13
算法工程师,AI算法,TTS,大模型,new,13,3,10
算法工程师,AI算法,软件开发,软件开发,traditional,13,13,0
算法工程师,AI算法,AI工作流设计,AI,new,12,11,1
算法工程师,AI算法,CUDA,硬件与芯片,new,12,12,0
算法工程师,AI算法,LoRA微调,大模型,new,12,0,12
算法工程师,AI算法,Diffusion模型,大模型,new,11,11,0
算法工程师,AI算法,大模型强化,大模型,new,11,10,1
算法工程师,AI算法,LangChain,大模型,new,10,0,10
算法工程师,AI算法,信息检索,AI,traditional,10,10,0
算法工程师,AI算法,大模型后训练,大模型,new,10,0,10
算法工程师,AI算法,序列建模,AI,new,10,10,0
算法工程师,AI算法,模型微调,大模型,new,10,0,10
算法工程师,AI算法,Function Calling,大模型,new,9,0,9
算法工程师,AI算法,MCP,大模型,new,9,0,9
算法工程师,AI算法,Megatron,大模型,new,9,0,9
算法工程师,AI算法,性能优化,软件工程,traditional,9,9,0
算法工程师,AI算法,空间智能,AI,new,9,9,0
算法工程师,AI算法,AI应用开发,AI,new,8,0,8
算法工程师,AI算法,LangGraph,大模型,new,8,0,8
算法工程师,AI算法,React,编程语言,traditional,8,8,0
算法工程师,AI算法,Shell脚本,编程语言,traditional,8,8,0
算法工程师,AI算法,推理优化,大模型,new,8,0,8
算法工程师,AI算法,游戏与图形开发,游戏与图形,traditional,8,1,7
算法工程师,AI算法,Context Engineering,大模型,new,7,7,0
算法工程师,AI算法,上下文工程,大模型,new,7,7,0
算法工程师,AI算法,仿真技术,科学计算与仿真,traditional,7,7,0
算法工程师,AI算法,偏好学习,AI,new,7,7,0
算法工程师,AI算法,动作生成,计算机视觉与图形,new,7,7,0
算法工程师,AI算法,数字人技术,AI,new,7,7,0
算法工程师,AI算法,音视频技术,音视频技术,traditional,7,7,0
算法工程师,AI算法,AutoGen,大模型,new,6,0,6
算法工程师,AI算法,Embedding,大模型,new,6,0,6
算法工程师,AI算法,GPU,系统与运维,traditional,6,6,0
算法工程师,AI算法,Unreal Engine,软件开发,traditional,6,6,0
算法工程师,AI算法,Web爬虫,数据工程,traditional,6,6,0
算法工程师,AI算法,云计算,云计算,traditional,6,6,0
算法工程师,AI算法,大模型预训练,大模型,new,6,0,6
算法工程师,AI算法,惯性导航,机器人与自动驾驶,new,6,6,0
算法工程师,AI算法,感知算法,AI,new,6,6,0
算法工程师,AI算法,模型推理,大模型,new,6,6,0
算法工程师,AI算法,模式识别,AI,new,6,6,0
算法工程师,AI算法,硬件开发,硬件与芯片,traditional,6,6,0
算法工程师,AI算法,软件工程,软件工程,traditional,6,6,0
算法工程师,AI算法,软件测试,软件测试,traditional,6,6,0
算法工程师,AI算法,AIops,系统与运维,new,5,0,5
算法工程师,AI算法,Memory,大模型,new,5,5,0
算法工程师,AI算法,Multimodal AI,大模型,new,5,5,0
算法工程师,AI算法,动作捕捉,计算机视觉与图形,traditional,5,5,0
算法工程师,AI算法,触觉技术,交互体验,traditional,5,5,0
算法工程师,AI算法,Ray,AI,traditional,4,4,0
算法工程师,AI算法,SIMD,硬件与芯片,traditional,4,4,0
算法工程师,AI算法,交通算法,行业应用,traditional,4,4,0
算法工程师,AI算法,位姿图优化,机器人与自动驾驶,new,4,4,0
算法工程师,AI算法,分布式系统,软件工程,traditional,4,4,0
算法工程师,AI算法,动态分析,软件工程,traditional,4,4,0
算法工程师,AI算法,动画技术,计算机视觉与图形,traditional,4,4,0
算法工程师,AI算法,因子分析,算法与数学,traditional,4,4,0
算法工程师,AI算法,大模型调优,大模型,new,4,0,4
算法工程师,AI算法,工业自动化,工业与物联网,traditional,4,3,1
算法工程师,AI算法,模型对齐,大模型,new,4,4,0
算法工程师,AI算法,科学计算,科学计算与仿真,traditional,4,4,0
算法工程师,AI算法,编程语言,编程语言,traditional,4,4,0
算法工程师,AI算法,自动化技术,系统与运维,traditional,4,4,0
算法工程师,AI算法,自动化算法,系统与运维,traditional,4,4,0
算法工程师,AI算法,AI工具,大模型,new,3,0,3
算法工程师,AI算法,ISP算法,硬件与芯片,traditional,3,3,0
算法工程师,AI算法,JavaScript,编程语言,traditional,3,3,0
算法工程师,AI算法,iOS,软件开发,traditional,3,3,0
算法工程师,AI算法,交互技术,交互体验,traditional,3,3,0
算法工程师,AI算法,信息安全,安全,traditional,3,3,0
算法工程师,AI算法,内存管理,软件工程,traditional,3,3,0
算法工程师,AI算法,冷启动优化,软件工程,traditional,3,3,0
算法工程师,AI算法,在线实验,AI,new,3,3,0
算法工程师,AI算法,多目标跟踪,机器人与自动驾驶,new,3,3,0
算法工程师,AI算法,大模型评测,大模型,new,3,0,3
算法工程师,AI算法,时间同步,系统与运维,traditional,3,3,0
算法工程师,AI算法,标定校准,机器人与自动驾驶,traditional,3,3,0
算法工程师,AI算法,模型服务化,大模型,new,3,3,0
算法工程师,AI算法,网络技术,通信与网络,traditional,3,3,0
算法工程师,AI算法,网络编程,软件工程,traditional,3,3,0
算法工程师,AI算法,调试工具,软件工程,traditional,3,3,0
算法工程师,AI算法,Android,软件开发,traditional,2,2,0
算法工程师,AI算法,MySQL,数据工程,traditional,2,2,0
算法工程师,AI算法,人机交互,交互体验,traditional,2,2,0
算法工程师,AI算法,位姿估计,机器人与自动驾驶,new,2,2,0
算法工程师,AI算法,健康算法,行业应用,traditional,2,2,0
算法工程师,AI算法,动作识别,计算机视觉与图形,new,2,2,0
算法工程师,AI算法,参数估计,算法与数学,traditional,2,2,0
算法工程师,AI算法,多任务学习,AI,new,2,2,0
算法工程师,AI算法,大模型安全,大模型,new,2,2,0
算法工程师,AI算法,异常检测,软件工程,new,2,2,0
