standard_job,standard_category,month,month_index,skill,kg_display_skill,skill_stage,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
数据挖掘算法工程师,算法,2026-02,15,Hive,数据工程,traditional,先上升后稳定,2,0.3878,1
数据挖掘算法工程师,算法,2026-03,16,Hive,数据工程,traditional,先上升后稳定,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Hive,数据工程,traditional,先上升后稳定,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Hive,数据工程,traditional,先上升后稳定,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Hive,数据工程,traditional,先上升后稳定,2,0.4003,1
数据挖掘算法工程师,算法,2026-07,20,Hive,数据工程,traditional,先上升后稳定,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,C/C++,编程语言,traditional,稳定型,2,0.2724,1
数据挖掘算法工程师,算法,2025-02,3,C/C++,编程语言,traditional,稳定型,2,0.2470,0
数据挖掘算法工程师,算法,2025-03,4,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,C/C++,编程语言,traditional,稳定型,1,0.2431,0
数据挖掘算法工程师,算法,2025-07,8,C/C++,编程语言,traditional,稳定型,2,0.2288,0
数据挖掘算法工程师,算法,2025-08,9,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,C/C++,编程语言,traditional,稳定型,2,0.2579,1
数据挖掘算法工程师,算法,2025-10,11,C/C++,编程语言,traditional,稳定型,2,0.2135,0
数据挖掘算法工程师,算法,2025-11,12,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,C/C++,编程语言,traditional,稳定型,2,0.1867,0
数据挖掘算法工程师,算法,2026-03,16,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,C/C++,编程语言,traditional,稳定型,2,0.2256,0
数据挖掘算法工程师,算法,2026-07,20,C/C++,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,数据工程,数据工程,traditional,先上升后下降,2,0.1861,0
数据挖掘算法工程师,算法,2025-02,3,数据工程,数据工程,traditional,先上升后下降,2,0.2001,0
数据挖掘算法工程师,算法,2025-03,4,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,数据工程,数据工程,traditional,先上升后下降,1,0.2684,0
数据挖掘算法工程师,算法,2025-07,8,数据工程,数据工程,traditional,先上升后下降,2,0.3307,1
数据挖掘算法工程师,算法,2025-08,9,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,数据工程,数据工程,traditional,先上升后下降,2,0.3322,1
数据挖掘算法工程师,算法,2025-10,11,数据工程,数据工程,traditional,先上升后下降,2,0.3907,1
数据挖掘算法工程师,算法,2025-11,12,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,数据工程,数据工程,traditional,先上升后下降,2,0.3244,1
数据挖掘算法工程师,算法,2026-03,16,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,数据工程,数据工程,traditional,先上升后下降,2,0.2642,1
数据挖掘算法工程师,算法,2026-07,20,数据工程,数据工程,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,深度学习,AI,traditional,先上升后下降,2,0.2175,0
数据挖掘算法工程师,算法,2025-02,3,深度学习,AI,traditional,先上升后下降,2,0.2254,0
数据挖掘算法工程师,算法,2025-03,4,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,深度学习,AI,traditional,先上升后下降,1,0.2816,0
数据挖掘算法工程师,算法,2025-07,8,深度学习,AI,traditional,先上升后下降,2,0.2976,1
数据挖掘算法工程师,算法,2025-08,9,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,深度学习,AI,traditional,先上升后下降,2,0.3551,1
数据挖掘算法工程师,算法,2025-10,11,深度学习,AI,traditional,先上升后下降,2,0.3272,1
数据挖掘算法工程师,算法,2025-11,12,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,深度学习,AI,traditional,先上升后下降,2,0.2864,1
数据挖掘算法工程师,算法,2026-03,16,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,深度学习,AI,traditional,先上升后下降,2,0.2526,1
数据挖掘算法工程师,算法,2026-07,20,深度学习,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,Hadoop,数据工程,traditional,间歇出现,2,0.2328,0
数据挖掘算法工程师,算法,2025-02,3,Hadoop,数据工程,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-03,4,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,Hadoop,数据工程,traditional,间歇出现,1,0.0000,0
数据挖掘算法工程师,算法,2025-07,8,Hadoop,数据工程,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-08,9,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,Hadoop,数据工程,traditional,间歇出现,2,0.2465,0
数据挖掘算法工程师,算法,2025-10,11,Hadoop,数据工程,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-11,12,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,Hadoop,数据工程,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2026-03,16,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Hadoop,数据工程,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2026-07,20,Hadoop,数据工程,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,算法工程,算法与数学,traditional,稳定型,2,0.2213,0
数据挖掘算法工程师,算法,2025-02,3,算法工程,算法与数学,traditional,稳定型,2,0.2465,0
数据挖掘算法工程师,算法,2025-03,4,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,算法工程,算法与数学,traditional,稳定型,1,0.1840,0
数据挖掘算法工程师,算法,2025-07,8,算法工程,算法与数学,traditional,稳定型,2,0.2043,0
数据挖掘算法工程师,算法,2025-08,9,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,算法工程,算法与数学,traditional,稳定型,2,0.1974,0
数据挖掘算法工程师,算法,2025-10,11,算法工程,算法与数学,traditional,稳定型,2,0.2087,0
数据挖掘算法工程师,算法,2025-11,12,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,算法工程,算法与数学,traditional,稳定型,2,0.1782,0
数据挖掘算法工程师,算法,2026-03,16,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,算法工程,算法与数学,traditional,稳定型,2,0.2183,0
数据挖掘算法工程师,算法,2026-07,20,算法工程,算法与数学,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,Java,编程语言,traditional,稳定型,2,0.2194,0
数据挖掘算法工程师,算法,2025-02,3,Java,编程语言,traditional,稳定型,2,0.2366,0
数据挖掘算法工程师,算法,2025-03,4,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,Java,编程语言,traditional,稳定型,1,0.2121,0
数据挖掘算法工程师,算法,2025-07,8,Java,编程语言,traditional,稳定型,2,0.2211,0
数据挖掘算法工程师,算法,2025-08,9,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,Java,编程语言,traditional,稳定型,2,0.2126,0
数据挖掘算法工程师,算法,2025-10,11,Java,编程语言,traditional,稳定型,2,0.2215,0
数据挖掘算法工程师,算法,2025-11,12,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,Java,编程语言,traditional,稳定型,2,0.2433,0
数据挖掘算法工程师,算法,2026-03,16,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Java,编程语言,traditional,稳定型,2,0.2313,0
数据挖掘算法工程师,算法,2026-07,20,Java,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,PyTorch,AI,traditional,先上升后下降,2,0.2232,0
数据挖掘算法工程师,算法,2025-02,3,PyTorch,AI,traditional,先上升后下降,2,0.2163,0
数据挖掘算法工程师,算法,2025-03,4,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,PyTorch,AI,traditional,先上升后下降,1,0.2719,0
数据挖掘算法工程师,算法,2025-07,8,PyTorch,AI,traditional,先上升后下降,2,0.2993,1
数据挖掘算法工程师,算法,2025-08,9,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,PyTorch,AI,traditional,先上升后下降,2,0.3432,1
数据挖掘算法工程师,算法,2025-10,11,PyTorch,AI,traditional,先上升后下降,2,0.3683,1
数据挖掘算法工程师,算法,2025-11,12,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,PyTorch,AI,traditional,先上升后下降,2,0.3154,1
数据挖掘算法工程师,算法,2026-03,16,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,PyTorch,AI,traditional,先上升后下降,2,0.2404,0
数据挖掘算法工程师,算法,2026-07,20,PyTorch,AI,traditional,先上升后下降,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,TensorFlow,AI,traditional,后期突增,2,0.1266,0
数据挖掘算法工程师,算法,2025-02,3,TensorFlow,AI,traditional,后期突增,2,0.1509,0
数据挖掘算法工程师,算法,2025-03,4,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,TensorFlow,AI,traditional,后期突增,1,0.1388,0
数据挖掘算法工程师,算法,2025-07,8,TensorFlow,AI,traditional,后期突增,2,0.1572,0
数据挖掘算法工程师,算法,2025-08,9,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,TensorFlow,AI,traditional,后期突增,2,0.1524,0
数据挖掘算法工程师,算法,2025-10,11,TensorFlow,AI,traditional,后期突增,2,0.1465,0
数据挖掘算法工程师,算法,2025-11,12,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,TensorFlow,AI,traditional,后期突增,2,0.2400,0
数据挖掘算法工程师,算法,2026-03,16,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,TensorFlow,AI,traditional,后期突增,2,0.2970,1
数据挖掘算法工程师,算法,2026-07,20,TensorFlow,AI,traditional,后期突增,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,Flink,数据工程,traditional,稳定型,2,0.1413,0
数据挖掘算法工程师,算法,2025-02,3,Flink,数据工程,traditional,稳定型,2,0.1494,0
数据挖掘算法工程师,算法,2025-03,4,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,Flink,数据工程,traditional,稳定型,1,0.1980,0
数据挖掘算法工程师,算法,2025-07,8,Flink,数据工程,traditional,稳定型,2,0.1659,0
数据挖掘算法工程师,算法,2025-08,9,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,Flink,数据工程,traditional,稳定型,2,0.1669,0
数据挖掘算法工程师,算法,2025-10,11,Flink,数据工程,traditional,稳定型,2,0.1736,0
数据挖掘算法工程师,算法,2025-11,12,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,Flink,数据工程,traditional,稳定型,2,0.1573,0
数据挖掘算法工程师,算法,2026-03,16,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Flink,数据工程,traditional,稳定型,2,0.1726,0
数据挖掘算法工程师,算法,2026-07,20,Flink,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,Scala,编程语言,traditional,稳定型,2,0.1914,0
数据挖掘算法工程师,算法,2025-02,3,Scala,编程语言,traditional,稳定型,2,0.1947,0
数据挖掘算法工程师,算法,2025-03,4,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,Scala,编程语言,traditional,稳定型,1,0.1552,0
数据挖掘算法工程师,算法,2025-07,8,Scala,编程语言,traditional,稳定型,2,0.1669,0
数据挖掘算法工程师,算法,2025-08,9,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,Scala,编程语言,traditional,稳定型,2,0.1681,0
数据挖掘算法工程师,算法,2025-10,11,Scala,编程语言,traditional,稳定型,2,0.1943,0
数据挖掘算法工程师,算法,2025-11,12,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,Scala,编程语言,traditional,稳定型,2,0.1477,0
数据挖掘算法工程师,算法,2026-03,16,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Scala,编程语言,traditional,稳定型,2,0.1892,0
数据挖掘算法工程师,算法,2026-07,20,Scala,编程语言,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,Shell脚本,编程语言,traditional,间歇出现,2,0.1433,0
数据挖掘算法工程师,算法,2025-02,3,Shell脚本,编程语言,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-03,4,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,Shell脚本,编程语言,traditional,间歇出现,1,0.1680,0
数据挖掘算法工程师,算法,2025-07,8,Shell脚本,编程语言,traditional,间歇出现,2,0.1784,0
数据挖掘算法工程师,算法,2025-08,9,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,Shell脚本,编程语言,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-10,11,Shell脚本,编程语言,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2025-11,12,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,Shell脚本,编程语言,traditional,间歇出现,2,0.0000,0
数据挖掘算法工程师,算法,2026-03,16,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,Shell脚本,编程语言,traditional,间歇出现,2,0.2137,0
数据挖掘算法工程师,算法,2026-07,20,Shell脚本,编程语言,traditional,间歇出现,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,多目标优化,算法与数学,traditional,持续上升,2,0.1236,0
数据挖掘算法工程师,算法,2025-02,3,多目标优化,算法与数学,traditional,持续上升,2,0.1257,0
数据挖掘算法工程师,算法,2025-03,4,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,多目标优化,算法与数学,traditional,持续上升,1,0.1755,0
数据挖掘算法工程师,算法,2025-07,8,多目标优化,算法与数学,traditional,持续上升,2,0.1653,0
数据挖掘算法工程师,算法,2025-08,9,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,多目标优化,算法与数学,traditional,持续上升,2,0.1876,0
数据挖掘算法工程师,算法,2025-10,11,多目标优化,算法与数学,traditional,持续上升,2,0.1947,0
数据挖掘算法工程师,算法,2025-11,12,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,多目标优化,算法与数学,traditional,持续上升,2,0.2503,1
数据挖掘算法工程师,算法,2026-03,16,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,多目标优化,算法与数学,traditional,持续上升,2,0.2714,1
数据挖掘算法工程师,算法,2026-07,20,多目标优化,算法与数学,traditional,持续上升,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,MySQL,数据工程,traditional,稳定型,2,0.1439,0
数据挖掘算法工程师,算法,2025-02,3,MySQL,数据工程,traditional,稳定型,2,0.1161,0
数据挖掘算法工程师,算法,2025-03,4,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,MySQL,数据工程,traditional,稳定型,1,0.1194,0
数据挖掘算法工程师,算法,2025-07,8,MySQL,数据工程,traditional,稳定型,2,0.1357,0
数据挖掘算法工程师,算法,2025-08,9,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-09,10,MySQL,数据工程,traditional,稳定型,2,0.1348,0
数据挖掘算法工程师,算法,2025-10,11,MySQL,数据工程,traditional,稳定型,2,0.1456,0
数据挖掘算法工程师,算法,2025-11,12,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-12,13,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-01,14,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-02,15,MySQL,数据工程,traditional,稳定型,2,0.1597,0
数据挖掘算法工程师,算法,2026-03,16,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-04,17,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-05,18,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2026-06,19,MySQL,数据工程,traditional,稳定型,2,0.1175,0
数据挖掘算法工程师,算法,2026-07,20,MySQL,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2024-12,1,分布式计算,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-01,2,分布式计算,数据工程,traditional,稳定型,2,0.1228,0
数据挖掘算法工程师,算法,2025-02,3,分布式计算,数据工程,traditional,稳定型,2,0.1089,0
数据挖掘算法工程师,算法,2025-03,4,分布式计算,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-04,5,分布式计算,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-05,6,分布式计算,数据工程,traditional,稳定型,0,0.0000,0
数据挖掘算法工程师,算法,2025-06,7,分布式计算,数据工程,traditional,稳定型,1,0.1538,0
数据挖掘算法工程师,算法,2025-07,8,分布式计算,数据工程,traditional,稳定型,2,0.1345,0
数据挖掘算法工程师,算法,2025-08,9,分布式计算,数据工程,traditional,稳定型,0,0.0000,0
