standard_job,standard_category,month,month_index,monthly_jd_count,cumulative_jd_count,demand_trend_type,is_active_month
全栈开发工程师,软件研发,2026-02,15,3,39,先上升后下降,yes
全栈开发工程师,软件研发,2026-03,16,2,41,先上升后下降,yes
全栈开发工程师,软件研发,2026-04,17,2,43,先上升后下降,yes
全栈开发工程师,软件研发,2026-05,18,2,45,先上升后下降,yes
全栈开发工程师,软件研发,2026-06,19,2,47,先上升后下降,yes
全栈开发工程师,软件研发,2026-07,20,1,48,先上升后下降,yes
Java开发工程师,软件研发,2024-12,1,3,3,稳定波动,yes
Java开发工程师,软件研发,2025-01,2,4,7,稳定波动,yes
Java开发工程师,软件研发,2025-02,3,0,7,稳定波动,no
Java开发工程师,软件研发,2025-03,4,3,10,稳定波动,yes
Java开发工程师,软件研发,2025-04,5,2,12,稳定波动,yes
Java开发工程师,软件研发,2025-05,6,2,14,稳定波动,yes
Java开发工程师,软件研发,2025-06,7,2,16,稳定波动,yes
Java开发工程师,软件研发,2025-07,8,3,19,稳定波动,yes
Java开发工程师,软件研发,2025-08,9,4,23,稳定波动,yes
Java开发工程师,软件研发,2025-09,10,4,27,稳定波动,yes
Java开发工程师,软件研发,2025-10,11,3,30,稳定波动,yes
Java开发工程师,软件研发,2025-11,12,2,32,稳定波动,yes
Java开发工程师,软件研发,2025-12,13,2,34,稳定波动,yes
Java开发工程师,软件研发,2026-01,14,3,37,稳定波动,yes
Java开发工程师,软件研发,2026-02,15,3,40,稳定波动,yes
Java开发工程师,软件研发,2026-03,16,4,44,稳定波动,yes
Java开发工程师,软件研发,2026-04,17,4,48,稳定波动,yes
Java开发工程师,软件研发,2026-05,18,0,48,稳定波动,no
Java开发工程师,软件研发,2026-06,19,3,51,稳定波动,yes
Java开发工程师,软件研发,2026-07,20,2,53,稳定波动,yes
C++开发工程师,软件研发,2024-12,1,2,2,间歇出现,yes
C++开发工程师,软件研发,2025-01,2,2,4,间歇出现,yes
C++开发工程师,软件研发,2025-02,3,2,6,间歇出现,yes
C++开发工程师,软件研发,2025-03,4,0,6,间歇出现,no
C++开发工程师,软件研发,2025-04,5,0,6,间歇出现,no
C++开发工程师,软件研发,2025-05,6,2,8,间歇出现,yes
C++开发工程师,软件研发,2025-06,7,2,10,间歇出现,yes
C++开发工程师,软件研发,2025-07,8,0,10,间歇出现,no
C++开发工程师,软件研发,2025-08,9,0,10,间歇出现,no
C++开发工程师,软件研发,2025-09,10,0,10,间歇出现,no
C++开发工程师,软件研发,2025-10,11,0,10,间歇出现,no
C++开发工程师,软件研发,2025-11,12,0,10,间歇出现,no
C++开发工程师,软件研发,2025-12,13,2,12,间歇出现,yes
C++开发工程师,软件研发,2026-01,14,0,12,间歇出现,no
C++开发工程师,软件研发,2026-02,15,0,12,间歇出现,no
C++开发工程师,软件研发,2026-03,16,0,12,间歇出现,no
C++开发工程师,软件研发,2026-04,17,0,12,间歇出现,no
C++开发工程师,软件研发,2026-05,18,0,12,间歇出现,no
C++开发工程师,软件研发,2026-06,19,2,14,间歇出现,yes
C++开发工程师,软件研发,2026-07,20,0,14,间歇出现,no
Python开发工程师,软件研发,2024-12,1,0,0,消失后再出现,no
Python开发工程师,软件研发,2025-01,2,0,0,消失后再出现,no
Python开发工程师,软件研发,2025-02,3,2,2,消失后再出现,yes
Python开发工程师,软件研发,2025-03,4,2,4,消失后再出现,yes
Python开发工程师,软件研发,2025-04,5,2,6,消失后再出现,yes
Python开发工程师,软件研发,2025-05,6,1,7,消失后再出现,yes
Python开发工程师,软件研发,2025-06,7,1,8,消失后再出现,yes
Python开发工程师,软件研发,2025-07,8,1,9,消失后再出现,yes
Python开发工程师,软件研发,2025-08,9,1,10,消失后再出现,yes
Python开发工程师,软件研发,2025-09,10,2,12,消失后再出现,yes
Python开发工程师,软件研发,2025-10,11,2,14,消失后再出现,yes
Python开发工程师,软件研发,2025-11,12,0,14,消失后再出现,no
Python开发工程师,软件研发,2025-12,13,0,14,消失后再出现,no
Python开发工程师,软件研发,2026-01,14,0,14,消失后再出现,no
Python开发工程师,软件研发,2026-02,15,0,14,消失后再出现,no
Python开发工程师,软件研发,2026-03,16,1,15,消失后再出现,yes
Python开发工程师,软件研发,2026-04,17,2,17,消失后再出现,yes
Python开发工程师,软件研发,2026-05,18,0,17,消失后再出现,no
Python开发工程师,软件研发,2026-06,19,2,19,消失后再出现,yes
Python开发工程师,软件研发,2026-07,20,2,21,消失后再出现,yes
Go开发工程师,软件研发,2024-12,1,1,1,先上升后稳定,yes
Go开发工程师,软件研发,2025-01,2,1,2,先上升后稳定,yes
Go开发工程师,软件研发,2025-02,3,2,4,先上升后稳定,yes
Go开发工程师,软件研发,2025-03,4,2,6,先上升后稳定,yes
Go开发工程师,软件研发,2025-04,5,2,8,先上升后稳定,yes
Go开发工程师,软件研发,2025-05,6,0,8,先上升后稳定,no
Go开发工程师,软件研发,2025-06,7,1,9,先上升后稳定,yes
Go开发工程师,软件研发,2025-07,8,2,11,先上升后稳定,yes
Go开发工程师,软件研发,2025-08,9,2,13,先上升后稳定,yes
Go开发工程师,软件研发,2025-09,10,0,13,先上升后稳定,no
Go开发工程师,软件研发,2025-10,11,1,14,先上升后稳定,yes
Go开发工程师,软件研发,2025-11,12,2,16,先上升后稳定,yes
Go开发工程师,软件研发,2025-12,13,2,18,先上升后稳定,yes
Go开发工程师,软件研发,2026-01,14,2,20,先上升后稳定,yes
Go开发工程师,软件研发,2026-02,15,1,21,先上升后稳定,yes
Go开发工程师,软件研发,2026-03,16,2,23,先上升后稳定,yes
Go开发工程师,软件研发,2026-04,17,2,25,先上升后稳定,yes
Go开发工程师,软件研发,2026-05,18,2,27,先上升后稳定,yes
Go开发工程师,软件研发,2026-06,19,2,29,先上升后稳定,yes
Go开发工程师,软件研发,2026-07,20,2,31,先上升后稳定,yes
客户端开发工程师,软件研发,2024-12,1,2,2,先上升后下降,yes
客户端开发工程师,软件研发,2025-01,2,1,3,先上升后下降,yes
客户端开发工程师,软件研发,2025-02,3,0,3,先上升后下降,no
客户端开发工程师,软件研发,2025-03,4,1,4,先上升后下降,yes
客户端开发工程师,软件研发,2025-04,5,1,5,先上升后下降,yes
客户端开发工程师,软件研发,2025-05,6,0,5,先上升后下降,no
客户端开发工程师,软件研发,2025-06,7,0,5,先上升后下降,no
客户端开发工程师,软件研发,2025-07,8,2,7,先上升后下降,yes
客户端开发工程师,软件研发,2025-08,9,3,10,先上升后下降,yes
客户端开发工程师,软件研发,2025-09,10,3,13,先上升后下降,yes
客户端开发工程师,软件研发,2025-10,11,4,17,先上升后下降,yes
客户端开发工程师,软件研发,2025-11,12,4,21,先上升后下降,yes
客户端开发工程师,软件研发,2025-12,13,3,24,先上升后下降,yes
客户端开发工程师,软件研发,2026-01,14,3,27,先上升后下降,yes
客户端开发工程师,软件研发,2026-02,15,3,30,先上升后下降,yes
客户端开发工程师,软件研发,2026-03,16,0,30,先上升后下降,no
客户端开发工程师,软件研发,2026-04,17,2,32,先上升后下降,yes
客户端开发工程师,软件研发,2026-05,18,2,34,先上升后下降,yes
客户端开发工程师,软件研发,2026-06,19,2,36,先上升后下降,yes
客户端开发工程师,软件研发,2026-07,20,1,37,先上升后下降,yes
Android开发工程师,软件研发,2024-12,1,3,3,稳定波动,yes
Android开发工程师,软件研发,2025-01,2,3,6,稳定波动,yes
Android开发工程师,软件研发,2025-02,3,3,9,稳定波动,yes
Android开发工程师,软件研发,2025-03,4,3,12,稳定波动,yes
Android开发工程师,软件研发,2025-04,5,2,14,稳定波动,yes
Android开发工程师,软件研发,2025-05,6,2,16,稳定波动,yes
Android开发工程师,软件研发,2025-06,7,2,18,稳定波动,yes
Android开发工程师,软件研发,2025-07,8,3,21,稳定波动,yes
Android开发工程师,软件研发,2025-08,9,3,24,稳定波动,yes
Android开发工程师,软件研发,2025-09,10,4,28,稳定波动,yes
Android开发工程师,软件研发,2025-10,11,3,31,稳定波动,yes
Android开发工程师,软件研发,2025-11,12,3,34,稳定波动,yes
Android开发工程师,软件研发,2025-12,13,2,36,稳定波动,yes
Android开发工程师,软件研发,2026-01,14,2,38,稳定波动,yes
Android开发工程师,软件研发,2026-02,15,2,40,稳定波动,yes
Android开发工程师,软件研发,2026-03,16,3,43,稳定波动,yes
Android开发工程师,软件研发,2026-04,17,4,47,稳定波动,yes
Android开发工程师,软件研发,2026-05,18,3,50,稳定波动,yes
Android开发工程师,软件研发,2026-06,19,3,53,稳定波动,yes
Android开发工程师,软件研发,2026-07,20,2,55,稳定波动,yes
iOS开发工程师,软件研发,2024-12,1,2,2,先上升后稳定,yes
iOS开发工程师,软件研发,2025-01,2,2,4,先上升后稳定,yes
iOS开发工程师,软件研发,2025-02,3,1,5,先上升后稳定,yes
iOS开发工程师,软件研发,2025-03,4,1,6,先上升后稳定,yes
iOS开发工程师,软件研发,2025-04,5,1,7,先上升后稳定,yes
iOS开发工程师,软件研发,2025-05,6,2,9,先上升后稳定,yes
iOS开发工程师,软件研发,2025-06,7,2,11,先上升后稳定,yes
iOS开发工程师,软件研发,2025-07,8,2,13,先上升后稳定,yes
iOS开发工程师,软件研发,2025-08,9,2,15,先上升后稳定,yes
iOS开发工程师,软件研发,2025-09,10,2,17,先上升后稳定,yes
iOS开发工程师,软件研发,2025-10,11,3,20,先上升后稳定,yes
iOS开发工程师,软件研发,2025-11,12,2,22,先上升后稳定,yes
iOS开发工程师,软件研发,2025-12,13,3,25,先上升后稳定,yes
iOS开发工程师,软件研发,2026-01,14,3,28,先上升后稳定,yes
iOS开发工程师,软件研发,2026-02,15,0,28,先上升后稳定,no
iOS开发工程师,软件研发,2026-03,16,2,30,先上升后稳定,yes
iOS开发工程师,软件研发,2026-04,17,3,33,先上升后稳定,yes
iOS开发工程师,软件研发,2026-05,18,2,35,先上升后稳定,yes
iOS开发工程师,软件研发,2026-06,19,3,38,先上升后稳定,yes
iOS开发工程师,软件研发,2026-07,20,3,41,先上升后稳定,yes
系统软件工程师,软件研发,2024-12,1,3,3,持续下降,yes
系统软件工程师,软件研发,2025-01,2,3,6,持续下降,yes
系统软件工程师,软件研发,2025-02,3,2,8,持续下降,yes
系统软件工程师,软件研发,2025-03,4,3,11,持续下降,yes
系统软件工程师,软件研发,2025-04,5,2,13,持续下降,yes
系统软件工程师,软件研发,2025-05,6,3,16,持续下降,yes
系统软件工程师,软件研发,2025-06,7,2,18,持续下降,yes
系统软件工程师,软件研发,2025-07,8,2,20,持续下降,yes
系统软件工程师,软件研发,2025-08,9,2,22,持续下降,yes
系统软件工程师,软件研发,2025-09,10,1,23,持续下降,yes
系统软件工程师,软件研发,2025-10,11,2,25,持续下降,yes
系统软件工程师,软件研发,2025-11,12,2,27,持续下降,yes
系统软件工程师,软件研发,2025-12,13,1,28,持续下降,yes
系统软件工程师,软件研发,2026-01,14,1,29,持续下降,yes
系统软件工程师,软件研发,2026-02,15,1,30,持续下降,yes
系统软件工程师,软件研发,2026-03,16,2,32,持续下降,yes
系统软件工程师,软件研发,2026-04,17,2,34,持续下降,yes
系统软件工程师,软件研发,2026-05,18,2,36,持续下降,yes
系统软件工程师,软件研发,2026-06,19,2,38,持续下降,yes
系统软件工程师,软件研发,2026-07,20,1,39,持续下降,yes
嵌入式软件工程师,软件研发,2024-12,1,2,2,间歇出现,yes
嵌入式软件工程师,软件研发,2025-01,2,2,4,间歇出现,yes
嵌入式软件工程师,软件研发,2025-02,3,0,4,间歇出现,no
嵌入式软件工程师,软件研发,2025-03,4,0,4,间歇出现,no
嵌入式软件工程师,软件研发,2025-04,5,0,4,间歇出现,no
嵌入式软件工程师,软件研发,2025-05,6,2,6,间歇出现,yes
嵌入式软件工程师,软件研发,2025-06,7,2,8,间歇出现,yes
嵌入式软件工程师,软件研发,2025-07,8,2,10,间歇出现,yes
嵌入式软件工程师,软件研发,2025-08,9,0,10,间歇出现,no
嵌入式软件工程师,软件研发,2025-09,10,0,10,间歇出现,no
嵌入式软件工程师,软件研发,2025-10,11,2,12,间歇出现,yes
嵌入式软件工程师,软件研发,2025-11,12,0,12,间歇出现,no
嵌入式软件工程师,软件研发,2025-12,13,2,14,间歇出现,yes
嵌入式软件工程师,软件研发,2026-01,14,0,14,间歇出现,no
嵌入式软件工程师,软件研发,2026-02,15,2,16,间歇出现,yes
嵌入式软件工程师,软件研发,2026-03,16,0,16,间歇出现,no
嵌入式软件工程师,软件研发,2026-04,17,0,16,间歇出现,no
嵌入式软件工程师,软件研发,2026-05,18,0,16,间歇出现,no
嵌入式软件工程师,软件研发,2026-06,19,3,19,间歇出现,yes
嵌入式软件工程师,软件研发,2026-07,20,0,19,间歇出现,no
驱动开发工程师,软件研发,2024-12,1,2,2,稳定波动,yes
驱动开发工程师,软件研发,2025-01,2,3,5,稳定波动,yes
驱动开发工程师,软件研发,2025-02,3,0,5,稳定波动,no
驱动开发工程师,软件研发,2025-03,4,3,8,稳定波动,yes
驱动开发工程师,软件研发,2025-04,5,2,10,稳定波动,yes
驱动开发工程师,软件研发,2025-05,6,2,12,稳定波动,yes
驱动开发工程师,软件研发,2025-06,7,2,14,稳定波动,yes
驱动开发工程师,软件研发,2025-07,8,2,16,稳定波动,yes
驱动开发工程师,软件研发,2025-08,9,3,19,稳定波动,yes
驱动开发工程师,软件研发,2025-09,10,3,22,稳定波动,yes
驱动开发工程师,软件研发,2025-10,11,2,24,稳定波动,yes
驱动开发工程师,软件研发,2025-11,12,2,26,稳定波动,yes
驱动开发工程师,软件研发,2025-12,13,0,26,稳定波动,no
驱动开发工程师,软件研发,2026-01,14,2,28,稳定波动,yes
驱动开发工程师,软件研发,2026-02,15,2,30,稳定波动,yes
驱动开发工程师,软件研发,2026-03,16,2,32,稳定波动,yes
驱动开发工程师,软件研发,2026-04,17,2,34,稳定波动,yes
驱动开发工程师,软件研发,2026-05,18,3,37,稳定波动,yes
驱动开发工程师,软件研发,2026-06,19,2,39,稳定波动,yes
驱动开发工程师,软件研发,2026-07,20,1,40,稳定波动,yes
软件架构师,软件研发,2024-12,1,2,2,稳定波动,yes
软件架构师,软件研发,2025-01,2,2,4,稳定波动,yes
软件架构师,软件研发,2025-02,3,2,6,稳定波动,yes
软件架构师,软件研发,2025-03,4,2,8,稳定波动,yes
软件架构师,软件研发,2025-04,5,2,10,稳定波动,yes
软件架构师,软件研发,2025-05,6,2,12,稳定波动,yes
软件架构师,软件研发,2025-06,7,1,13,稳定波动,yes
软件架构师,软件研发,2025-07,8,2,15,稳定波动,yes
软件架构师,软件研发,2025-08,9,2,17,稳定波动,yes
软件架构师,软件研发,2025-09,10,0,17,稳定波动,no
软件架构师,软件研发,2025-10,11,2,19,稳定波动,yes
软件架构师,软件研发,2025-11,12,2,21,稳定波动,yes
软件架构师,软件研发,2025-12,13,2,23,稳定波动,yes
软件架构师,软件研发,2026-01,14,1,24,稳定波动,yes
软件架构师,软件研发,2026-02,15,2,26,稳定波动,yes
软件架构师,软件研发,2026-03,16,2,28,稳定波动,yes
软件架构师,软件研发,2026-04,17,2,30,稳定波动,yes
软件架构师,软件研发,2026-05,18,3,33,稳定波动,yes
软件架构师,软件研发,2026-06,19,2,35,稳定波动,yes
软件架构师,软件研发,2026-07,20,1,36,稳定波动,yes
软件开发工程师,软件研发,2024-12,1,3,3,稳定波动,yes
软件开发工程师,软件研发,2025-01,2,3,6,稳定波动,yes
软件开发工程师,软件研发,2025-02,3,4,10,稳定波动,yes
软件开发工程师,软件研发,2025-03,4,3,13,稳定波动,yes
软件开发工程师,软件研发,2025-04,5,3,16,稳定波动,yes
软件开发工程师,软件研发,2025-05,6,2,18,稳定波动,yes
软件开发工程师,软件研发,2025-06,7,3,21,稳定波动,yes
软件开发工程师,软件研发,2025-07,8,3,24,稳定波动,yes
软件开发工程师,软件研发,2025-08,9,3,27,稳定波动,yes
软件开发工程师,软件研发,2025-09,10,4,31,稳定波动,yes
软件开发工程师,软件研发,2025-10,11,3,34,稳定波动,yes
软件开发工程师,软件研发,2025-11,12,3,37,稳定波动,yes
软件开发工程师,软件研发,2025-12,13,2,39,稳定波动,yes
软件开发工程师,软件研发,2026-01,14,2,41,稳定波动,yes
软件开发工程师,软件研发,2026-02,15,3,44,稳定波动,yes
软件开发工程师,软件研发,2026-03,16,4,48,稳定波动,yes
软件开发工程师,软件研发,2026-04,17,4,52,稳定波动,yes
软件开发工程师,软件研发,2026-05,18,4,56,稳定波动,yes
软件开发工程师,软件研发,2026-06,19,3,59,稳定波动,yes
软件开发工程师,软件研发,2026-07,20,2,61,稳定波动,yes
大数据开发工程师,数据,2024-12,1,0,0,无样本不生成,no
大数据开发工程师,数据,2025-01,2,0,0,无样本不生成,no
大数据开发工程师,数据,2025-02,3,0,0,无样本不生成,no
大数据开发工程师,数据,2025-03,4,0,0,无样本不生成,no
大数据开发工程师,数据,2025-04,5,0,0,无样本不生成,no
大数据开发工程师,数据,2025-05,6,0,0,无样本不生成,no
大数据开发工程师,数据,2025-06,7,0,0,无样本不生成,no
大数据开发工程师,数据,2025-07,8,0,0,无样本不生成,no
大数据开发工程师,数据,2025-08,9,0,0,无样本不生成,no
大数据开发工程师,数据,2025-09,10,0,0,无样本不生成,no
大数据开发工程师,数据,2025-10,11,0,0,无样本不生成,no
大数据开发工程师,数据,2025-11,12,0,0,无样本不生成,no
大数据开发工程师,数据,2025-12,13,0,0,无样本不生成,no
大数据开发工程师,数据,2026-01,14,0,0,无样本不生成,no
大数据开发工程师,数据,2026-02,15,0,0,无样本不生成,no
大数据开发工程师,数据,2026-03,16,0,0,无样本不生成,no
大数据开发工程师,数据,2026-04,17,0,0,无样本不生成,no
大数据开发工程师,数据,2026-05,18,0,0,无样本不生成,no
大数据开发工程师,数据,2026-06,19,0,0,无样本不生成,no
大数据开发工程师,数据,2026-07,20,0,0,无样本不生成,no
数据开发工程师,数据,2024-12,1,1,1,稳定波动,yes
数据开发工程师,数据,2025-01,2,0,1,稳定波动,no
数据开发工程师,数据,2025-02,3,1,2,稳定波动,yes
数据开发工程师,数据,2025-03,4,1,3,稳定波动,yes
数据开发工程师,数据,2025-04,5,1,4,稳定波动,yes
数据开发工程师,数据,2025-05,6,1,5,稳定波动,yes
数据开发工程师,数据,2025-06,7,2,7,稳定波动,yes
数据开发工程师,数据,2025-07,8,1,8,稳定波动,yes
数据开发工程师,数据,2025-08,9,1,9,稳定波动,yes
数据开发工程师,数据,2025-09,10,2,11,稳定波动,yes
数据开发工程师,数据,2025-10,11,1,12,稳定波动,yes
数据开发工程师,数据,2025-11,12,1,13,稳定波动,yes
数据开发工程师,数据,2025-12,13,2,15,稳定波动,yes
数据开发工程师,数据,2026-01,14,1,16,稳定波动,yes
数据开发工程师,数据,2026-02,15,1,17,稳定波动,yes
数据开发工程师,数据,2026-03,16,2,19,稳定波动,yes
数据开发工程师,数据,2026-04,17,2,21,稳定波动,yes
数据开发工程师,数据,2026-05,18,1,22,稳定波动,yes
数据开发工程师,数据,2026-06,19,1,23,稳定波动,yes
数据开发工程师,数据,2026-07,20,1,24,稳定波动,yes
数据仓库工程师,数据,2024-12,1,2,2,稳定波动,yes
数据仓库工程师,数据,2025-01,2,1,3,稳定波动,yes
数据仓库工程师,数据,2025-02,3,2,5,稳定波动,yes
数据仓库工程师,数据,2025-03,4,1,6,稳定波动,yes
数据仓库工程师,数据,2025-04,5,1,7,稳定波动,yes
数据仓库工程师,数据,2025-05,6,0,7,稳定波动,no
数据仓库工程师,数据,2025-06,7,1,8,稳定波动,yes
数据仓库工程师,数据,2025-07,8,1,9,稳定波动,yes
数据仓库工程师,数据,2025-08,9,1,10,稳定波动,yes
数据仓库工程师,数据,2025-09,10,0,10,稳定波动,no
数据仓库工程师,数据,2025-10,11,2,12,稳定波动,yes
数据仓库工程师,数据,2025-11,12,1,13,稳定波动,yes
数据仓库工程师,数据,2025-12,13,0,13,稳定波动,no
数据仓库工程师,数据,2026-01,14,0,13,稳定波动,no
数据仓库工程师,数据,2026-02,15,1,14,稳定波动,yes
数据仓库工程师,数据,2026-03,16,2,16,稳定波动,yes
数据仓库工程师,数据,2026-04,17,1,17,稳定波动,yes
数据仓库工程师,数据,2026-05,18,1,18,稳定波动,yes
数据仓库工程师,数据,2026-06,19,1,19,稳定波动,yes
数据仓库工程师,数据,2026-07,20,0,19,稳定波动,no
数据平台工程师,数据,2024-12,1,0,0,稳定波动,no
数据平台工程师,数据,2025-01,2,2,2,稳定波动,yes
数据平台工程师,数据,2025-02,3,2,4,稳定波动,yes
数据平台工程师,数据,2025-03,4,1,5,稳定波动,yes
数据平台工程师,数据,2025-04,5,0,5,稳定波动,no
数据平台工程师,数据,2025-05,6,1,6,稳定波动,yes
数据平台工程师,数据,2025-06,7,1,7,稳定波动,yes
数据平台工程师,数据,2025-07,8,0,7,稳定波动,no
数据平台工程师,数据,2025-08,9,2,9,稳定波动,yes
数据平台工程师,数据,2025-09,10,2,11,稳定波动,yes
数据平台工程师,数据,2025-10,11,0,11,稳定波动,no
数据平台工程师,数据,2025-11,12,1,12,稳定波动,yes
数据平台工程师,数据,2025-12,13,1,13,稳定波动,yes
数据平台工程师,数据,2026-01,14,2,15,稳定波动,yes
数据平台工程师,数据,2026-02,15,0,15,稳定波动,no
数据平台工程师,数据,2026-03,16,2,17,稳定波动,yes
数据平台工程师,数据,2026-04,17,0,17,稳定波动,no
数据平台工程师,数据,2026-05,18,1,18,稳定波动,yes
数据平台工程师,数据,2026-06,19,1,19,稳定波动,yes
数据平台工程师,数据,2026-07,20,2,21,稳定波动,yes
数据治理工程师,数据,2024-12,1,1,1,稳定波动,yes
数据治理工程师,数据,2025-01,2,1,2,稳定波动,yes
数据治理工程师,数据,2025-02,3,2,4,稳定波动,yes
数据治理工程师,数据,2025-03,4,0,4,稳定波动,no
数据治理工程师,数据,2025-04,5,1,5,稳定波动,yes
数据治理工程师,数据,2025-05,6,0,5,稳定波动,no
数据治理工程师,数据,2025-06,7,0,5,稳定波动,no
数据治理工程师,数据,2025-07,8,0,5,稳定波动,no
数据治理工程师,数据,2025-08,9,0,5,稳定波动,no
数据治理工程师,数据,2025-09,10,1,6,稳定波动,yes
数据治理工程师,数据,2025-10,11,0,6,稳定波动,no
数据治理工程师,数据,2025-11,12,1,7,稳定波动,yes
数据治理工程师,数据,2025-12,13,1,8,稳定波动,yes
数据治理工程师,数据,2026-01,14,1,9,稳定波动,yes
数据治理工程师,数据,2026-02,15,1,10,稳定波动,yes
数据治理工程师,数据,2026-03,16,1,11,稳定波动,yes
数据治理工程师,数据,2026-04,17,2,13,稳定波动,yes
数据治理工程师,数据,2026-05,18,0,13,稳定波动,no
数据治理工程师,数据,2026-06,19,1,14,稳定波动,yes
数据治理工程师,数据,2026-07,20,0,14,稳定波动,no
数据分析师,数据,2024-12,1,2,2,持续上升,yes
数据分析师,数据,2025-01,2,2,4,持续上升,yes
数据分析师,数据,2025-02,3,0,4,持续上升,no
数据分析师,数据,2025-03,4,2,6,持续上升,yes
数据分析师,数据,2025-04,5,1,7,持续上升,yes
数据分析师,数据,2025-05,6,1,8,持续上升,yes
数据分析师,数据,2025-06,7,1,9,持续上升,yes
数据分析师,数据,2025-07,8,1,10,持续上升,yes
数据分析师,数据,2025-08,9,2,12,持续上升,yes
数据分析师,数据,2025-09,10,2,14,持续上升,yes
数据分析师,数据,2025-10,11,2,16,持续上升,yes
数据分析师,数据,2025-11,12,2,18,持续上升,yes
数据分析师,数据,2025-12,13,2,20,持续上升,yes
数据分析师,数据,2026-01,14,2,22,持续上升,yes
数据分析师,数据,2026-02,15,3,25,持续上升,yes
数据分析师,数据,2026-03,16,2,27,持续上升,yes
数据分析师,数据,2026-04,17,3,30,持续上升,yes
数据分析师,数据,2026-05,18,3,33,持续上升,yes
数据分析师,数据,2026-06,19,2,35,持续上升,yes
数据分析师,数据,2026-07,20,3,38,持续上升,yes
数据工程师,数据,2024-12,1,2,2,消失后再出现,yes
数据工程师,数据,2025-01,2,2,4,消失后再出现,yes
数据工程师,数据,2025-02,3,2,6,消失后再出现,yes
数据工程师,数据,2025-03,4,2,8,消失后再出现,yes
数据工程师,数据,2025-04,5,0,8,消失后再出现,no
数据工程师,数据,2025-05,6,1,9,消失后再出现,yes
数据工程师,数据,2025-06,7,0,9,消失后再出现,no
数据工程师,数据,2025-07,8,0,9,消失后再出现,no
数据工程师,数据,2025-08,9,0,9,消失后再出现,no
数据工程师,数据,2025-09,10,1,10,消失后再出现,yes
数据工程师,数据,2025-10,11,1,11,消失后再出现,yes
数据工程师,数据,2025-11,12,0,11,消失后再出现,no
数据工程师,数据,2025-12,13,2,13,消失后再出现,yes
数据工程师,数据,2026-01,14,0,13,消失后再出现,no
数据工程师,数据,2026-02,15,2,15,消失后再出现,yes
数据工程师,数据,2026-03,16,2,17,消失后再出现,yes
数据工程师,数据,2026-04,17,2,19,消失后再出现,yes
数据工程师,数据,2026-05,18,0,19,消失后再出现,no
数据工程师,数据,2026-06,19,2,21,消失后再出现,yes
数据工程师,数据,2026-07,20,1,22,消失后再出现,yes
大模型测试工程师,测试质量,2024-12,1,2,2,持续上升,yes
大模型测试工程师,测试质量,2025-01,2,1,3,持续上升,yes
大模型测试工程师,测试质量,2025-02,3,2,5,持续上升,yes
大模型测试工程师,测试质量,2025-03,4,1,6,持续上升,yes
大模型测试工程师,测试质量,2025-04,5,1,7,持续上升,yes
大模型测试工程师,测试质量,2025-05,6,1,8,持续上升,yes
大模型测试工程师,测试质量,2025-06,7,2,10,持续上升,yes
大模型测试工程师,测试质量,2025-07,8,2,12,持续上升,yes
大模型测试工程师,测试质量,2025-08,9,2,14,持续上升,yes
大模型测试工程师,测试质量,2025-09,10,2,16,持续上升,yes
大模型测试工程师,测试质量,2025-10,11,2,18,持续上升,yes
大模型测试工程师,测试质量,2025-11,12,3,21,持续上升,yes
大模型测试工程师,测试质量,2025-12,13,2,23,持续上升,yes
大模型测试工程师,测试质量,2026-01,14,3,26,持续上升,yes
大模型测试工程师,测试质量,2026-02,15,3,29,持续上升,yes
大模型测试工程师,测试质量,2026-03,16,3,32,持续上升,yes
大模型测试工程师,测试质量,2026-04,17,4,36,持续上升,yes
大模型测试工程师,测试质量,2026-05,18,3,39,持续上升,yes
大模型测试工程师,测试质量,2026-06,19,3,42,持续上升,yes
大模型测试工程师,测试质量,2026-07,20,4,46,持续上升,yes
测试开发工程师,测试质量,2024-12,1,2,2,稳定波动,yes
测试开发工程师,测试质量,2025-01,2,0,2,稳定波动,no
测试开发工程师,测试质量,2025-02,3,0,2,稳定波动,no
测试开发工程师,测试质量,2025-03,4,3,5,稳定波动,yes
测试开发工程师,测试质量,2025-04,5,2,7,稳定波动,yes
测试开发工程师,测试质量,2025-05,6,2,9,稳定波动,yes
测试开发工程师,测试质量,2025-06,7,2,11,稳定波动,yes
测试开发工程师,测试质量,2025-07,8,2,13,稳定波动,yes
测试开发工程师,测试质量,2025-08,9,4,17,稳定波动,yes
测试开发工程师,测试质量,2025-09,10,3,20,稳定波动,yes
测试开发工程师,测试质量,2025-10,11,2,22,稳定波动,yes
测试开发工程师,测试质量,2025-11,12,2,24,稳定波动,yes
测试开发工程师,测试质量,2025-12,13,2,26,稳定波动,yes
测试开发工程师,测试质量,2026-01,14,2,28,稳定波动,yes
测试开发工程师,测试质量,2026-02,15,2,30,稳定波动,yes
测试开发工程师,测试质量,2026-03,16,3,33,稳定波动,yes
测试开发工程师,测试质量,2026-04,17,4,37,稳定波动,yes
测试开发工程师,测试质量,2026-05,18,3,40,稳定波动,yes
测试开发工程师,测试质量,2026-06,19,2,42,稳定波动,yes
测试开发工程师,测试质量,2026-07,20,2,44,稳定波动,yes
质量工程师,测试质量,2024-12,1,2,2,稳定波动,yes
质量工程师,测试质量,2025-01,2,2,4,稳定波动,yes
质量工程师,测试质量,2025-02,3,2,6,稳定波动,yes
